original	polished	count
NA	76, [4] s.	4
NA	48, [2] s.	4
NA	12, [1] s.	4
NA	80, [2] s.	4
NA	[2], 130 s.	4
NA	599 s.	4
NA	587 s.	4
NA	[2], 93 s.	4
NA	[4], 141 s.	4
NA	[2], 75 s.	4
NA	[2], 107 s.	4
NA	[8], 304 s.	4
NA	[31] s.	4
NA	[29] s.	4
NA	[12] kuvalehteä	4
NA	[2], 111 s.	4
NA	496 s.	4
NA	500, [4] s.	4
NA	61, [2] s.	4
NA	198, [2] s.	4
NA	[152] s.	4
NA	518 s.	4
NA	478 s.	4
NA	337 s.	4
NA	405 s.	4
NA	462 s.	4
NA	756 s.	4
NA	[4], [1] 2-10 s.	4
NA	[2], [1] 2-194 s.	4
NA	48, [4] s.	4
NA	[2] s., s. 21-40	4
NA	[2] s., s. 65-80	4
NA	[2] s., s. 49-56	4
NA	10 s., 1 pl.	4
NA	S. 1-112.	4
NA	291 s.	4
NA	[8], 56 s.	4
NA	[4], 206 s.	4
NA	[76] s.	4
NA	[100] s.	4
NA	[136] s.	4
NA	[63] s.	4
NA	[105] s.	4
NA	720 s.	4
NA	122, [2] s.	4
NA	[55] s.	4
NA	11 lehteä	4
NA	976 s.	4
NA	309 s.	4
NA	469 s.	4
NA	423 s.	4
NA	22 s., [1] kuval.	4
NA	92, [4] s.	4
NA	198, [1] s.	4
NA	907 s.	4
NA	520 s.	4
NA	[4], [1] 2-8 s.	4
NA	[1-3] 4-22 s.	4
NA	[1-3] 4-38 [39-40] s. (s. [39-40] tyhjät)	4
NA	[9] s.	4
NA	? s., 5 kuvaa	4
NA	24 lehteä	4
NA	VIII, 96 s.	4
NA	552 s.	4
NA	S. 1-192.	4
NA	S. 1-32.	4
NA	578 s.	4
NA	S. 1-176.	4
NA	403 s.	4
NA	[1-3] 4-23 [24] s.	4
NA	420 s.	4
NA	6 lehteä.	4
NA	[1] 2-16 s.	4
NA	[1-3] 4-100 s.	4
NA	[1-3] 4-72 s.	4
NA	[1-3] 4-60 s.	4
