publisher	self_published	Count
Brodin, P. A	FALSE	   3
Norberg, Samuel	FALSE	   3
Mortier, Pierre II	FALSE	   3
Tryckt hos direct. & Coongl. boktr. i stor-förstendömet Finland, Jacob Merckell	NA	   3
Wolmar Styrbjörn Schildt	FALSE	   2
Carolus Isaacus Nordlund	FALSE	   2
Fredericus Hertzberg	FALSE	   2
Eduardus Sevon	FALSE	   2
Henricus Edvardus Arnell	FALSE	   2
Carolus Gustavus Borg	FALSE	   2
Johannes Edvardus Öhman	FALSE	   2
Jacobus Fredricus Blank	FALSE	   2
Jacobus Johannes Amnell	FALSE	   2
Kungliga Svenska sjökarte kontoret	FALSE	   2
P. Scharenberg	FALSE	   2
Magnus Ericus Alopaeus	FALSE	   2
August Julius Linsén	FALSE	   2
Carolvs Alexander Lillström	FALSE	   2
Johannes Ericus Hongelin	FALSE	   2
Fredericus Julius Petersén	FALSE	   2
Carolvs Christianvs Stenivs	FALSE	   2
Adolphvs Edvardvs Arppe	FALSE	   2
Axelius Adolphus Laurell	FALSE	   2
Nordiska kvinnosaksföreningars Samorganisation	NA	   2
Salon Eläinsuojelusyhdistys	NA	   2
Haminan Eläinsuojelusyhdistys	NA	   2
Keski-Suomen Eläinsuojelusyhdistys	NA	   2
Turun Eläinten Ystävät	FALSE	   2
Porin Eläinsuojelus-yhteys	NA	   2
Jyväskylän Eläinsuojelusyhdistys	NA	   2
Djurskyddsföreningen i Borgå	NA	   2
Helsingin Moottoritehdas Erkko & Markoff	NA	   2
Wiipurin Soutuklupi	NA	   2
Porin Polkupyörä Klubi	NA	   2
Oulun Polkupyörä-Yhdistys	NA	   2
Turisttrafikförbundet	NA	   2
Victoria Government Office	NA	   2
Verkehrsbureau Norden	NA	   2
Societo Esperantista en Kotka	FALSE	   2
Outlook Company	NA	   2
Osuusliike Pyörä	NA	   2
Carolus Eneberg	FALSE	   2
F.A. Westbeckin kustannuksella	FALSE	   2
I.J. Granlundin kustannuksella	FALSE	   2
Suomen kirkkohistoriallisen seura	FALSE	   2
Carolus Alexander Alcenius	FALSE	   2
Helsingfors' lycei konvent	NA	   2
P. Sjögren	FALSE	   2
N.M. Lindhs boktryckeri	NA	   2
Lionel Booth	FALSE	   2
C.W. Edlunds förlag	FALSE	   2
Elméns & Granbergs Tryckeri	FALSE	   2
Saksa	NA	   2
Tryckt hos P. Sohm	FALSE	   2
Zacharias Hæggström	FALSE	   2
Printed for T. Cadell and W. Davies Strand London, by R. Watts Crown Court, Temple Bar	FALSE	   2
Tryckt hos Olof Grahn	FALSE	   2
Chez Charles Delén	FALSE	   2
De lʼImprimerie de Cox, Fils, & Baylis, Great Queen Street	FALSE	   2
Vaasan asianajotoimisto	NA	   2
Û.N. Èrlih	FALSE	   2
S.-Peterb. Akademiska nauk	FALSE	   2
K. Birkenfel'd	FALSE	   2
Tip. i hromolit. A. Tranšelâ	FALSE	   2
Tip. Èkspedicìi zagotovlenìâ gos. bumag	FALSE	   2
Tip. t-va 'Obŝestvennaâ pol'za	FALSE	   2
Gos. tipografiâ	NA	   2
Voenno-Topografičeskoe Depo	FALSE	   2
Pravoslavnoe missionerskoe obŝestvo	NA	   2
Pohjoismaiden ilmoitustoimisto	NA	   2
Wahlström & Låström	FALSE	   2
P.A. Norstedt	FALSE	   2
L'Humanité Nouvelle	FALSE	   2
A. Bonnier	NA	   2
F. Bohn	FALSE	   2
Manuzio	FALSE	   2
Edward Arnold	FALSE	   2
Merikarttalaitos	NA	   2
Österbottniska afdelningen	NA	   2
Vestfinska afdelningen	NA	   2
G.W. Wilén & Co	FALSE	   2
Kivipaino 	FALSE	   2
Ernest Leroux	FALSE	   2
A. Hartlebens Verlag	FALSE	   2
Maisonneuve	FALSE	   2
Frenckell ja pojan kirjakauppa	FALSE	   2
V.R. Kockström	FALSE	   2
J.C. Frenckell & Sohn	FALSE	   2
Finska Litteratur-Sållskapets tryckeri	FALSE	   2
Finska Litteratursällskapet i Wiborg	FALSE	   2
Commisionäre der Kaiserlichen Akademie der Wissenschaften	FALSE	   2
Cygnaeuksen galleria	NA	   2
Fazerin musiikkikauppa	FALSE	   2
Helsingin Uusi Musiikkikauppa, K.G. Fazer	NA	   2
Jyväskylän vapaaehtoinen palokunta	NA	   2
Wilh. Booberg	NA	   2
Porin vapaaehtoinen palokunta	NA	   2
Abröderna Hirsch	FALSE	   2
Muntra musikanter	NA	   2
Helsingin musiikkiyhdistys	NA	   2
Knigoprodavca-tipografìâ M.O. Vol'fa	FALSE	   2
Lundequistska bokhandeln	FALSE	   2
Sven Gabriel Elmgren	FALSE	   2
Frenckell & sons bokhandel	NA	   2
Wilhelm Friedrich	FALSE	   2
K. Nilsson	FALSE	   2
Lilkus' i Gercberg	FALSE	   2
Gebrüdern Bornträger	FALSE	   2
P.B. Eklund	FALSE	   2
Looström & Coomp	FALSE	   2
Z. Haeggström	FALSE	   2
P.A. Norstedet & söner	FALSE	   2
A.G. Hellsten	FALSE	   2
Åbo tidnings & tryckeri aktiebolag	FALSE	   2
J. Simelii enka	FALSE	   2
Rudolph Hartman	FALSE	   2
Ed. Wartig	FALSE	   2
Carl B. Lorck	FALSE	   2
Föreningen för Konstfliten i Finland	FALSE	   2
H. Hagerup	FALSE	   2
Emil Barth	FALSE	   2
Th. Michaelsen & Tillge	FALSE	   2
Izdanìe O.N. Popovoj	FALSE	   2
Hornborg & Co	NA	   2
The Socialist publishing company	FALSE	   2
Evankelinen lähetysyhdistys	NA	   2
Amerikan suomalainen kansallis-raittius-veljeysseura	NA	   2
Nord Western Mining Journal	FALSE	   2
Aktiebolaget F. Tilgmanns bok- & stentryckeri samt kemigrafi	FALSE	   2
Ruben	FALSE	   2
Grant Richards	FALSE	   2
Seligmann	FALSE	   2
Cowie	FALSE	   2
J.J. Kloströms boktryckeri	FALSE	   2
Fratelli Treves	FALSE	   2
Verlag des Landes-Industrie-Comptoirs	FALSE	   2
Fisher Unwin	FALSE	   2
Berthiaume	FALSE	   2
Kiadja ráth mór	FALSE	   2
W. Schultz	FALSE	   2
Harper & Brothers	FALSE	   2
Lindh	FALSE	   2
Putnam	FALSE	   2
Cadell and Davies	FALSE	   2
Huldberg	FALSE	   2
Östlund & Berling	FALSE	   2
Steenbergen van Goor	FALSE	   2
Grahn	FALSE	   2
Eklund	FALSE	   2
A.E. Modeen	FALSE	   2
Garnier	FALSE	   2
Albert Fritsch	FALSE	   2
Elkan & Schildknecht	FALSE	   2
Schnakenburgi trükk ja kulu	NA	   2
Sigfrid Flodins förlag	FALSE	   2
Litogr	NA	   2
Palmblad, Sebell & C	FALSE	   2
Welter	FALSE	   2
Senatens tryckeri	FALSE	   2
Hæggström	FALSE	   2
Vergilius Maro, Publius	 TRUE	   2
Alfthan	FALSE	   2
Wallin, Olai (1832-1896)	 TRUE	   2
Gubernskaâ tipografìâ	FALSE	   2
Tryckt hos N.H. Thomson	FALSE	   2
Tipografiâ štaba otděl'nago korpusa vnutrennej straži	FALSE	   2
K. È. Gol'm	FALSE	   2
Ministerstvo putej soobŝenìâ	FALSE	   2
Meždunarodnoe traktatnoe obŝestvo	NA	   2
Tipografìâ M. Merkuševa	FALSE	   2
Tipografìâ Lilìus' & Gertcberg	NA	   2
Tipografiâ Ministerstva putej soobŝenìâ	FALSE	   2
Mošińooliso šehangeno lja literaturi ja Suomi	NA	   2
Tipografìâ Nadežda	FALSE	   2
Finskoe liter. obŝ-vo	NA	   2
T-vo R. Golike i A. Vil'borg	FALSE	   2
Tipografìâ t-va 'Obŝestvennaâ pol'za	FALSE	   2
Tovariŝestvo 'Obŝestvennaâ pol'za	FALSE	   2
Izdatel'stvo O.N. Popovoj	FALSE	   2
Geogr. föreningen	FALSE	   2
Pyh. hallitsevan synodin kirjapaja	NA	   2
Thiesen	FALSE	   2
Öfverstyrelsen för skolväsendet	NA	   2
Satakunta bokhandeln	FALSE	   2
G.L. Aschan	FALSE	   2
Samuel Rumstedt	FALSE	   2
Aspelund	NA	   2
Engelmann	FALSE	   2
Wasenii	FALSE	   2
Hörberg	FALSE	   2
Gröndahl	FALSE	   2
Looström	FALSE	   2
Ståhlberg	FALSE	   2
Nylund	FALSE	   2
Raitio, K (1855-1924)	 TRUE	   2
Pilvi, E	 TRUE	   2
Wiipurin Kirjallisuusseura	FALSE	   2
Turun ja Porin Eläinsuojelus-Yhteydet	FALSE	   2
Järnefelt, Eugen	 TRUE	   2
Lindroos	FALSE	   2
Wasenius & Co	FALSE	   2
Carlsson, A W	 TRUE	   2
Kivi, Aleksis (1834-1872)	 TRUE	   2
Lähetys-seura	FALSE	   2
Lang	FALSE	   2
Viipurin S. kirjall.seura	FALSE	   2
Keisarillinen Tieto-akademian kirjaräntissä	NA	   2
;J.C. Frenckellin ja pojan Kirjapainossa	FALSE	   2
Rongainen	FALSE	   2
Grönholm	FALSE	   2
1 osa	FALSE	   2
Wallin, Waldemar	 TRUE	   2
Wainio, Edvard August	 TRUE	   2
Sandelin	FALSE	   2
A.W. Jahnsson	NA	   2
Fellman, Jacob (1795-1875)	 TRUE	   2
Erkko, J H	 TRUE	   2
Kukkonen	FALSE	   2
Waaranen	FALSE	   2
Suomen yliopisto	FALSE	   2
-s, 	 TRUE	   2
Kasvatusopillinen 	FALSE	   2
Svahn	FALSE	   2
Turun piiritoimikunta	NA	   2
Sandberg	FALSE	   2
Nordqvist, Osc	 TRUE	   2
K. A. H	FALSE	   2
Helsingin sentraali-Kirjapaino	FALSE	   2
Tuuri	FALSE	   2
Sentraali-Kirjapaino	FALSE	   2
Lievendal	FALSE	   2
A.N. Winell	FALSE	   2
Fabritius	FALSE	   2
Suom. teatteri	FALSE	   2
Aron Gustaf Borg	FALSE	   2
J.M. Salenius	FALSE	   2
K. Meier	FALSE	   2
August Ahlqvist	FALSE	   2
Fontell	FALSE	   2
Saukko	FALSE	   2
Viborgs FBK	NA	   2
Helwing	FALSE	   2
Helsingin räätäliammattiyhdistys	FALSE	   2
Suomen syklistiliitto	NA	   2
Maaseututeaatteri-osake	NA	   2
Rossander	FALSE	   2
Stenbäck, Josef	 TRUE	   2
Rosenberg	FALSE	   2
Wasa fruntimmersskola	NA	   2
Privata reallyceum i Fredrikshamn	FALSE	   2
Absoluta nykterhetsföreningen	FALSE	   2
Ahlgren	FALSE	   2
Helsingfors lyceum	FALSE	   2
Wäinämöinen	FALSE	   2
Varsinais-Suomen suomenmielisten ylioppilaitten yhdistys	NA	   2
Heyno	FALSE	   2
Ramsay, August	 TRUE	   2
Privata svenskspråkiga läroverket i Kuopio	NA	   2
Korsholms jordbruksskola	NA	   2
Ponnistus	FALSE	   2
Palmén, E G	 TRUE	   2
Warén	FALSE	   2
Leander	FALSE	   2
Helsingfors centraltryckeri & bokbinder	FALSE	   2
Wainio	FALSE	   2
Tampereen taideyhdistys	NA	   2
Vasa Nyheter	NA	   2
Hautala	FALSE	   2
Telen	FALSE	   2
Palmgren	FALSE	   2
Kirjankustannus-liike	FALSE	   2
Lutherilainen evank. -yhdistys	FALSE	   2
Partanen	FALSE	   2
Wennberg	FALSE	   2
Mäkinen	FALSE	   2
Korpela, Kalle	 TRUE	   2
Pohjois-Karjalan Kirjapaino-osake	NA	   2
Schünmann, Johann Joachim Christian	FALSE	   2
Berling, Carl Fredrik	FALSE	   2
Järvinen, Kyösti (1869-1957)	 TRUE	   2
Suomalainen, K (1850-1907)	 TRUE	   2
J.W. Pihl	FALSE	   2
Frivilliga brandkåren i Borgå	NA	   2
Finlands svenska Marthaförbund	NA	   2
Emma Mäkinen	FALSE	   2
Wickström sekä C.E. Fritze, jakajat	FALSE	   2
Suomen purjehtijaliitto	NA	   2
Victor Heyno	FALSE	   2
Lönnbohm, Kasimir Agathon	 TRUE	   2
Suomen luotonantajayhdistys	NA	   2
Akademiska somarkurserna i Åbo	NA	   2
Föreningen för Österbottens Historiska Museum	NA	   2
G.A. Zumsteeg	FALSE	   2
Hougberg, Konrad Aleksis (1849-1923)	 TRUE	   2
Tammelin	FALSE	   2
Tampereen reaalilyseon toverikunta	NA	   2
Lindgren, Anton Wilhelm (1831-1902)	 TRUE	   2
Suoman Evank. seura	FALSE	   2
Relander, Konrad	 TRUE	   2
Oskari Kilpinen	NA	   2
Kraft, Per	FALSE	   2
Nordin, Carl Gustaf	FALSE	   2
Gressel, Johann Hermann Hinrich	FALSE	   2
In officina Frenckelliana	FALSE	   2
Wirtamo ja Markkula	FALSE	   2
Kansankp	FALSE	   2
Järvinen, Nestor	 TRUE	   2
Hemmer, Helga	 TRUE	   2
A. Hackman	FALSE	   2
Hangon kaupunki	NA	   2
Emil Öhman	FALSE	   2
Arbetets vänner	NA	   2
Wentzel Hagelstam, Uno Wasastjerna	FALSE	   2
V. von Rehausen	NA	   2
Suomen teosofinen seura	NA	   2
Arkeolooginen toimisto	FALSE	   2
Verner Söderström	FALSE	   2
Wennberg ja K	FALSE	   2
J.F. Olàn	FALSE	   2
P. Nicolay	FALSE	   2
G.W. Wílen	NA	   2
Erikson, Maria	 TRUE	   2
Telén ja K	FALSE	   2
Wickstrand'in kp	FALSE	   2
G. Tuuri	FALSE	   2
Matti Helenius	NA	   2
Eetu, 	 TRUE	   2
Kommunalförvaltningen i Sibbo	NA	   2
Suomalainen kirjallisuus-seura Viipurissa	NA	   2
Mikkelin lyseo	FALSE	   2
Uniooni	NA	   2
Kokkolan paperikauppa	NA	   2
Helsingin Eläinsuojelusyhdistys	FALSE	   2
Olánin kirjakauppa	FALSE	   2
Edquist	FALSE	   2
Barnbördshuset	FALSE	   2
Boström	FALSE	   2
A. Skutnabb	FALSE	   2
Veckobladet	FALSE	   2
Senwall, Kaarlo Vilho	 TRUE	   2
E. Björkell	FALSE	   2
Kommunala sjukhuset i Åbo	NA	   2
Viipurin palvelijataryhdistys	NA	   2
Emil Lyytikäinen	FALSE	   2
Oma Apu	FALSE	   2
Ronkainen, H	 TRUE	   2
Eläinsuojeluskonttori	FALSE	   2
Sjukhemmet i Borgå	NA	   2
Nylands fiskarförbund	NA	   2
Tampereen työväen sanomalehti-osake	FALSE	   2
Emil Tilvis	FALSE	   2
M.E. Forsström	FALSE	   2
K.S. Kirjapaino	FALSE	   2
E.R. Krist. naisyhdistys	NA	   2
Pedag. föreningen i Finland	FALSE	   2
Finska folkskolemötet	NA	   2
Axel Fröberg	NA	   2
Länkelä, Jaakko	 TRUE	   2
Turun työväen sanomalehtiosake	NA	   2
L.W. Partanen	FALSE	   2
Kehittäjän kannatusyhditys	NA	   2
Suomen sanomalehtimiesyhdistys	NA	   2
Totuuden ystävän toimitus	FALSE	   2
O. Lindström'in kirjakauppa	NA	   2
Jyrkänne, Herm	 TRUE	   2
Joensuun kaupunki	FALSE	   2
Kuusa, Pietari	 TRUE	   2
V. M. von Born	NA	   2
Tampereen työväen yhdistys	NA	   2
Säästöpankkien tarkastaja	NA	   2
Kirjapaino 'Kotka	NA	   2
Svenska reallyceum i Helsingfors	NA	   2
Koivistoinen, Joh	 TRUE	   2
O. Wennberg ja K	FALSE	   2
E. Wahlstein'in Kirjapaino	NA	   2
Suomen sosiaalidemokraattinen puoluehallinto	FALSE	   2
J. Nylenius	FALSE	   2
G.E. Jansson & Coumpp. Kirjapaino	FALSE	   2
Suomen puuseppien ammattiyhdistys	NA	   2
T,  (NA-1928)	 TRUE	   2
Helsingin Epworth-liitto	NA	   2
Suomen merimieslähetys	NA	   2
Hummelin, Juho Werner	 TRUE	   2
K.O. Fontell	FALSE	   2
Hildén, Konr	 TRUE	   2
J-n, Herman	 TRUE	   2
William Ruth	FALSE	   2
H. Haessel	NA	   2
Zigenarmissionens förlag	FALSE	   2
Jalander, Y W	 TRUE	   2
Öfverstyrelsen	NA	   2
Unioni, Naisasialiitto Suomessa	NA	   2
Suomen vankeinhoitomiesten yhdistys	FALSE	   2
Hagelstam'in kirjakauppa	FALSE	   2
Suomalainen Kansalliskirjakauppa	FALSE	   2
Vuoksi	FALSE	   2
Elementarskolan i Gamlakarleby	NA	   2
Fredrikshamns stads svenska samskola	NA	   2
Turun tuomiokapituli	FALSE	   2
Kejserliga Alexanders Universitetet i Finland	NA	   2
Åsvikin kp	FALSE	   2
A. O	FALSE	   2
Filosofiska fakultetens Historisk-filologiska sektion	NA	   2
K.W. Hiersemann	FALSE	   2
C. & E. Gernandts förlagsaktiebol	FALSE	   2
C. & E. Gernandt	FALSE	   2
Tampereen reaalilyseo	FALSE	   2
Varias boktryckeri	FALSE	   2
Otava, kustannusosake	NA	   2
Svenska fruntimmersskolan	NA	   2
F. Örfattaren	FALSE	   2
Stenografiska föreningen	FALSE	   2
G.O. Holmberg	FALSE	   2
Svenska kvinnoförbundet	NA	   2
N. Öhrnberg'in välitysliike	NA	   2
Hulda Liljeström	FALSE	   2
Suomen jalkinetyöläisten liitto	NA	   2
Uuno A. Varis	FALSE	   2
Hortling, Ivar	 TRUE	   2
Beijers bokförlagsaktiebol	FALSE	   2
Tidnings- & Tryckeri-aktiebolaget	NA	   2
Suomen muurarien liitto	NA	   2
Hernberg, Alarik	 TRUE	   2
Franckellska bokhandel	FALSE	   2
Ylioppilaskunta	FALSE	   2
Väänänen, Matti	 TRUE	   2
Joh. Gust. Wikeström, jakaja	NA	   2
Tidning 'Vårt Land	NA	   2
Verner Humble	NA	   2
Suomen ompelutyöntekijättärien liitto	NA	   2
Eläinsuojelustoimisto	FALSE	   2
J.F. Olàn'in kirjakauppa, jakaja	FALSE	   2
Utgg	FALSE	   2
O.V. Böhmert	FALSE	   2
Föreningen Fjäderfäskötselns vänner	FALSE	   2
Heikel, Gunnar	 TRUE	   2
Vennola, J H	 TRUE	   2
Oulun Kristillinen työväenyhdistys	FALSE	   2
Fornminnesföreningen	NA	   2
Loimaan nuorisoseura	NA	   2
Suomen terveydenhoitoyhdistys	NA	   2
Uno Knorrings fonds förlag	NA	   2
Société nouvelle de librairie et d'édition	FALSE	   2
J.F. Bergmann	FALSE	   2
J. Valmari	FALSE	   2
Suomenkielisten teknikkojen seura	FALSE	   2
Nuorsuomalaisten puoluekanslia	NA	   2
Lindebergska bokhandeln	NA	   2
K.F. Hjelt	FALSE	   2
Svenska folkskolans vänners	FALSE	   2
V. Pettersson & Cos tryckeriaktiebol	FALSE	   2
Arbetets vänners västra filial	FALSE	   2
Typpö, Leonard	 TRUE	   2
Tunkelo, E A (1870-1953)	 TRUE	   2
Borgå Lycei konvent	NA	   2
Tidning f. mjölkhushålln	FALSE	   2
Svenska teaterföreningen i Finland	NA	   2
Kommunal centralbyrå	NA	   2
Suomen ayrshirekarjan siitosyhdistys	NA	   2
J.W. Cappelen	FALSE	   2
Perä-Pohjolan maanviljelysseura	NA	   2
R. Saxén 	NA	   2
Alfred Sjöström	FALSE	   2
Nordiska museet	FALSE	   2
Suomen nahkurityöntekijät	NA	   2
Suomen nahkatyöntekijäin liitto	NA	   2
Naantalin kaupunki	NA	   2
Nylands svenska ungdomsförbund	NA	   2
Lördagen	NA	   2
Wettergren & Coerber	FALSE	   2
Emil Strauss	FALSE	   2
Tallqvist, Hj	 TRUE	   2
Suomen maakauppiaat	NA	   2
Maataloushallitus	NA	   2
Västra Nylands folkhögskola	FALSE	   2
Frenckellska tryckeriaktiebolaget 	FALSE	   2
A. Tavaststjerna 	NA	   2
Alfred Janssen	FALSE	   2
Société finno-ougrienne	FALSE	   2
Hedvig Sohlberg	FALSE	   2
Verlag der Arbeiter-Versorgung	FALSE	   2
Heurlinska skolan	NA	   2
Kurkijoen kunta	NA	   2
Nyblins Magasin	NA	   2
Kuopion läänin läntisen vaalipiirin sosialidemokraattinen piirijärjestö	NA	   2
Suomen perustuslaillinen työväenliitto	NA	   2
Hälsovännen	FALSE	   2
Kiskon kunta	NA	   2
Polyteknikernas förening	NA	   2
Kirjaltajaliitto	NA	   2
Keisarillisen Senaatin valtiovaraintoimituskunta	NA	   2
V. Giard & E. Brière	FALSE	   2
Kuopion teollisuuskoulu	FALSE	   2
Osuuskassojen keskuslainarahasto	NA	   2
Nya bokhandeln 	FALSE	   2
Milo'ske Boghandel	FALSE	   2
J.E. Jarl	FALSE	   2
Atelier Apollo	NA	   2
G. Reimer	FALSE	   2
Finsk Musikrevy	FALSE	   2
Suomalaisen puolueen asettama komitea	NA	   2
Sociala Centralbyrån	NA	   2
Helsingfors botaniska bytesförening	NA	   2
Finska Bryggeriiindustriföreningen	NA	   2
Hangö stad	NA	   2
A. Tiderman	FALSE	   2
Finska Täljstensaktiebolaget	FALSE	   2
Finska Ecklesiastikstatens enke- & pupillkassa	NA	   2
Sunila, J E	 TRUE	   2
Mart	FALSE	   2
Sosialidemokratinen eduskuntaryhmä	FALSE	   2
Savolainen, Aaro Iivari	 TRUE	   2
Herättäjä-yhdistys	NA	   2
Sandman, Gustaf Zachris	 TRUE	   2
Saffären Express	FALSE	   2
Svanbäck & Coomp	FALSE	   2
Kleins Förlag	FALSE	   2
Svenska fruntimmersskolan i Wiborg	FALSE	   2
Fjäderfäskötselns Vänner	NA	   2
J.C. Hinrichs	FALSE	   2
Helsingfors Frivilliga Brandkår	FALSE	   2
Sahlstén, P A	 TRUE	   2
Varia	FALSE	   2
Borgå folkhögskola	FALSE	   2
Helsingfors Centraltryckeri & bokbinderiaktiebolag	FALSE	   2
Söderström & Co, jakaja	FALSE	   2
Pohjalainen valtuuskunta	NA	   2
Édition Atar	FALSE	   2
Gösta Malmgren 	FALSE	   2
Sivunen, S	 TRUE	   2
S. Dahlström	NA	   2
Otto Wigand	NA	   2
Centrallaget för Handelslagen i Finlnd	NA	   2
Veit & Co	FALSE	   2
Päiviö, Väinö	 TRUE	   2
Puupponen, Jaakko	 TRUE	   2
Finska Sparbanksdelegationen	FALSE	   2
Wasa Segelföreningen	NA	   2
Juridiska fakulteten	FALSE	   2
Ylioppilaiden keskusteluseura	FALSE	   2
F. Didot & C:ie	FALSE	   2
Ponkala, E W (1862-1943)	 TRUE	   2
Wiborgs läns segelförening	NA	   2
Index	NA	   2
Hvita Bandet	NA	   2
J. Looström & Coomp	FALSE	   2
Finska Jaktföreningen	NA	   2
Föreningen U. V	NA	   2
Lounas-osuuskunta	FALSE	   2
E.G. Palmén	NA	   2
Nykterhetsföreningen Balder	FALSE	   2
I. Lattu	FALSE	   2
Finska Fjäderfä- & Biskötselföreningen	NA	   2
Suomen rakennusmestarit	NA	   2
Oulun läänin eteläisen vaalipiirin sosialidemokraattinen piiritoimikunta	NA	   2
Studentkåren	NA	   2
Helsingfors Stentryckeri	NA	   2
Akademiska Sångföreningen	FALSE	   2
Pyhin hallitsevainen synoodi	FALSE	   2
Yhteiskuntataloudellinen aikakauskirja	FALSE	   2
Montonen, Arvid	 TRUE	   2
O. Harrassovitz	FALSE	   2
Red. der Finnisch-ugrischen Forschungen	FALSE	   2
Paavo-kallio, Valfrid	 TRUE	   2
A. Pedone	FALSE	   2
Hämeenläänin pohjoinen vaalipiiri	NA	   2
Hämeenläänin pohjoisen vaalipiirin sosialidemokraattinen piirijärjestö	NA	   2
Pehr Ulrik Florins stiftelse	FALSE	   2
Etelä-Karjalan nuorisoseura	NA	   2
Stadens eget förlag	FALSE	   2
Västfinska Ungdomsförbundet	FALSE	   2
Augustana Book Concern	FALSE	   2
Finska Kyrkohistoriska Samfundet	FALSE	   2
Yrjö Weilin & Co	FALSE	   2
Primula	NA	   2
Finska Sjöräddningssällskapet	NA	   2
Bernard Grasset	FALSE	   2
Juho Nurhonen	FALSE	   2
Suomen koulunuorisoliitto	NA	   2
F. B. K	FALSE	   2
Finska Handelsdelegationen	NA	   2
F. F. & E. Förening	NA	   2
Suomen rautatieläisten sanomalehti ja Kirjapaino osuusk	NA	   2
Länsi-Suomi	FALSE	   2
Nicolay, Paul	 TRUE	   2
Mäkisen Tehdasliike	FALSE	   2
Maatalousseurojen neuvojain liiton puutarha-ammattiosasto	NA	   2
Ammatillinen liittovaliokunta	FALSE	   2
Agitatsionivaliokunta	NA	   2
Kutoma- ja paperiteollisuus	FALSE	   2
Suomen lakimiehet	NA	   2
Suomen maanviljelysvirkamiesyhdistys	NA	   2
Vaasan läänin eteläinen vaalipiiri	NA	   2
Uudenmaan hevosjalostajain liitto	NA	   2
Vaasan työväenyhdistys	FALSE	   2
Kohonen, A	 TRUE	   2
Tampereen osuuskauppapiiri	NA	   2
Teknillinen korkeakoulu	NA	   2
Sysmän kunta	NA	   2
Kansan novellikirjasto	FALSE	   2
Nordisk kirurgisk föreningen	NA	   2
Landtbruksutställning	NA	   2
Förbundets mellan K. F. U. M. & U. K. F. förlag	FALSE	   2
Olsens Boghandel	FALSE	   2
Kirjapaino	FALSE	   2
Suomen leipurityöntekijäin liitto	NA	   2
Erich Reiss	FALSE	   2
Ilmoitustoimisto Hermes	NA	   2
Harrison & Sons	FALSE	   2
Schleicher	FALSE	   2
Aikain Vartija Förlags A. B	FALSE	   2
Mellersta Nylands folkhögskola	NA	   2
Suomen meijeriliitto	NA	   2
Magistraten	NA	   2
Handelsgillet	FALSE	   2
Keravuori, Elin	 TRUE	   2
Ålands Missionförening	NA	   2
Likbränningsföreningen	NA	   2
Kvinnosaksförbundet Unionen	FALSE	   2
Borgå Lyceum	FALSE	   2
E. Rytkönen	FALSE	   2
 Maanviljelyskirjasto	NA	   2
Weilin & Göösin kirjakauppa	FALSE	   2
Turun kansalaisjärjestö	NA	   2
Maanviljelysvirkamiehet	NA	   2
Maanviljelyslyseo	NA	   2
Karttunen, Uuno (1874-1959)	 TRUE	   2
Fyren	FALSE	   2
Viipurin läänin maatalouskomisioni	NA	   2
Luth. evank. 	FALSE	   2
J, 	 TRUE	   2
J. Hörning	FALSE	   2
Landtdagsbiblioteket	NA	   2
Suomen metsänhoito-ammattiyhdistys	FALSE	   2
Konstsamlingarna i Ateneum	NA	   2
Åbo industriutställning	NA	   2
Finska Kennelklubben	FALSE	   2
Stadsfullmäktige	NA	   2
Finska Apotekareföreningen	FALSE	   2
Tampereen työväenopisto	FALSE	   2
Nordiska Förlaget	FALSE	   2
Luoto, Kaarlo (1875-1947)	 TRUE	   2
Kairamo, Hugo	 TRUE	   2
Luoma, Ernst Jaakko Konstantin	 TRUE	   2
Lundström, Gustaf Alexander	 TRUE	   2
Ratamestari- ja esimiesyhdistys	NA	   2
Verlagsbuchhandlung Bethel	FALSE	   2
Arbetets förlag	FALSE	   2
E. Pierson	FALSE	   2
Henkivakuutus Kaleva	FALSE	   2
Konstitutionella Arbetareförbundet i Finland	NA	   2
Lappeenrannan vapaaehtoinen palosammutuskunta	FALSE	   2
Suomen opettajayhdistys	FALSE	   2
J.C.B. Mohr	FALSE	   2
Ilmajoen kunta	FALSE	   2
Nuorten valistusliitto	NA	   2
Socialdemokratiska Partiet	FALSE	   2
Helsingfors Finska Bokhandel, 	FALSE	   2
Leikku, J	 TRUE	   2
Wiborgs Konstvänner	NA	   2
Ekström, F W	 TRUE	   2
'Arbetets' förlag	FALSE	   2
Atte Mantere	FALSE	   2
Haapajärven kunta	NA	   2
J.M. Dent	NA	   2
Mustalaislähetyksen keskustoimisto	FALSE	   2
Lina Enroth	NA	   2
N.F. Höjer	FALSE	   2
M. Rosnell	FALSE	   2
Helsingfors Frimärkssamlareförening	NA	   2
Armas Aavikko	NA	   2
Julius Springer	FALSE	   2
Nuori Suomi	FALSE	   2
Tidskriften Lukutupa	NA	   2
V. Solstrand	NA	   2
Huittisten kansanopisto	FALSE	   2
Keski-Suomen työväki	FALSE	   2
Häkkinen, Samuel (1858-1918)	 TRUE	   2
Käsityönopettajat	NA	   2
G, 	 TRUE	   2
Viipurin sosialidemokratinen agitationipiiri	FALSE	   2
Tampereen piirin naisten agitatsionikomitea	FALSE	   2
J. Ehrlich	FALSE	   2
J.O. Kuosmanen	FALSE	   2
Suomalais-Amerikkalainen kustannusyhtiön kp	FALSE	   2
