publisher	self_published	Count
Wiborgs bok- & stentryckeri a.-b	NA	   1
Hinrichs	FALSE	   1
Tampereen kaupungin rakennuskonttoori	NA	   1
Göteborgs Handels-Tidnings Aktiebolag	FALSE	   1
Maurice Dreyfous	FALSE	   1
Otto Janke	FALSE	   1
La Popular	FALSE	   1
La Plume	FALSE	   1
Jones & Piggott	FALSE	   1
Baillière	FALSE	   1
Brigola	FALSE	   1
Geber	FALSE	   1
Söndagsskolföreningen	FALSE	   1
Adam and Charles Black	FALSE	   1
Förlagsbureauet	FALSE	   1
John B. Alden	FALSE	   1
L'auteur	FALSE	   1
N.J. Gumpert	FALSE	   1
Henry Colburn and Richard Bentley	FALSE	   1
Fritze & Bagge	FALSE	   1
Calmann Lévy	FALSE	   1
Wiborg	FALSE	   1
Hanselli	FALSE	   1
Mattiesen	FALSE	   1
Boekée	FALSE	   1
Christopher and Jennett	FALSE	   1
Cadell	FALSE	   1
Cadell & Davies	FALSE	   1
Palmblad & C	FALSE	   1
Isaac Marcus	FALSE	   1
Ziarna	FALSE	   1
Sampson Low, Marston and Company	FALSE	   1
Herder	FALSE	   1
Bagge	FALSE	   1
Bergstrand	FALSE	   1
Durand	FALSE	   1
Charles Muquart	FALSE	   1
Helsingin SentraaliKirjapaino ja kirjansitomo	FALSE	   1
Teschen	FALSE	   1
Ecksteinska tryckeriet	FALSE	   1
Schmitzdorff	FALSE	   1
Brummer	FALSE	   1
Imprimerie Centrale	FALSE	   1
Valva	FALSE	   1
Dodd, Mead and Company	FALSE	   1
Präntätty J. Karstenin tykönä	FALSE	   1
Cordes	FALSE	   1
Jansen	FALSE	   1
Göschen	FALSE	   1
Duncker	FALSE	   1
Thronsen	FALSE	   1
Elfström	FALSE	   1
Friedrich Nicolai	FALSE	   1
Studentersamfundet	FALSE	   1
Manz	FALSE	   1
Johansson	FALSE	   1
Lorck	FALSE	   1
Upeneeka	FALSE	   1
Dentu	FALSE	   1
P.A. Norstedt et Söner	FALSE	   1
Adolf Allardt	FALSE	   1
Kiadja a Szent-István-Társulat	FALSE	   1
Ebeling & Comp	FALSE	   1
P. Aschan et c:o	NA	   1
Max Schmidt	FALSE	   1
Soome Kirjanduse Seltsi	FALSE	   1
Finnischen Litteratur-Gesellschaft	FALSE	   1
Tryckt hos M.E. Iversen	FALSE	   1
Christian Evert Barck	NA	   1
Tryckt hos directeur C.F. Berling	FALSE	   1
Gesellschaft für Erdkunde	FALSE	   1
Danielson & co	NA	   1
Victoriano Suárez	FALSE	   1
Cederwaller & Son	NA	   1
Modeen	FALSE	   1
W.J. van Bommel van Vloten	FALSE	   1
Le Monnier	FALSE	   1
Scandinavie	FALSE	   1
Heilala	FALSE	   1
Die Finnische Litteratur-Gesellschaft	FALSE	   1
Druck und Verlag von B.G. Teubner	FALSE	   1
G. Masson	NA	   1
J.F. Grönroos' konkursmassas tryckeri	FALSE	   1
Osakeyhtiö Kuopio	FALSE	   1
F. Tilgmanns bok & stentryckeri	FALSE	   1
Skandinavisk musikFörlag	FALSE	   1
Quantin	NA	   1
Nilson	FALSE	   1
Hyren, Frederic	 TRUE	   1
Carolus J. Fahlgren	FALSE	   1
E.T. Bergegrens bokhandel	NA	   1
P.A. Huldberg	FALSE	   1
Jos. Seligmann & C	FALSE	   1
Helsingfors Dagblad	FALSE	   1
Imprimerie de Joseph Unger	NA	   1
Keski-Sȯmen kirjapainio	FALSE	   1
Sundqvist, Carl Gustaf	FALSE	   1
Kungliga fält-tryckeriet hos directeuren Peter Sohm	NA	   1
L. Sesemann	FALSE	   1
Harper, T	NA	   1
Nicolle, Gabriel-Henri	FALSE	   1
Tryckt hos directeuren Johoan A. Carlbohm	NA	   1
Charisius, Adam Christian	NA	   1
Gottlund, Carl Axel	FALSE	   1
Gröndahl, A. W	FALSE	   1
Widerholm, P	FALSE	   1
G.O. Wasenii officin	NA	   1
Cederwaller, Anders	FALSE	   1
Åbo sjömans- & inre mission	NA	   1
Föreningen Verdandi	NA	   1
Missionssällskapet	FALSE	   1
Watkins	FALSE	   1
Senatens kammarexpedition	FALSE	   1
Uppsala universitet	FALSE	   1
Boldt	NA	   1
J. Simelii arfvingars boktryckeri	NA	   1
Favorin	NA	   1
Arppe	NA	   1
Helsingfors Bibelsällskap	NA	   1
J. Simelü arfv. boktryskeri aktiebolag	NA	   1
Abo boktryckeri Aktiebolag	NA	   1
Gel'singforsskaâ organizacìâ Rossìjskoj socìal'-demokratičeskìi rabočìi partìi	NA	   1
Forselius	FALSE	   1
Société d'Éditions Scientifiques	FALSE	   1
Böckerman	FALSE	   1
P. Gusev	NA	   1
Britanskoe i Inostrannoe Bìblejskoe Obŝestvo	NA	   1
Svâtejšij Pravitel'stvennyj Sinod	NA	   1
Britanskoe i inostrannoe biblejskoe obŝestvo	NA	   1
Tipo-litografìâ S.M. Pavlova	NA	   1
Reuter	FALSE	   1
åkerblom, Rudolf	 TRUE	   1
Jääskis kommun	NA	   1
Åbo Boktryckeri Aktiebolag	FALSE	   1
Winter, Edvard	 TRUE	   1
Eckhéll	FALSE	   1
Tverskoe Gubernskoe Zemstvo	FALSE	   1
Muinaismuisto	NA	   1
Wenell, Aron (1784-1847)	 TRUE	   1
Izdanìe avtora	FALSE	   1
A. Cederwallerin kirja-painosta	FALSE	   1
A. Terwo	FALSE	   1
Warelius, Antero	 TRUE	   1
E. Pöschel ja K	NA	   1
Ehrnrooth	FALSE	   1
Arrhenii förlagsbokhandeln	FALSE	   1
Tampere	NA	   1
Meier	NA	   1
Tipografìâ Spb. Akcìon. Obŝ. 'Izdatel	FALSE	   1
Tipografìâ bröderna V. i I. Linnik	FALSE	   1
Tipografìâ E.A. Evdokimova	FALSE	   1
Tipografìâ V.O. Kiršbauma	FALSE	   1
Nyfilologiska klubben i Helsingfors	NA	   1
Tipografìâ Departamenta vněšnej torgovli	FALSE	   1
P.A. Rahmanov	FALSE	   1
S. Kirj. seura	FALSE	   1
Hougberg	FALSE	   1
Knigoprodavec Nepejcyn	FALSE	   1
Tipografìâ Imperatorskoj rossìjskoj akademìi	FALSE	   1
V' tipografìi naslědnikov' vdovy Simelìus	NA	   1
V' tipografìi departamenta narodnago prosvěŝenìâ	NA	   1
Â. Grot	NA	   1
A. È. Vineke	FALSE	   1
Akcìonernoe obŝestvo	FALSE	   1
Tipografìâ bröderna Panteleevyh	FALSE	   1
Heinricius	FALSE	   1
T-vo hudožestvennoj pečati	FALSE	   1
Izdanìe Marìi Malyh	FALSE	   1
Departament' Vnutrennih' Snošenìj Ministerstva Inostrannyh' Děl	FALSE	   1
Tipografìâ Ministerstva finansov	FALSE	   1
Finskoe obŝestvo spasanìâ na morě	FALSE	   1
Aboksk. tipograf. i gazetnoe akcionernoe obŝ	NA	   1
Tipografìâ N.A. Cillìakusa	FALSE	   1
V' tipogr. Finskago literaturnago obŝestva	NA	   1
Tervo, Antti (1842-1892)	 TRUE	   1
Abskoe tipografskoe i gezetnoe akc. obŝ	FALSE	   1
Tekija	FALSE	   1
Tipo-litografìâ 'Gerol'da	FALSE	   1
Tovariŝestvo Verner' Sëderstrem	FALSE	   1
Tipografìâ I.K. Frenkelâ i Stena	FALSE	   1
Tawaststjerna, Werner	 TRUE	   1
M.I. Semenovskìj	FALSE	   1
Tipo-litografìâ T-va I.N. Kušnerev' i Ko	FALSE	   1
Tipografìâ akcìonernago obŝestva Lindberga	NA	   1
Kancelârìâ Sověta ministrov	NA	   1
Tipografìâ Okružnago Žtaba	NA	   1
Tipogr. 'Finlândskoj Gazety	NA	   1
Fugas	FALSE	   1
Tipografìâ Aleksandra Smirdina	FALSE	   1
V' Tipografìi Departamenta vněšnej torgovli	NA	   1
Kostnaðarmaður Oddur Björnsson	FALSE	   1
Nakladom Vidavnictva	FALSE	   1
Ministerstvo narodnago prosvěŝenìâ	FALSE	   1
Tipografìâ Glavnago upravlenìâ udělov	FALSE	   1
Tovariŝestvo R. Golike i A. Vil'borg	FALSE	   1
Tip. Dep. Udêlov	FALSE	   1
Ministerstvo inostrannyh děl	NA	   1
Tipografìâ K. Žernakova	FALSE	   1
Tip. 'Finlândskoj gazety	NA	   1
Mošinanangizo ošipe šehangeno ljomu Kuopio	FALSE	   1
V' Tipografìi Finskago literaturnago obŝestva	FALSE	   1
Voenno-učenyj komitet' Glavnago štaba	FALSE	   1
Knižnyj magazin' Štura	FALSE	   1
Obŝestvo revnitelej russkago istoričeskago prosvěŝenìâ v' pamât' Imperatora Aleksandra III	FALSE	   1
Birževye Vědomosti	FALSE	   1
Tipografìâ gazety 'Rossìâ	NA	   1
Georgìj Fraser	FALSE	   1
Svobodnoe slovo	NA	   1
Tipografìâ I.K. Frenkelâ i syna	FALSE	   1
Verner' Sederstrem	FALSE	   1
Tipografìâ 'Rossìâ	FALSE	   1
Tipo-litografìâ V.V. Komarova	FALSE	   1
Tipografìâ Gubernskago pravlenìâ	FALSE	   1
Tipografìâ Pravitel'stvuûŝago Senata	FALSE	   1
Russko-francuzskaâ tipografìâ	FALSE	   1
Ìogan' Rede	FALSE	   1
Tipografìâ tovariŝestva 'Obŝestvennaâ pol'za	FALSE	   1
Tipografìâ A. Benke	FALSE	   1
Tipografìâ 'Berežlivost	NA	   1
Tipografìâ R.V. Korotaevoj	FALSE	   1
Tipografìâ V.V. Kokareva	FALSE	   1
Gel'singforskaâ central'naâ tipografìâ	FALSE	   1
Rozental' i ko	FALSE	   1
Vysočajše učreždennaâ kommissìâ dlâ proekta pravil' & porâdkě izdanìâ kasaûŝihsâ Finlândìi zakonov' obŝegosudarstvennago značenìâ	NA	   1
Suomen lähetyssaarnaajat	NA	   1
Tovariŝestvo A.A. Levenson	NA	   1
Tipografìâ O.L. Svanbeka	NA	   1
A. & gel'singforskoj central'noj tipografìi	NA	   1
Tipolitografìâ A. Lejferta	FALSE	   1
Tipografìâ Spb. akc. obŝestva 'Slovo	NA	   1
Tipografìâ akc. obŝ. 'Slovo	NA	   1
Gosudarstvennaâ duma	NA	   1
Simeliuksen leski	NA	   1
Russkoe okrainnoe obŝestvo	NA	   1
Painoyhtymä	FALSE	   1
Strömborg, J	 TRUE	   1
Schauman	FALSE	   1
Forstadius	NA	   1
Svenska litteratussällskapet	NA	   1
Hedeler	FALSE	   1
Owen Electric Belt	FALSE	   1
Helsovårdsföreningen	FALSE	   1
Fratelli Bracali	FALSE	   1
Librairie Guillaumin et Cie	FALSE	   1
Costenoble	FALSE	   1
G.V. Edlund	FALSE	   1
Sandström	FALSE	   1
Aftonposten	FALSE	   1
Fastighetsegareföreningen	NA	   1
Landtmätareföreningen	NA	   1
Klockars	NA	   1
Ullner	FALSE	   1
Saxbäck, Gustaf Adolf (1805-1877)	 TRUE	   1
Savenius, Nils Theodor	 TRUE	   1
Sarlin, Bernhard Kristfrid	 TRUE	   1
Lillja & Coumpp	FALSE	   1
Finska Litteratur-Sällsskapet	NA	   1
Vaasan evankeliumiseura	FALSE	   1
Viipurin Suomal. Kirjall. Seura	FALSE	   1
Knižnyj magazin' i sklad' izdanìj O.N. Popovoj	FALSE	   1
Sulin	NA	   1
Tuhkanen	FALSE	   1
Zittessen	NA	   1
Keisarillisen Tieto-Akademian Kirjaräntti	NA	   1
Manninen ja Ahlqwist	FALSE	   1
Lilja ja Kumpp	NA	   1
Sööt	FALSE	   1
Tigerstedt	NA	   1
Hilda Montell	NA	   1
Svensson	FALSE	   1
C.F. Sjöblom	FALSE	   1
W. Kukkonen	FALSE	   1
Rahkonen, A (1841-1877)	 TRUE	   1
Zilliaci	FALSE	   1
Nutt	FALSE	   1
Fues	FALSE	   1
Viipurin kirjallisuus-seura	FALSE	   1
Teosofiska Bokförlaget	FALSE	   1
Metzger & Wittig	FALSE	   1
Hörlin	FALSE	   1
Verlag von Wilhelm Engelmann	FALSE	   1
Petterson, Erik Viktor	 TRUE	   1
Painoyhteys	FALSE	   1
Pavilain, Johan	 TRUE	   1
Deutsche Schriftstellergenossenschaft	FALSE	   1
Niemeyer	FALSE	   1
J. Cedervaller ja P	NA	   1
Öhmanska Bokhandeln i Borgå	FALSE	   1
Wilk, A J	 TRUE	   1
Tolvanen	FALSE	   1
J.W. Savander	FALSE	   1
Kääntäjä	NA	   1
C. Marelius	FALSE	   1
Fahler	FALSE	   1
Tanskanen, Johan (1851-1919)	 TRUE	   1
Ahlqvist	FALSE	   1
Strömborg, J E	 TRUE	   1
Veljesten Krug'in kp	FALSE	   1
Sirén, Karl Gustaf	 TRUE	   1
Schvindt, Theodor	 TRUE	   1
Mustakallio, Joh (1846-1915)	 TRUE	   1
J.C. Frenckellin ja pojan tykönä	FALSE	   1
C.J. Marelius	FALSE	   1
Räsänen, Andreas	 TRUE	   1
Ruuth, J W	 TRUE	   1
Merimieslähetys	FALSE	   1
Nygrén	FALSE	   1
P-n, J	 TRUE	   1
Savonius	NA	   1
Tampereen eläinsuojelus	FALSE	   1
Lönnrot, Elias (1802-1884)	 TRUE	   1
Mandellöf, Wilhelm Adrian	 TRUE	   1
Rosenius ja Sesemann	NA	   1
A.G. Weilin	FALSE	   1
Wiipurin Kirjallisuuden seura	FALSE	   1
Lönnbeck, Gustaf F	 TRUE	   1
SKS:n Kirjapaino	FALSE	   1
Wennonen	FALSE	   1
Lindman, W	 TRUE	   1
Lindfors, Akseli	 TRUE	   1
Borotinski	NA	   1
Gröhn	FALSE	   1
J.F. Olán	FALSE	   1
K. Hämäläinen	FALSE	   1
Waaranen,  (1849-1923)	 TRUE	   1
Lindqvist	FALSE	   1
Grefberg, Wilhelm (1842-1886)	 TRUE	   1
Kirjoittaja ja painaja	FALSE	   1
Liljeroos, Henrik	 TRUE	   1
'Keski-Suomi	FALSE	   1
Liljestrand	FALSE	   1
F.L. Lund'in perill	NA	   1
Laitinen, Henrik (1832-1882)	 TRUE	   1
Osake kp	FALSE	   1
M.C. Iverseldä	NA	   1
Kun. suomalaisesa kirja-präntisä	NA	   1
Geitlin	FALSE	   1
Paavo-Kallio	FALSE	   1
Yrjö-koskinen, Yrjö Sakari (1830-1903)	 TRUE	   1
Z. U. N	FALSE	   1
Bonsdorff	FALSE	   1
Keldán, Anton Gustaf	 TRUE	   1
Emil Hagelberg'in kustannuksella	NA	   1
Trükitud PA. ja C:i kirjadega	NA	   1
Johnsson	NA	   1
Paino Kirjapainossa	FALSE	   1
J.C. Frenckellin ja Pojan Kirjapainossa	FALSE	   1
Theodor Sederholmin Kirjapaino	NA	   1
Wolff	NA	   1
Senaatin kp	FALSE	   1
Alden	FALSE	   1
Hirvinen, Salomon (1834-NA)	 TRUE	   1
E. Soldan	FALSE	   1
Soldan	FALSE	   1
A	NA	   1
J. Häggman ja S. Hirvonen	FALSE	   1
Aspelin, Henrik Emanuel	 TRUE	   1
Hultman	NA	   1
Žtur	NA	   1
Pecatano v tipografii A.L. Krug	NA	   1
A-r, W	 TRUE	   1
Nuorisoseura	NA	   1
Alfthan, Otto Ludvig Von	 TRUE	   1
David Kustaanpoika	FALSE	   1
Dyberg	NA	   1
Palmén	NA	   1
Hämeenlinnan eläinsuojelus-seura	FALSE	   1
Wegelius, Johan Alarik	 TRUE	   1
Törnudd, Anders Oskar	 TRUE	   1
Helsingin kasvitieteellinen vaihto-yhdistys	NA	   1
Linnström	FALSE	   1
Yliopisto	FALSE	   1
Rännäri & Bergroth	FALSE	   1
Kumpuniemi	FALSE	   1
Oulun läänin talous-seura	NA	   1
Lydecken	NA	   1
Monell, Gregorius	 TRUE	   1
Akkanen	FALSE	   1
C, 	 TRUE	   1
Kulhanen	FALSE	   1
H. K ja W. L	FALSE	   1
Lindh, Adam	 TRUE	   1
Genetz	FALSE	   1
Vaasan säästäväisyysseura	FALSE	   1
Kramsu, Kaarlo (1855-1895)	 TRUE	   1
Kyläkirjaston toimitus	NA	   1
Judén, Jesiel	 TRUE	   1
Forsman, Jaakko (1839-1899)	 TRUE	   1
Finelius, Karl August (1814-1894)	 TRUE	   1
Hauvonen, Nikodemus	 TRUE	   1
Wahlfors	FALSE	   1
Danielson, Joh Rich	 TRUE	   1
Cederberg	FALSE	   1
Suom. Bibliaseura	NA	   1
äyräpää, Matti (1852-1928)	 TRUE	   1
Yrjö-koskinen, Y K	 TRUE	   1
Viipurin nais-yhdistys	NA	   1
Wäkeväinen, M	 TRUE	   1
Kuulijakunta	FALSE	   1
Wegelius, Henrik Eliel (1853-1933)	 TRUE	   1
Vasenius, Valfrid	 TRUE	   1
Kaustell	FALSE	   1
Tuuri, Gabriel	 TRUE	   1
Arvo	FALSE	   1
K.W. Hanell	NA	   1
Mohr, C. F	FALSE	   1
Elmén ja Granberg	FALSE	   1
Ehrström, Fredrik August (1801-1850)	 TRUE	   1
Ehrnrooth, Gustaf Robert	 TRUE	   1
Haminan Kirjapaino- ja sanomalehti-osake	NA	   1
Soome-maa kirjaseltsi kirjadega trükkitud	NA	   1
Lagermann	FALSE	   1
Palo- ja hengenvakuutusosakeyhtiö Svean asiamies	FALSE	   1
Pitkänen	FALSE	   1
Jyväskylän Suomen kirjallisseura	FALSE	   1
Johanna Cedervaller ja poika	FALSE	   1
Corander, Henrik Konstantin (1814-1878)	 TRUE	   1
Saarinen	FALSE	   1
Imperatorskaja akademija nauk	NA	   1
Puijo	FALSE	   1
Wiik	FALSE	   1
W. Carlsson	FALSE	   1
Dunajeff	FALSE	   1
Hellstén	NA	   1
Palander, W F (1857-1889)	 TRUE	   1
Pajula, J S	 TRUE	   1
Olsson, Karl Sixtus	 TRUE	   1
Nordström, Anders Wilhelm	 TRUE	   1
Sulka, 	 TRUE	   1
Rantanen	FALSE	   1
Lyly, Julius Anshelm	 TRUE	   1
Pilpola	FALSE	   1
Heinonen	FALSE	   1
Lindroos, Karl	 TRUE	   1
Lindh, E A	 TRUE	   1
Lindeqvist, K O	 TRUE	   1
Turun merimies-lähetys	FALSE	   1
Y.S. Forsman	NA	   1
Jauhiainen	NA	   1
Koskinen, Karl Jooseppi	 TRUE	   1
Niku, 	 TRUE	   1
Maanviljelyskokouksen toimikunta	NA	   1
Suomen Kirjallisuuden Seuran Kirjapaino	NA	   1
Helsingin naisvoimisteluyhdistys	FALSE	   1
Kallén, Johan Viktor	 TRUE	   1
Taavi Lehtinen	FALSE	   1
Falk	NA	   1
Johnsson, August Mikael	 TRUE	   1
Emilia, 	 TRUE	   1
Lagerlund	NA	   1
Hinkula, Matti	 TRUE	   1
Hildén, K Aug	 TRUE	   1
Suomen metsänhoito-yhdistys	FALSE	   1
Helenius, Taavetti	 TRUE	   1
Helenius, A (1852-1919)	 TRUE	   1
Heinemann	FALSE	   1
Wiipurin uutiset	FALSE	   1
Hyvinkään kirjakauppa	FALSE	   1
Grotenfelt, Kustavi	 TRUE	   1
Granfelt, Axel Fredrik (1815-1892)	 TRUE	   1
General landtmäteri kontoret	NA	   1
Aalto	FALSE	   1
Forsström, O A	 TRUE	   1
Alkio, 	 TRUE	   1
Waseniuska bokhandel distr	NA	   1
Hierta	FALSE	   1
O. P	FALSE	   1
Mons Litleré	FALSE	   1
Verlag des Bibliographischen Bureaus	FALSE	   1
Collin, Otto (1850-1924)	 TRUE	   1
Doin	FALSE	   1
Carberg	FALSE	   1
Holmberg	NA	   1
W.R. Nygren	FALSE	   1
A.O. Törnudd	FALSE	   1
Uno Cygnaeus	FALSE	   1
Painoyht	FALSE	   1
Erik Johan Blom	FALSE	   1
Turun Piplia-seura	NA	   1
Helsingin Pipliaseura	NA	   1
Kirjall.-Seura Viipurissa	FALSE	   1
K. Göös ja K	FALSE	   1
Edvin Avellan	FALSE	   1
Johan Albert Bergman	FALSE	   1
Christ. Evangeliska Barck	FALSE	   1
Herman Backman	FALSE	   1
J.R. Aspelin	FALSE	   1
H. Liljeroos	FALSE	   1
Pekka Aschan	FALSE	   1
C.W. Holmström	FALSE	   1
G.O. Wasenius ja komp	FALSE	   1
Er. Aleksander Ingman	FALSE	   1
Torsten Gustav Aminoff	FALSE	   1
Antti Jalava	FALSE	   1
A. Oksanen	FALSE	   1
Niilo Aejmelaeus	FALSE	   1
Duodecim	FALSE	   1
A.E. Modeenin kustannuksella	NA	   1
W. Lilja & co	FALSE	   1
Borenius, Aksel	 TRUE	   1
Synodin Kirjapaino	NA	   1
Suomalainen Merimieslähetys-seura	FALSE	   1
Bergbom, Axel	 TRUE	   1
Ahnger, Charles Emile	 TRUE	   1
Deutsche Bibliothek	NA	   1
Helsingfors stads folkbibliotek	NA	   1
Folkbiblioteket i Åbo	NA	   1
Wäinölän puhujaseura	NA	   1
Svenska fruntimmersskolan i Helsingfors	NA	   1
Svenska lyceum i Uleåborg	NA	   1
Privata svenska fruntimmersskolan i Tammerfors	NA	   1
Elementarskolan i Jakobstad	NA	   1
Judiska skolan i Helsingfors	NA	   1
Privata flickskolan i Ekenäs	NA	   1
Orisbergs mejeriskola	NA	   1
Svenska odlingens befrämjare	NA	   1
Kuopio svenska samskola	NA	   1
Helsingin kasvatusopillinen ruuanlaittokoulu	NA	   1
Handelsinstitutet i Björneborg	NA	   1
Helsingin käsityö- ja teollisuusyhdistys	NA	   1
Föreningen för befrämjande af barnavård i Helsingfors	NA	   1
Föreningen för Helsingfors arbetshem	NA	   1
Tuplawee, 	 TRUE	   1
Wirtanen, Frans O	 TRUE	   1
K. L	FALSE	   1
S.M.Y. Jyväskylän haaraosasto	FALSE	   1
Pellikka	FALSE	   1
Polyteknillisen opiston kirjasto	NA	   1
Deutscher Wohltätigkeitsverein in Finnland	NA	   1
Kristillinen kustannustoimisto	NA	   1
Finska cyclistförbundet	NA	   1
Wuoksen Kirjapaino	NA	   1
Eero S	NA	   1
A, 	 TRUE	   1
Nuorten miesten kristillinen yhdistys Suomessa	NA	   1
Suomen kirjanpainajayhdistys	NA	   1
Turun metsästyksenhoitoyhdistys	NA	   1
Suomal. Kirj. Seur. Kirjapainon	FALSE	   1
Tarsala, Johan	 TRUE	   1
Suomen naisten voimisteluliitto	NA	   1
Ständerhusdelegationen	NA	   1
E.A. Majlund & Coumpp	NA	   1
Svensson, Joh	 TRUE	   1
Wasastjerna	NA	   1
Suomen nuorison liiton toimikunta	NA	   1
Candolin, Einar	 TRUE	   1
Finska studentkårens antikvariat	NA	   1
Halme	FALSE	   1
O.W. Bergström	NA	   1
Suomalaisten merimiesten ulkomaan satamissa sielunhoito	NA	   1
Stenroth, Paul Osvald	 TRUE	   1
Svenska klassiska lyceum i Wiborg	NA	   1
Stadius, Uno	 TRUE	   1
Realskolan i Helsingfors	NA	   1
Elementarskolan i Lovisa	NA	   1
Wasa läns landtmäteriförening	NA	   1
Elementarskolan i Björneborg	NA	   1
Lyceum i Borgå	NA	   1
Svenska fruntimmersskolan Helsingfors	NA	   1
Privata svenska flickskolan i Helsingfors	NA	   1
Vihdin nuorisoseura	FALSE	   1
Nya svenska samskolan	NA	   1
Nya svenska läroverket i Helsingfors	NA	   1
Rytkönen	NA	   1
Sipponen, M	 TRUE	   1
Sångföreningen i Ekenäs	NA	   1
E. Hagelberg	NA	   1
Jagtföreningen i Wasa län	NA	   1
Eemil Forsgren	FALSE	   1
Schwartzberg, Johannes (1846-1915)	 TRUE	   1
Wiipurin laivanpäällysmiesyhdistys	FALSE	   1
Kilpinen	NA	   1
Sainio, J A	 TRUE	   1
Sahlan, Alfred	 TRUE	   1
Saalasti, Filip	 TRUE	   1
Roy, Milja	 TRUE	   1
Heinze	FALSE	   1
Hangon Kirjapaino- ja sanomalehti-osake	FALSE	   1
Lindborg	FALSE	   1
Maitotalouden lehti	FALSE	   1
Östra Finlandin Kirjapaino	FALSE	   1
Halonen	FALSE	   1
A.T. Öhman	FALSE	   1
Borgå stads realskola	NA	   1
Suomen raittiusjärjestöjen liitto	NA	   1
Föreningen för värnlösa barns uppfostran	NA	   1
Prokuratorn i Kejserliga senaten för Finland	NA	   1
Allén	FALSE	   1
Kommunalnämnden i Helsinge	NA	   1
Tuorlan maanviljelyskoulu	NA	   1
Guvernören i Nylands län	NA	   1
Guvernören i Kuopio län	NA	   1
Helsingin rahatoimikamari	NA	   1
J.C. Lagerspetz' bokhandel, 	NA	   1
Pennanen, A	 TRUE	   1
Wasa-Posten	NA	   1
Ossian Häggman	NA	   1
Hankoniemen Kirjapaino- ja sanomalehti-osake	FALSE	   1
Päällikköhallitus	NA	   1
Mustasaaren maamiesseura	NA	   1
Nylands svenska ungdomsföreningars centralutskott	NA	   1
Farmasiankandidaattiklubi	NA	   1
Kotkan pursiseura	NA	   1
Lagerstedt	NA	   1
Viipurin taiteenystävät	NA	   1
Nykopp, Onni	 TRUE	   1
Niemi, Vihtori	 TRUE	   1
Sotaväen päällikköhallitus	NA	   1
Neovius, Ernst Fredrik	 TRUE	   1
Nordmann	NA	   1
Lärareföreningen för hälsovård & nykterhet	NA	   1
Wäänänen	FALSE	   1
Suomen työväen valtuukunta	NA	   1
Svanljung	NA	   1
Tampereen Työväenyhdistys	NA	   1
Uudenkaupungin Kirjapaino	NA	   1
Sutinen	NA	   1
Guido Hornborg	NA	   1
Lördagsqvällen	NA	   1
P.A. Norstedt Söner	NA	   1
Lähde, Vihtori (1892-1961)	 TRUE	   1
O. W. B	FALSE	   1
Honkanen	FALSE	   1
Myllykorpi	FALSE	   1
Viipurin rahatoimikamari	NA	   1
Kejserliga Senaten för Finland	NA	   1
Lujanen, Feliks	 TRUE	   1
Lojander, Konstantin Ludvig	 TRUE	   1
Lillqvist, Otto	 TRUE	   1
Marjanen	FALSE	   1
Urjalan 'Rauha'-yhdistys	FALSE	   1
Suomen lutherilainen evank. -yhdistys	FALSE	   1
Latvala, Jaakko Wilho	 TRUE	   1
Lamppu, Em (1869-1949)	 TRUE	   1
Laitinen, Taav	 TRUE	   1
Reiman	FALSE	   1
Sim	FALSE	   1
D, 	 TRUE	   1
Kasurinen	FALSE	   1
Waasan painoyhtiön kp	FALSE	   1
Lappeenrannan Kirjapaino	FALSE	   1
Grönlund, Karl	 TRUE	   1
Wickstedt	NA	   1
Kajaanin kp	NA	   1
Kronman, A	 TRUE	   1
Alava	FALSE	   1
Hämeenkyrön ja Wiljakkalan maataloudellinen yhdistys	NA	   1
Karvonen, Juhana Jaakko	 TRUE	   1
Karola, 	 TRUE	   1
Kansanopistoseura	NA	   1
Helsingin Kansanopisto-seura	NA	   1
Helsingin naisvoimistelu-yhdistys	FALSE	   1
Kammarexpeditionen i Kejserliga Senaten	NA	   1
Kivistö, Jaakko (1871-1906)	 TRUE	   1
Kp. Suomi	FALSE	   1
Kivisalo, Otto	 TRUE	   1
'Talvikukkain' toimitus	NA	   1
Nicolay	FALSE	   1
Nagu Lantmannagille	NA	   1
Knut Hallberg	NA	   1
Högre svenska handelsläroverket i Helsingfors	NA	   1
Yleisen kansakoulun opettaja-yhdistys	FALSE	   1
Weikkolin, Ida	 TRUE	   1
Matti Waronen	FALSE	   1
O.R. Blom	NA	   1
Wallin, Väinö (1869-1947)	 TRUE	   1
Aksel Schultz	NA	   1
Evankeliumiyhdistys	FALSE	   1
Auran uusi 	FALSE	   1
F.A. Ottelin	NA	   1
Raamatun-komitea	NA	   1
Wickstrand'in Kirjapaino	NA	   1
Hankoniemen kp.- ja sanomal.-osake	FALSE	   1
Kvevlaks hembygdsförening	NA	   1
Helsingfors segelsällskap	NA	   1
Wiggo Iversen	FALSE	   1
Ståhlberg, K J	 TRUE	   1
Wäinö Stenbäck	FALSE	   1
Tampereen rukoushuone-yhdistys	FALSE	   1
Helsingfors kommunala arbetsförmedlingsbyrå	NA	   1
Verneri Varjoranta	NA	   1
Helsinge svenska ungdomsföreningars centralförbund	NA	   1
Lindstedtin antikvaarinen kirjak	FALSE	   1
L. Fisk	NA	   1
Svenska gillet i Finland	NA	   1
Skandinaviska tandläkare föreningen	NA	   1
Finlands allmänna läkareförbund	NA	   1
