original	polished	Count
[Harald]	harald	6
C. W. Alopaeus	c w alopaeus	6
tryckte hos J. C. Frenckell	c frenckell	6
Satakunnan kirjapaino	satakunnan kirjapaino	6
Lutherilainen Evankeliumiyhdistys	lutherilainen evankeliumiyhdistys	6
Helin	helin	6
Turun kirjapaino-osakeyhtiö	turun kirjapaino osakeyhtiö	6
Työväen kirjapaino	työväen kirjapaino	6
Jansson	jansson	6
Andelin	andelin	6
Säätyjen kirjasto	säätyjen kirjasto	6
Kauppakirjapaino	kauppakirjapaino	6
J. Jernström	jernström	6
Suomen lutherilainen evankeliumi-yhdistys	suomen lutherilainen evankeliumi yhdistys	6
Sammon kirjapaino	sammon kirjapaino	6
Bergström	bergström	6
tryckt hos And. Jac. Nordström	jac nordström	6
Hämeen Sanomain kp.	hämeen sanomain kp	6
Anton Lindeberg	anton lindeberg	6
Föreningen för bekämpandet af tuberkulosen	föreningen för bekämpandet tuberkulosen	6
[Geografiska föreningen]	geografiska föreningen	6
J. F. Olan	f olan	6
prändätty Joh. Christ. Frenckellildä	joh christ frenckellildä	6
präntätty J. P. Lindhilda	p lindhilda	6
excudebant J. C. Frenckell [et] fil.	c frenckell fil	6
Aleks. Filander	aleks filander	6
[Borgå stad]	borgå stad	6
V. Petterson	v petterson	6
Vanamo	vanamo	6
[Helsingin yliopisto]	helsingin yliopisto	6
Söderström ja K.	söderström k	6
Suomen teollisuuslehti	suomen teollisuuslehti	6
Suomen evank.-luth. pyhäkouluyhdistys	suomen evank luth pyhäkouluyhdistys	6
Helsingfors Stads Gasverk	helsingfors stads gasverk	6
Bäckman kp.	bäckman kp	6
Tammerfors Nyheter'in kp.	tammerfors nyheter'in kp	6
Karjalan kirjapaino	karjalan kirjapaino	6
Suomalainen työväenliitto	suomalainen työväenliitto	6
P. G. Philipsen	p philipsen	6
K. F. U. M.	k f u m	6
Finlands Svenska Nykterhetsförbunds Expedition	finlands svenska nykterhetsförbunds expedition	6
A. Backman	backman	6
Uusi Rautatielehti	uusi rautatielehti	6
SOK	sok	6
Lukutupa	lukutupa	6
Puoluetoimikunta	puoluetoimikunta	6
J. Klockars' bokhandel	klockars' bokhandel	6
Frenckellska Tryckeri-Aktiebolaget	frenckellska tryckeri aktiebolaget	6
Suomen ayrshireyhdistys	suomen ayrshireyhdistys	6
Helios i distr	helios i distr	6
Finska Fornminnesföreningen	finska fornminnesföreningen	6
Kamaritoimituskunta	kamaritoimituskunta	6
M. W. Wuolukka	m w wuolukka	6
Internationella Traktat- och missionsföreningen	internationella traktat missionsföreningen	6
Frälsningsarméns högkvarter	frälsningsarméns högkvarter	6
Ev. luth. Söndagsskoleföreningen i Finland	ev luth söndagsskoleföreningen i finland	6
F. Frommann	f frommann	6
Kustannusliike Vellamo	kustannusliike vellamo	6
K. F. U. K.	k f u k	6
Sigurdur Jónsson	sigurdur jónsson	6
[Juridiska Studentfakulteten] :;Akademiska Bokhandeln, jakaja	juridiska studentfakulteten akademiska bokhandeln jakaja	6
Sortavalan evank.seura	sortavalan evank seura	6
Svenska folkpartiet	svenska folkpartiet	6
Helsingin kaupungin kaasulaitos	helsingin kaupungin kaasulaitos	6
Industriidkarenes i Finland Ömsesidiga Brandförsäkringsbolag	industriidkarenes i finland ömsesidiga brandförsäkringsbolag	6
Suomen tie- ja vesirakennusten ylihallituksen hydrografinen toimisto	suomen tie vesirakennusten ylihallituksen hydrografinen toimisto	6
Svenska K. F. U. M.	svenska k f u m	6
Pellervo-Seura	pellervo seura	6
Suomen ev. lut. pyhäkouluyhdistys	suomen ev lut pyhäkouluyhdistys	6
Frams byrå	frams byrå	6
Pietarsaaren kunta	pietarsaaren kunta	6
Kalle Kaukoranta	kalle kaukoranta	6
Kustannus-oy. Kirja	kustannus oy kirja	6
Edistysseurojen kustannusoy.	edistysseurojen kustannusoy	6
Suomen Ammattijärjestö	suomen ammattijärjestö	6
impressit J. C. Frenckell	c frenckell	6
exc. J. Wal.	wal	6
impr. apud Joh. Laurentii Wallium, Regiae Univ. ibid. typogr.	apud joh laurentii wallium regiae univ ibid typogr	6
impr. apud Johannem Wallium	apud johannem wallium	6
impr. apud Johannem L. Wallium, A. t.	apud johannem l wallium t	6
per Joh. Kiaempe, Reg. Acad. typogr.	per joh kiaempe reg acad typogr	6
excusa  Petro Hansonio, Acad. typogr.	petro hansonio acad typogr	6
excudebat Jacobus Pistorius	jacobus pistorius	6
prändätty Frenckellin kirjanprändisä	frenckellin kirjanprändisä	6
prändätty directeurildä ja cuning:da kirjan-präntäjäldä suuresa-ruhtinan-maasa Suomesa, Jacob Merckellildä	directeurildä cuning da kirjan präntäjäldä suuresa ruhtinan maasa suomesa jacob merckellildä	6
[prändätty J. C. Frenckellin kirjan-prändisä]	c frenckellin kirjan prändisä	6
[F. P. Paulssen]	f p paulssen	6
J. C. Holmberg	c holmberg	6
tryckt hos Carl Johansson Röpke	carl johansson röpke	6
[excudebat Eschillus Matthiae]	eschillus matthiae	6
tryckt uti kongl. booktr. hoos sal. Wankifs änckia	kongl booktr hoos sal wankifs änckia	6
exc. J. Kiaempe, R. Ac. typ.	kiaempe r ac typ	6
impressit Johan Christopher Frenckell	johan christopher frenckell	6
tryckt hos directeuren och Kongl. boktryckaren i stor-förstendömet Finland, Jacob Merckell	directeuren kongl boktryckaren i stor förstendömet finland jacob merckell	6
tryckt, hos direct. och kongl. boktr. i stor-förstendömet Finland, Jacob Merckell	kongl boktr i stor förstendömet finland jacob merckell	6
typis viduae R. Acad. typogr. J. C. Frenckell	r acad typogr c frenckell	6
impr. apud Johannem Laurentii Wallium, A. t.	apud johannem laurentii wallium t	6
exc. apud Johannem L. Wallium, A. t.	apud johannem l wallium t	6
excusum â Petro Hansonio Acad. typ.	â petro hansonio acad typ	6
typis exscribebat Petrus Wald Acad. typographus	petrus wald acad typographus	6
imprimebat Johannes Winter	johannes winter	6
aff Iohann Winter	iohann winter	6
prändätty directeuri Jacob Merckelli wainajan präntisä	directeuri jacob merckelli wainajan präntisä	6
[präntätty Kuningallisesa suomalaisesa präntisä]	kuningallisesa suomalaisesa präntisä	6
prändätty Cuning:sa suomalaisesa präntisä	cuning suomalaisesa präntisä	6
prändätty Kuning:sen acad. kirjan-präntäjän Joh. Christ. Frenckellin lesken tykönä	kuning sen acad kirjan präntäjän joh christ frenckellin lesken tykönä	6
tryckt hos directeuren och kongl. boktryckaren i storförstendömet Finland, Jacob Merckell	directeuren kongl boktryckaren i storförstendömet finland jacob merckell	6
tryckt hos Johan Christopher Merckell	johan christopher merckell	6
tryckt af Joh. Kiämpe Kongl. Acad. boktr.	joh kiämpe kongl acad boktr	6
imprim. direct. Reg. Acad. Aboëns. officin. typogr. Jacob Merckell	imprim reg acad aboëns officin typogr jacob merckell	6
J. Kiämpe	kiämpe	6
exc. Joh. Kiaempe, Reg. Acad. typ.	joh kiaempe reg acad typ	6
excud. Joh. Kiaempe, R. A. typ.	joh kiaempe r typ	6
excud. Joh. Kiaempe, R. Acad. typogr.	joh kiaempe r acad typogr	6
excud. R. Ac. typ. Joh. Kiämpe	r ac typ joh kiämpe	6
J. C. Frenckell ja poika	c frenckell poika	5
hos G. O. Wasenius	o wasenius	5
Simelius :;Holm	simelius holm	5
Erkko	erkko	5
[G. W. Edlund]	w edlund	5
WSOY.	wsoy	5
C. A. Gottlund	c gottlund	5
Sederholm :;Clouberg ja K.	sederholm clouberg k	5
Clouberg & Co	clouberg co	5
G. O. Vasenius	o vasenius	5
J. L. Brudin	l brudin	5
J. A. Hahnsson	hahnsson	5
Suomen Rauhanliitto	suomen rauhanliitto	5
Nordiska Samfundet	nordiska samfundet	5
Svenska Folkpartiet	svenska folkpartiet	5
Constance Ullner	constance ullner	5
Sortavalan Eläinsuojelus-Yhdistys	sortavalan eläinsuojelus yhdistys	5
Clouberg & kumpp. (W. Hoving)	clouberg kumpp w hoving	5
[Sällskapet för Finlands geografi]	sällskapet för finlands geografi	5
[G. W. Wilén]	w wilén	5
Glavnoe upravlenìe general'nago štaba	glavnoe upravlenìe general'nago štaba	5
Kirjapaino Kipinä	kirjapaino kipinä	5
[Brändö villastad]	brändö villastad	5
Liewendal's lith. tryckeri	liewendal's tryckeri	5
Morskoe ministerstvo	morskoe ministerstvo	5
A. W. Lindgren	w lindgren	5
Otava [jakaja]	otava jakaja	5
Åhlén & Åkerlund	åhlén åkerlund	5
Russo-Française	russo française	5
[Suomen ylioppilasosakuntain kansatieteellinen museo]	suomen ylioppilasosakuntain kansatieteellinen museo	5
[Savo-karjalainen osakunta]	savo karjalainen osakunta	5
Finska litteratur-sällskapets tryckeri	finska litteratur sällskapets tryckeri	5
Toverin kustannusyhtiö	toverin kustannusyhtiö	5
Turun kirjapainon osakeyhtiö	turun kirjapainon osakeyhtiö	5
Pyhin hallitseva synoodi	pyhin hallitseva synoodi	5
Finska Litteratur-Sällskapets tryckeri	finska litteratur sällskapets tryckeri	5
[J. Westerback],;Oulun kirjapaino-oy.	westerback oulun kirjapaino oy	5
Theodor Sederholm	theodor sederholm	5
Fazerin musiikkikauppa	fazerin musiikkikauppa	5
Tieto	tieto	5
[Kansanvalistusseura]	Kansanvalistusseura	5
Finska konstföreningen	finska konstföreningen	5
J. C. Frenckell & son	c frenckell son	5
[Svenska Litteratursällskapet i Finland]	svenska litteratursällskapet i finland	5
[G. E. Asp]	e asp	5
Kouluylihallitus	kouluylihallitus	5
A. F. Tanner	f tanner	5
Matti Wuolukka & Kumpp.	matti wuolukka kumpp	5
Hjerta	hjerta	5
Malling	malling	5
Haeggström	haeggström	5
J. Simelius	simelius	5
Bonniers	bonniers	5
F. & G. Beijers förlag	f beijers förlag	5
tryckt hos directeuren Johan A. Carlbohm	directeuren johan carlbohm	5
Finsk kvinnoförening	finsk kvinnoförening	5
Jalander	jalander	5
Lång	lång	5
Kokoilija	kokoilija	5
Collin	collin	5
Ekholm	ekholm	5
P. Aschan ja K.	p aschan k	5
Muinaismuisto-yhdistys	muinaismuisto yhdistys	5
Vaasan painoyhtiö	vaasan painoyhtiö	5
Päivälehti	päivälehti	5
Kansanwalistus-seura	kansanwalistus seura	5
Majlund	majlund	5
Keski-Suomen maanviljelysseura	keski suomen maanviljelysseura	5
Lilius & Herzberg	lilius herzberg	5
Lindroth	lindroth	5
[Maanviljelyshallitus]	maanviljelyshallitus	5
Lagerbom	lagerbom	5
Uoti ja Grönroos	uoti grönroos	5
Sortavalan Evankelinen Seura	sortavalan evankelinen seura	5
Finska metallindustrins arbetsgifvareförbund	finska metallindustrins arbetsgifvareförbund	5
prändätty J. C. Frenckellin kirjan-prändisä	c frenckellin kirjan prändisä	5
prändätty Joh. C. Frenckellin tykönä	joh c frenckellin tykönä	5
Tampereen kp.	tampereen kp	5
Hämeen sanomain osakeyhtiö	hämeen sanomain osakeyhtiö	5
P. Ahlgren	p ahlgren	5
Finska missionsällskapet	finska missionsällskapet	5
O. J. Dahlberg	o dahlberg	5
tryckt i Kumblinska tryckeriet	kumblinska tryckeriet	5
[Finsk Kvinnoförening]	finsk kvinnoförening	5
Kansainvälinen kirja- ja lähetysyhdistys	kansainvälinen kirja lähetysyhdistys	5
Sen kp.	sen kp	5
Suomalais-amer. kustannusyhtiö	suomalais amer kustannusyhtiö	5
Pohjalaisen kp.	pohjalaisen kp	5
Söderström, distr.	söderström distr	5
Siirtolainen	siirtolainen	5
Kansan kuvalehden kustannusyhtiö	kansan kuvalehden kustannusyhtiö	5
Wäinämöisen kirjakauppa	wäinämöisen kirjakauppa	5
Ammattilaisten kirjapaino-o.y.	ammattilaisten kirjapaino oy	5
Itä-Suomen karjanjalostusyhdistys	itä suomen karjanjalostusyhdistys	5
Ylioppilaiden raittiusyhdistys	ylioppilaiden raittiusyhdistys	5
Lindstedt antikvariska bokhandel	lindstedt antikvariska bokhandel	5
Joh. Svensson	joh svensson	5
Torpparien keskustoimikunta	torpparien keskustoimikunta	5
Työläisnaisen osuuskunta	työläisnaisen osuuskunta	5
Åbo Tryckeri och Tidnings Aktiebolag	åbo tryckeri tidnings aktiebolag	5
Tampereen antikvaarinen kirjakauppa	tampereen antikvaarinen kirjakauppa	5
[Svenska Folkskolans Vänner]	svenska folkskolans vänner	5
P. Nordmann	p nordmann	5
[Medicinalstyrelse]	medicinalstyrelse	5
A. B. Ljus	b ljus	5
Gustav Fischer	gustav fischer	5
Puoluehallinto	puoluehallinto	5
Svenska Nykterhetsförlaget	svenska nykterhetsförlaget	5
Elämä osuuskunta	elämä osuuskunta	5
Sosialistin kirjapaino osuuskunta	sosialistin kirjapaino osuuskunta	5
Suomen tilastollinen päätoimisto	suomen tilastollinen päätoimisto	5
[Fiskeriföreningen i Finland]	fiskeriföreningen i finland	5
G. W. Edlund i distr	w edlund i distr	5
Sosialidemokratinen puolue	sosialidemokratinen puolue	5
Suomen palvelijaliitto	suomen palvelijaliitto	5
[Oulun läänin eteläinen vaalipiiri]	oulun läänin eteläinen vaalipiiri	5
Kustannustoimisto Meteor	kustannustoimisto meteor	5
Gösta Nordberg	gösta nordberg	5
Tapio	tapio	5
Emil Sonck	emil sonck	5
[Suomen yleinen työnantajaliitto]	suomen yleinen työnantajaliitto	5
Suomen pelastusarmeija	suomen pelastusarmeija	5
Mustasaari Landtmannagille	mustasaari landtmannagille	5
Otto Andersin'in kustannusliike	otto andersin'in kustannusliike	5
Finlands Svenska Ungdomsförbund	finlands svenska ungdomsförbund	5
Akateeminen kirjakauppa [jakaja]	akateeminen kirjakauppa jakaja	5
Koulukeittoyhdistys	koulukeittoyhdistys	5
Helsingfors Bokhandel, distr.	helsingfors bokhandel distr	5
[Studentfylkingen]	studentfylkingen	5
O.y. Weilin & Göös	oy weilin göös	5
Voinvientiosuusliike Valio	voinvientiosuusliike valio	5
[Turun kaupungin historiallinen museo]	turun kaupungin historiallinen museo	5
Vihtori Kosonen o.y.	vihtori kosonen oy	5
Maataloustuottajain valtuuskunnan tilastotoimisto	maataloustuottajain valtuuskunnan tilastotoimisto	5
Föreningen för Arbetareskydd och Socialförsäkring i Finland	föreningen för arbetareskydd socialförsäkring i finland	5
V. Nieminen	v nieminen	5
W. Nieminen	w nieminen	5
Tampereen kustannusyhtiö	tampereen kustannusyhtiö	5
Tidskriften Ute och hemma	tidskriften ute hemma	5
E. W. Ponkala	e w ponkala	5
Förbundet mellan K.F.U.M. och U.K.F. i Finland	förbundet mellan k f u m u k f i finland	5
Aug. Kanerva	aug kanerva	5
Nylands fruktodlareförening	nylands fruktodlareförening	5
Suomen pipliaseura	suomen pipliaseura	5
Statens historiska museum	statens historiska museum	5
Lahden uusi kirjapaino	lahden uusi kirjapaino	5
Valio	valio	5
Maanviljelystaloudellinen koelaitos	maanviljelystaloudellinen koelaitos	5
Lainopillinen ylioppilastiedekunta	lainopillinen ylioppilastiedekunta	5
G. W. Edlundin kustannus-oy	w edlundin kustannus oy	5
Kirjatoimi	kirjatoimi	5
excud. R. Acad. typ. Joh. Kiämpe	r acad typ joh kiämpe	5
exc. apud Joh. Laurentii Wallium	apud joh laurentii wallium	5
excusa â Johanne L. Wallio, Regiae Univ. ibid. typogr.	â johanne l wallio regiae univ ibid typogr	5
excusa à Johanne L. Wallio, Reg. Academiae ibidem typographo	johanne l wallio reg academiae ibidem typographo	5
tryckt hos ... Jacob Merckell	jacob merckell	5
S. G. Hermelin	hermelin	5
[prändätty Georg Wilhelm Londicerildä]	georg wilhelm londicerildä	5
[Johann Vogel]	johann vogel	5
aff Johan Winter, kongl. booktr.	johan winter kongl booktr	5
impr. apud viduam Matth. Syngmanni	apud matth syngmanni	5
prändätty kuning:sesa suomalaisesa präntisä	kuning sesa suomalaisesa präntisä	5
tryckt hos Joh. Christ. Holmberg	joh christ holmberg	5
tryckt aff Johan Winter, kongl. booktr.	johan winter kongl booktr	5
prändätty directeurildä ja cuning:da kirjan pränttäjäldä Jacob Merckellildä	directeurildä cuning da kirjan pränttäjäldä jacob merckellildä	5
präntetty directörin Johan A. Carlbohmin tykönä	directörin johan carlbohmin tykönä	5
tryckt hos Benjamin Gottlieb Schneider	benjamin gottlieb schneider	5
apud Johan Edman, direct. et Reg. Acad. typogr.	apud johan edman reg acad typogr	5
litteris direct. Johan. Edman	litteris johan edman	5
excud. Henr. C. Merckell, reg. typogr.	henr c merckell reg typogr	5
exc. Henr. C. Merckell, reg. typogr.	henr c merckell reg typogr	5
excud. Joh. Winter, reg. typ.	joh winter reg typ	5
hoos sal. Matth. Syngmans enckia	hoos sal matth syngmans enckia	5
excud. Johannes Brendeken, Acad. typographus	johannes brendeken acad typographus	5
imprimebat Johannes Vogelius	johannes vogelius	5
[Ignatius Meurer]	ignatius meurer	5
impressa â Petro Hansonio, A. t.	â petro hansonio t	5
excusa apud Petrum Wald, Acad. typog.	apud petrum wald acad typog	5
excudebat Petrus Wald, Acad. typog.	petrus wald acad typog	5
excusum â Johanne Winter	â johanne winter	5
excusum  Johanne Winter	johanne winter	5
tryckt hos K. Acad. boktr. J. C. Frenckells enka	k acad boktr c frenckells enka	5
aff Iohan Winter, kongl. booktr.	iohan winter kongl booktr	5
imprimebat Johannes Vogelius, Reg. Acad. typ.	johannes vogelius reg acad typ	5
hoos Io. Wall	hoos io wall	5
af Iohan Winter, kongl. booktryckare	iohan winter kongl booktryckare	5
af Iohan Winter kongl. booktr.	iohan winter kongl booktr	5
H. C. Merckel	h c merckel	5
prändätty Kuning:sen acad. kirjan-präntäjäldä Johan Christopher Frenckellildä	kuning sen acad kirjan präntäjäldä johan christopher frenckellildä	5
[H. C. Merckell (leski)]	h c merckell leski	5
tryckt hos directeuren Lars Salvius	directeuren lars salvius	5
tryckt på direct. Lars Salvii kostnad	lars salvii kostnad	5
excud. L. M. Höjer, Reg. Acad. typogr.	l m höjer reg acad typogr	5
[tryckt i Frenckellska boktryckeriet]	frenckellska boktryckeriet	5
tryckt hos K. acad. boktr. J. C. Frenckells enka	k acad boktr c frenckells enka	5
tryckt hos Johan Edman, Kongl. acad. boktr.	johan edman kongl acad boktr	5
typis Regiae Academiae	regiae academiae	5
tryckt hos directeuren och kongl. boktr. i stor-förstend. Finland, Jacob Merckell	directeuren kongl boktr i stor förstend finland jacob merckell	5
tryckt uti det Kongl. boktryckeriet, af F. Phil. Paulssen	det kongl boktryckeriet f phil paulssen	5
pränta af puk-dryckaren F. Philipp Pawalssån	puk dryckaren f philipp pawalssån	5
tryckt hos Joh. Laur. Horrn, Kongl. Antiquit. archivi boktr.	joh laur horrn kongl antiquit archivi boktr	5
tryckt af Henr. C. Merckell, kongl. boktr. i stoor-furstendömet Finland	henr c merckell kongl boktr i stoor furstendömet finland	5
präntätyt Kuning:sesa suomalaisesa prändisä, Johan A. Carlbohmin tykönä	kuning sesa suomalaisesa prändisä johan carlbohmin tykönä	5
präntätty Kuningallisesa suomalaisesa präntisä, Johan A. Carlbohmilda	kuningallisesa suomalaisesa präntisä johan carlbohmilda	5
[prändätty Cuningallisesa suomalaisesa prändisä]	cuningallisesa suomalaisesa prändisä	5
impressit Johannes Christoph. Frenckell, Reg. Acad. typogr.	johannes christoph frenckell reg acad typogr	5
excud. Joh. Kiampe, Reg. Acad. typ.	joh kiampe reg acad typ	5
typis viduae Reg. Acad. typ. J. C. Frenckell	reg acad typ c frenckell	5
impressit Joh. Christoph. Frenckell, Reg. Acad. typogr.	joh christoph frenckell reg acad typogr	5
Philipp Reclam jun.	philipp reclam jun	4
Oulun läänin talousseura	oulun läänin talousseura	4
J.A. Hahnsson	hahnsson	4
Suomalainen Kansalliskirjakauppa	suomalainen kansalliskirjakauppa	4
Suomalaisen Kirjallisuuden Seura :;Uusi Suometar	suomalaisen kirjallisuuden seura uusi suometar	4
Wiipurin suomalainen kirjallisuusseura	wiipurin suomalainen kirjallisuusseura	4
Kosonen	kosonen	4
Simelii	simelii	4
Suomalainen Naisliitto	suomalainen naisliitto	4
Finsk Kvinnoförening	finsk kvinnoförening	4
Itä-Savon Eläinsuojelusyhdistys	itä savon eläinsuojelusyhdistys	4
Mikkelin Eläinsuojelusyhdistys	mikkelin eläinsuojelusyhdistys	4
Constance Ullner :;V. Lindman	constance ullner v lindman	4
Suomen Eläinsuojelus ja Eläinhoito	suomen eläinsuojelus eläinhoito	4
Rauman Eläinsuojelus-Yhdistys	rauman eläinsuojelus yhdistys	4
Volmar Lindman :;Constance Ullner	volmar lindman constance ullner	4
Victor Forselius	victor forselius	4
Suomi College	suomi college	4
Universitetskaâ tipografìâ	universitetskaâ tipografìâ	4
[Gosudarstvennaâ tipografìâ]	gosudarstvennaâ tipografìâ	4
prändätty C. A. Londicerildä	c londicerildä	4
[Helsingfors stad]	helsingfors stad	4
På eget förlag	eget förlag	4
tryckt hos Olof Grahn	olof grahn	4
prändätty J. C. Frenckellin ja pojan tykönä	c frenckellin pojan tykönä	4
Okružnyj štab'	okružnyj štab'	4
Lilius & Hertzberg, jakaja	lilius hertzberg jakaja	4
Lamm	lamm	4
Schultz	schultz	4
Finska litteratur-sällskapet	finska litteratur sällskapet	4
Kemin uusi kirjapaino	kemin uusi kirjapaino	4
Dahlberg	dahlberg	4
Ebering	ebering	4
H. Welter	h welter	4
Armand Colin	armand colin	4
Hemvännen	hemvännen	4
[Åbo avdelnings förlag]	åbo avdelnings förlag	4
[Nyländska avdelningen]	nyländska avdelningen	4
[Österbottniska afdelningen]	österbottniska afdelningen	4
Hämeenlinnan uusi kirjapaino	hämeenlinnan uusi kirjapaino	4
Finska Litteratur-sällskapets tryckeri	finska litteratur sällskapets tryckeri	4
Suomalais-Lutherilainen Kustannusliike	suomalais lutherilainen kustannusliike	4
A. Maunula	maunula	4
Suomalainen kansallis-raittius-veljeysseura	suomalainen kansallis raittius veljeysseura	4
Suomalaisen Kirjallisuuden seuran kirjapaino	suomalaisen kirjallisuuden seuran kirjapaino	4
Suomalaisen kirjallisuuden seuran kirjapaino	suomalaisen kirjallisuuden seuran kirjapaino	4
Typis Frenckellianis	frenckellianis	4
Abr. Lundquist	abr lundquist	4
J. Palmgreni raamatukauplus	palmgreni raamatukauplus	4
Turun kaupunkilähetys	turun kaupunkilähetys	4
Aug. Kajetskij	aug kajetskij	4
[K. J. Gummerus]	k gummerus	4
Berg	berg	4
C. F. Berling	c f berling	4
K.E. Holm	k e holm	4
[Suomentaja]	suomentaja	4
Hugo Geber	hugo geber	4
Cammermeyer	cammermeyer	4
Turun kaupungin historiallinen museo	turun kaupungin historiallinen museo	4
Landtbruksstyrelsens landtbruksekonomiska afdelning	landtbruksstyrelsens landtbruksekonomiska afdelning	4
Söderström & co	söderström co	4
Kloström	kloström	4
Suomal. sosialistinen kustannusyhtiö	suomal sosialistinen kustannusyhtiö	4
Aug. Edwards	aug edwards	4
Suomen matkailija-yhdistys	suomen matkailija yhdistys	4
Littera	littera	4
Longman	longman	4
Finska litteratursällskapet	finska litteratursällskapet	4
Hachette	hachette	4
Nordström	nordström	4
Paul Parey	paul parey	4
Methuen	methuen	4
Centraltryckeri	centraltryckeri	4
Helsingin sentraalikirjapaino	helsingin sentraalikirjapaino	4
Sjöblom	sjöblom	4
Mustalaislähetyksen toimisto	mustalaislähetyksen toimisto	4
prändätty Londicerin kirjan-prändisä	londicerin kirjan prändisä	4
ex officina Frenckelliana	ex officina frenckelliana	4
Cedervaller :;Clouberg	cedervaller clouberg	4
Friis	friis	4
Frenckell :;Tekijä	frenckell	4
Suomalaisen Kirjallisuuden Seura :;Tekijä	suomalaisen kirjallisuuden seura	4
[Universitas Helsingforsiensis]	universitas helsingforsiensis	4
Finska Missions-sällskapet	finska missions sällskapet	4
Arhiv' morskogo ministerstva	arhiv' morskogo ministerstva	4
Joh. Bergdahl	joh bergdahl	4
Finska Läkaresällskapet	finska läkaresällskapet	4
Finska läkaresällskapet	finska läkaresällskapet	4
Nordensvan :;Söderström	nordensvan söderström	4
Helsingin Kustannusosakeyhtiö	helsingin kustannusosakeyhtiö	4
Hjelt :;Suomentaja	hjelt suomentaja	4
Waasan painoyhtiö	waasan painoyhtiö	4
Unggren :;Tekijä	unggren	4
Hämäläisen osake-yhtiö	hämäläisen osake yhtiö	4
P. Widerholmin perill.	p widerholmin perill	4
toimittaja	toimittaja	4
A. Cedervaller	cedervaller	4
[Kuopion uusi kirjapaino]	kuopion uusi kirjapaino	4
Kaselius	kaselius	4
[Tampereen kirjapaino-osakeyhtiö]	tampereen kirjapaino osakeyhtiö	4
[Etelä-Savon kirjapaino]	etelä savon kirjapaino	4
Sortavalan kirjapaino-osakeyhtiö	sortavalan kirjapaino osakeyhtiö	4
[WSOY]	wsoy	4
G. W. Edlund'in kustannuksella	w edlund'in kustannuksella	4
Pelastus-armeija	pelastus armeija	4
Länsisuomalainen osakunta	länsisuomalainen osakunta	4
Albert Langen	albert langen	4
Syrén	syrén	4
Finska statsjärnvägarna	finska statsjärnvägarna	4
W. ja K.	w k	4
Turun pipliaseura	turun pipliaseura	4
Konstföreningen i Åbo	konstföreningen i åbo	4
Sanomalehti- ja kirjapaino-osakeyhtiö	sanomalehti kirjapaino osakeyhtiö	4
Ständerbiblioteket	ständerbiblioteket	4
Nyländska jaktklubben	nyländska jaktklubben	4
prändätty directörin Johan A. Carlbohmin tykönä	directörin johan carlbohmin tykönä	4
Jyväskylän kp.	jyväskylän kp	4
prändätty Frenckellin kirjan prändisä, omalla kustannuxella	frenckellin kirjan prändisä omalla kustannuxella	4
Kp. Gutenberg	kp gutenberg	4
Suomen evank. seura	suomen evank seura	4
G. E. Jansson ja K.	e jansson k	4
[Föreningen Martha]	föreningen martha	4
Föreningen Martha	föreningen martha	4
M. Lindroth	m lindroth	4
Finska mosskulturföreningen	finska mosskulturföreningen	4
Weilin &  Göös	Weilin & Göös	4
Sortavalan kp.	sortavalan kp	4
Fr. ja P.	fr p	4
Författaren	NA, NA	4
[hos Londicers änka]	londicers änka	4
[tryckt hos Georg Wilhelm Londicer]	georg wilhelm londicer	4
tryckt hos J. C. Frenckell & son.	c frenckell son	4
typis J. Ch. Frenckell & fil.	ch frenckell fil	4
Sortavalan eläinsuojelus-yhdistys	sortavalan eläinsuojelus yhdistys	4
Uudenmaan eläinsuojeluyhdistys	uudenmaan eläinsuojeluyhdistys	4
Erinäisten rautatiesuuntien taloudellista tutkimusta varten asetettu komitea	erinäisten rautatiesuuntien taloudellista tutkimusta varten asetettu komitea	4
Viipurin uusi kirjapaino	viipurin uusi kirjapaino	4
'Sanoma'	'sanoma'	4
Finlands Dövstumförbund	finlands dövstumförbund	4
Edlundska Bokhandeln i distr.	edlundska bokhandeln i distr	4
Pekka Ervast	pekka ervast	4
Suomen työväenpuolue	suomen työväenpuolue	4
Viipurin uusi kp.	viipurin uusi kp	4
Helsingin yliopisto	helsingin yliopisto	4
Waseniuksen kirjakauppa, jakaja	waseniuksen kirjakauppa jakaja	4
[Åbo stad]	åbo stad	4
Polytypos	polytypos	4
Helsingin N. M. K. Y.	helsingin n m k y	4
[Tampereen kaupunki]	tampereen kaupunki	4
Pelastusarmeija	pelastusarmeija	4
Suomen luth. evank. -yhdistys	suomen luth evank yhdistys	4
Nykterhetssällskapens Centralbyrå	nykterhetssällskapens centralbyrå	4
Suomen rautatieläisten liitto	suomen rautatieläisten liitto	4
Finska Skogsvårdsföreningen Tapio	finska skogsvårdsföreningen tapio	4
Kolmisointu	kolmisointu	4
Ammattilaisten kp.	ammattilaisten kp	4
Kp.-yhtiö Valo	kp yhtiö valo	4
Nylands och Tavastehus läns landtbrukssällskap	nylands tavastehus läns landtbrukssällskap	4
Hämeenlinnan uusi kp.	hämeenlinnan uusi kp	4
Uudenmaan ja Hämeenläänien maanviljelysseura	uudenmaan hämeenläänien maanviljelysseura	4
Kaarlo Halme	kaarlo halme	4
Suomen yleinen käsiteollisuusyhdistys	suomen yleinen käsiteollisuusyhdistys	4
