original	polished	Count
S.-Peterburg' : A. È. Vineke	Russia	4
Köpenhamn	Denmark	4
Tartus	Estonia	4
St-Pétersbourg	Russia	4
Peterburis	Russia	4
Kotkassa	Finland	4
Helsigfors	Finland	4
Sanktpeterburg''	Russia	4
Helsingis	Finland	4
Madrid	Spain	4
Tromsø	Norway	4
Stockholm :;Helsingfors	Sweden	4
Reykjavik	Iceland	4
Fahlun	Sweden	4
[Nytorp]	Sweden	4
Hämeenlinna ;;Porvoo	Finland	4
Turusa, prändätty	Finland	4
Karjalohja	Finland	4
Porwoo	Finland	4
Orivesi	Finland	4
Helsingfros	Finland	4
[Tryckt i Wasa]	Finland	4
[Stokholmisa]	Sweden	4
Kuortane	Finland	4
Laitila	Finland	4
Giessen	Germany	4
Turenki	Finland	4
Utrecht	Netherlands	4
[Savonlinna]	Finland	4
Kouvola	Finland	4
Lahtis	Finland	4
Parainen	Finland	4
Piotrogród	Russia	4
Duluth (MN)	USA	4
Upsaliae impressum	Sweden	4
Upsalas	Sweden	4
Strengnäs	Sweden	4
Greifswald	Germany	4
[Dorpati Livonorum]	Estonia	4
[Stockholmiae]	Sweden	4
I Upsala	Sweden	4
[Präntätty Turusa]	Finland	4
[Wiburgi]	Russia	4
Göttingen	Germany	4
Stockholmissa	Sweden	4
Scarae	Sweden	4
Gefle	Sweden	3
Helsingforsiæ	Finland	3
Satakunta	Finland	3
Kainuu	Finland	3
Berliini	Germany	3
Kööpenhamina	Denmark	3
Loviisa	Finland	3
Juva	Finland	3
[Petrograd']	Russia	3
Oulusa	Finland	3
Port Arthur (Ont., Can.)	Canada	3
Vaasassa	Finland	3
Leeuwarden	Netherlands	3
A Stockholm	Sweden	3
Har'kov'	Ukraine	3
Gel'singfors	Finland	3
Pietarissa	Russia	3
S. Peterburg'	Russia	3
Sankt-Peterburg'	Russia	3
Borgo	Finland	3
Arhangel'sk'	Russia	3
Waasassa	Finland	3
Bruxelles	Belgium	3
[Stockholm	Sweden	3
Chicago (Ill.)	USA	3
Fitchburgissa (Mass.)	USA	3
Mitau	Latvia	3
Helsinkai	Finland	3
Dorpat	Estonia	3
[Rauma]	Finland	3
[Pori]	Finland	3
Anvers	Belgium	3
Basel	Switzerland	3
[Riga]	Latvia	3
[Moskva]	Russia	3
[New York]	USA	3
Hancock	USA	3
Fitchburg, Mass.	USA	3
Hfors	Finland	3
