"","x"
"1","Hämeenlinna"
"2","Hämeenlinnassa"
"3","Tavastehus"
"4","hämeenlinna"
"5","tavastehus"
"6","hämeelinna"
"7","hämeeenlinna"
"8","hämeenlinnassa"
"9","hämennlinna"
"10","hämennlinnassa"
