"","x"
"1","Viipuri"
"2","Viipurissa"
"3","Viborg"
"4","Wiburgiae"
"5","Wiburisa"
"6","wiborg"
"7","wiburisa"
"8","wiborgh"
"9","viburgiae"
"10","viborg"
"11","wiburis"
"12","wijborg"
"13","wijbor"
"14","wiburgiae"
"15","viipuri"
"16","wiburgae"
"17","wiipuri"
"18","vibourg"
"19","viipurissa"
"20","wiipurissa"
"21","wiiburisa"
"22","wiburg"
"23","wiburgi"
"24","wjburgi"
"25","wyburg"
