original	polished	Count
J. C. Lagerspetz		   2
M. W. Wuolukka		   2
Gröndahl :;Edlund		   2
Lutherilainen evankeliumiyhdistys		   2
exc. apud Jo. Laurentii Wallium	Wall, Johan Larsson	   2
ex officina J. C. Frenckell	J. C. Frenckell ja poika	   2
[Medicinalstyrelse]		   2
J. C. Frenckell & Son		   2
Nordensvan		   2
typis Johan. Christoph. Frenckell	Frenckell, Johan Christopher I	   2
Paraisten kalkkivuori		   2
Karjalan veljeskunta		   2
impr. Reg. Acad. typogr. Eric Flodström	Flodström, Eric	   2
litteris Joh. Edman, direct. et Reg. Acad. typogr.	Edman, Johan	   2
tryckt hos Peter Jöransson Nyström	Nyström, Petter Jöransson	   2
Suomen metallityöntekijäin liitto		   2
Beijer ;;Edlund		   2
excusam â Peto [sic] Hansonioo Acad. typog.	Hansson, Peter	   2
[Henric Christofer Merckell]	Merckell, Henric Christopher	   2
aff Peder Wald	Wald, Peder Eriksson	   2
Sanomalehti- ja kirjapaino-osakeyhtiö		   2
prändätty directeurildä ja kuning:da kirjan-präntäjäldä suuresa-ruhtinan-maasa Suuomesa, Jacob Merckellildä	Merckell, Jacob	   2
Helsingfors universitet		   2
excusa â Petro Hansson, Acad. typog.	Hansson, Peter	   2
Finlands Utsädesförening		   2
Kustannus oy. Kirja		   2
Arvi A. Karisto		   2
exc. Jo. Wall	Wall, Johan Larsson	   2
J. C. Holmberg	Holmberg, Johan Christopher	   2
Holmström		   2
Edlundska bokhandeln i distr		   2
Suomen yleinen palokuntaliitto		   2
Kewät-yhtiö		   2
excud. Reg. Acad. typogr. Eric Flodström	Flodström, Eric	   2
Gyldendal		   2
aff Iohann Winter	Winter, Johan	   2
[Viipurin kaupunki]	Viipurin kaupunki	   2
excudit Petrus Hansonius	Hansson, Peter	   2
Finska missionssällskapet		   2
Brockhaus		   2
Sosialistin kp.		   2
literis Höjerianis	Höjer, Johan	   2
impressit Joh. Christ. Frenckell	Frenckell, Johan Christopher I	   2
Senaten	Suomi 	   2
F. Liewendals lithogr. tr.		   2
Meijeriliitto Peura		   2
Hufvudstadsblad'in kirjap. :;Edlund		   2
Suomen N. M. K. Y. ja N. K. Y. liitto		   2
[Eskil Mattsson]	Mattsson, Eskil	   2
Brage	Föreningen Brage	   2
impressit direct. & typogr. reg. magn. duc. Finland Jacob Merckell	Merckell, Jacob	   2
Édition Atar		   2
tryckt hos Georg Wilhelm Londicer	Londicer, Georg Wilhelm	   2
Suomalainen kirjallisuuden seura		   2
Puoluetoimikunta		   2
Finlandia		   2
Sortavalan Evank. seura		   2
excusa â Petro Hansson, Acad. typogr.	Hansson, Peter	   2
hos G. O. Wasenius		   2
A. Maunula		   2
Suomen lähetys-seura		   2
Universitetsbiblioteket		   2
prändätty Johan Christopher Frenckellildä	Frenckell, Johan Christopher I	   2
[Londicer]	Londicer, Carl Anton	   2
Assar Palander		   2
Helsingin Soutuklubi		   2
Geologiska Kommissionen :;Akademiska Bokhandeln, jakaja		   2
prändätty cun. kirj. pränt. Henr. C. Merckellin leskeldä	Henric Christopher Merckellin leski	   2
W. Bensow		   2
Aug. Edwards		   2
[Folkupplysningssällskapet]		   2
Uusi Rautatielehti		   2
Kustannusyhtiö Osmo		   2
typis Meurerianis	Meurer, Ignatius	   2
Rauman kirjapaino-o.y.		   2
exc. Joh. Kaempe, Reg. Acad. typ.	Kämpe, Johan	   2
excud. L. M. Höjer, Reg. Acad. typogr.	Höjer, Lorentz Magnus	   2
excud Joh. Kiaempe, Reg. Acad. typogr.	Kämpe, Johan	   2
Mart'		   2
impressa apud viduam Reg. Acad. typogr. J. C. Frenckell	Johan Christopher Frenckellin leski	   2
ex officina Olai Enaei	Enaeus, Olaus	   2
Sosialidemokratinen naisliitto		   2
impressa â Petro Hansson Acad. typogr.	Hansson, Peter	   2
Weman		   2
Unggren :;Tekijä		   2
[Finsk kvinnoförening]		   2
J. F. Olan		   2
prändätty Kuning:sen acad. kirjan-präntäjäldä Joh. Christoph. Frenckellildä	Frenckell, Johan Christopher I	   2
prändätty Cuningallisesa suomalaisesa prändisä, Joh. A. Carlbohmilda	Carlbohm, Johan Arvid	   2
Syrén		   2
[Raamatunkäännöskomitea]		   2
imprimebat Johannes Vogelius, Acad. typogr.	Vogel, Johann	   2
tryckt hos directeuren och kongl. boktr. i stor-förstend. Finland, Jacob Merckell	Merckell, Jacob	   2
tryckt hos Joh. Laur. Horrn, Kongl. Antiqvit. arch. boktr.	Horrn, Johan Laurentius I	   2
Sosialistin kirjapaino-osuuskunta		   2
G. O. Wasenius		   2
per Joh. Kiaempe, Reg. Acad. typogr.	Kämpe, Johan	   2
[Finsk Kvinnoförening]		   2
Kaiserlichen Akademie der Wissenschaften		   2
H. C. Merckellin leski	Henric Christopher Merckellin leski	   2
apud Joh. Edman, direct. & Reg. Acad. typogr.	Edman, Johan	   2
tryckt hos directeuren och kongl. boktryckaren i storförstendömet Finland, Jacob Merckell	Merckell, Jacob	   2
präntätty Wennbergin tykönä ja compagnie	Wennberg och compagnie	   2
exc. Joh. Kiaempe, R. Ac. typ.	Kämpe, Johan	   2
Söderström ja K.		   2
prändätty directeurildä ja cuning:da kirjan präntäjäldä Iacob Merckellildä	Merckell, Jacob	   2
Hjelt		   2
aff Eskil Matzson	Mattsson, Eskil	   1
Suomalaisten puolueiden vaaliliitto		   1
Brandkårsförbundet i Finland		   1
tryckt hos Lor. Lud. Grefing	Grefing, Lorentz Ludvig	   1
excusa â Petro Hansonio Ac. t.	Hansson, Peter	   1
[s.n.]	Suomi Synod	   1
[impress. apud viduam Reg. Acad. typ. J. C. Frenckell]	Johan Christopher Frenckellin leski	   1
Jakobstad	Pietarsaaren kaupunki	   1
tryckt i Kongl. tryckeriet, hos Henrik Fougt, på des förlag	Fougt, Henrik I	   1
Suomalainen kirjakauppa		   1
Oskar Grönroos		   1
Keisarillisen Senaatin Oikeustoimituskunta		   1
Tampereen työväen sanomalehtioy.		   1
typis Haeredum Richelianorum	Richel, Johanns Erben	   1
typis Cratonianis, per Ioan. Gorman	Krafft, Johann II	   1
bey Johann Friedrich Hartknoch	Hartknoch, Johann Friedrich	   1
prändätyt Frenckellin kirjan prändisä	Frenckell, Johan Christopher II	   1
[F. de Witt]		   1
af Iohan Wald, academ. booktr.	Wall, Johan Larsson	   1
Lionel Booth		   1
Nordiska Samfundet		   1
prändätty Henr. Christoph [!] Merckelildä, cuningal. kirjan pränt.	Merckell, Henric Christopher	   1
Nuorisoseura Vesa		   1
tryckt hos directeuren Johan Edman	Edman, Johan	   1
Aikain vartija		   1
Hämeenlinna		   1
excud. Joh. Kiämpe Reg. Acad. typogr.	Kämpe, Johan	   1
[s.n.]	Wilcke, Johann Georg	   1
Georg		   1
[Porin ympäristön osuusmeijeri]		   1
Oulun kaupunki		   1
imprimebat Johannes Vogelius, Reg. Acad. typ.	Vogel, Johann	   1
[A. Björkman]	Björckman, Anders	   1
Kansanvalistusseuran Käkisalmen haaraosasto	Kansanvalistusseura	   1
Finsk-Ugriska Sällskapet		   1
[Finska folkskolemötet]		   1
O. B. Blomfelt		   1
[Carberg]		   1
Helsingin uusi kp		   1
[Nordiska Kirurgiska Föreningen]		   1
exc. Jo. Wal	Wall, Johan Larsson	   1
prändätty Kuning:sesa suomalaisesa prändisä	Carlbohm, Johan Arvid	   1
Suomen Matkailijayhdistys		   1
[tryckt hos Georg Wilhelm Londicer]	Londicer, Georg Wilhelm	   1
impressa â Petro Hansonio Acad. typog.	Hansson, Peter	   1
Suomen N. M. K. Y:n ja N. K. Y:n liitto		   1
pränd. cun. suomal. prändisä	Carlbohm, Johan Arvid	   1
Uudenmaan eläinsuojeluyhdistys		   1
Helios i distr		   1
exc. J. Kiaempe, Reg. Ac. typ.	Kämpe, Johan	   1
Työmies kustannusyhtiö		   1
[Gustaf Erik Eurén]		   1
Suomen ev.luth.pyhäkouluyhdistys	Suomen evankelis-luterilainen pyhäkouluyhdistys	   1
tryckt hos C. A. Londicer		   1
Telén & C:o		   1
Östra Finlands tryckeribolag		   1
Bärlund		   1
excusa â Johanne Waldio, Academiae typographo	Wall, Johan Larsson	   1
tryckt af Iohan Brendeken, kongl. booktr.	Brendeken, Johann	   1
Kullaan kunta		   1
prändättyt Johan Winterildä cuningal: kirjanpränt.	Winter, Johan	   1
T. Fisher Unwin		   1
S. O. N. R.		   1
Försäkringsföreningen i Finland		   1
Tampereen kirjapaino-o.y.		   1
Wiipurin työväen sanomalehti- ja kirjapaino-osuuskunta		   1
tryckt hos Frantz Philipp Paulssen	Paulssen, Franz Philip	   1
präntätty Frenckellin kirjan-präntisä	Frenckell, Johan Christopher II	   1
Ekenäs missionbokhandel		   1
tryckt hos Carl Deleen, R. W. O.		   1
tryckt hos And. Biörckman, Kongl. Acad. boktr. i Åbo	Björklund	   1
[Raahen  porvari- ja kauppakoulu]		   1
[per Johannem Winter]	Winter, Johan	   1
prändätty directeur. ja cuningallis. kirjan präntäjäldä suuren ruhtinm. [sic] Suomes, Jacob Merckellildä	Merckell, Jacob	   1
Finska skogsvårdsföreningen  Tapio		   1
Kansan novellikirjasto		   1
typis Acad. apud viduam Petri Waldz	Wald, Peder Eriksson	   1
Johan Winterildä, cuning:da booktr:dä suures ruhtinan maasa Suomes	Winter, Johan	   1
Wäinämöisen toimitus		   1
Kustannustoimisto Meteor		   1
Konekauppa Aatra		   1
[Reinerus Broocman]	Broocman, Reinerus	   1
Hydrografiska Byrån vid Öfverstyrelsen för väg- och vattenbyggnaderna i Finland		   1
pränd. Joh. Kämpildä, acad. kirjanpränttäjäldä	Kämpe, Johan	   1
Telen		   1
Finska Skogsvårdsföreningen Tapio		   1
Sederholm ;;G. E. C. Gad		   1
Koulukeittoyhdistys		   1
Svahn		   1
[Utg.]		   1
Helios [i distr]		   1
C. Stolpe	Stolpe, Carl	   1
Löwegren		   1
impressae â Petro Hansonio, A.t.	Hansson, Peter	   1
Finska forstföreningen	Suomen metsäyhdistys	   1
Lundberg :;Vaasan evankeliumiseura		   1
Suomen Yhtyneitten Eläinsuojelusyhdistysten Keskusliitto		   1
[tryckt i Frenckellska boktryckeriet]	Frenckell, Johan Christopher II	   1
Kleins Forlag		   1
de l'imprimerie de P. P. A. Pluchart, Petite-Morskoi, No 120	Pluchart, Alexander	   1
tryckt uti kongl. boktryckerij hoos sal. Wankifz enckia	Wankijffin leski	   1
apud Joha. Edman, director. et Reg. Acad. typogr.	Edman, Johan	   1
Weilin & Göös	Lutherilainen evankeliumi-yhdistys	   1
hoos Iohan L. Wall, Acad. booktr.	Wall, Johan Larsson	   1
Herman Edgrens bokhandel, distr.		   1
Itä-Savon Eläinsuojelusyhdistys		   1
Tryckt af Heinrich Kaysern	Keyser, Henric I	   1
Augustana Book Concern		   1
Sanomalehti-osuuskunta Kansan tahto		   1
A. Cedervaller		   1
durch Iohan Winter, Königl. Buchdr.	Winter, Johan	   1
prändätty A. J. Segerstedtilda	Segerstedt, Albrecht Julius	   1
R. Boll		   1
tryckt af Henr. C. Merckell, kongl. boktr. i stor-förstend. Finl.	Merckell, Henric Christopher	   1
Luth. evang.-föreningen		   1
tryckt af Johan Kämpe, Kongl. acad. boktr.	Kämpe, Johan	   1
Ignatius Meurerin, waiwal ja culutuxel	Meurer, Ignatius	   1
Länsisuomalais-osakunta		   1
KS.		   1
Druck und Verlag von B. G. Teubner		   1
W. Hagelstam, distr.		   1
Evert Em. Mesiäinen		   1
Nakladom Vidavnictva		   1
tryckt aff David Kämpe	Kämpe, David	   1
[Arbetets Vänner]		   1
af Johan Winter, kongl. boktryckiare	Winter, Johan	   1
Helsingin NMKY	Helsingin nuorten miesten kristillinen yhdistys	   1
Turun kp. osakeyhtiö		   1
[Liittohallinto]		   1
prändätty Joh. Chr. Frenckellin tykönä	Frenckell, Johan Christopher II	   1
Victor Palmé		   1
Suomalainen kunnallisvaliokunta		   1
prändätty Joh. Kämpildä	Kämpe, Johan	   1
Pastor Troitskij, distr.		   1
tryckt uti kongl. tryckeriet, hos directeuren Pet. Momma	Momma, Peter	   1
prändätty, Johan Winterildä cuning:da booktr.dä suures ruhtinan maasa Suomes	Winter, Johan	   1
Keisarillisen Suomen senaatti	Keisarillinen Suomen senaatti	   1
Uppsala universitet		   1
Valtion verokomitea		   1
[Korian osuuskauppa]		   1
excudebat Petrus Hansonius Acad. typog.	Hansson, Peter	   1
literis Wernerianis	Höjer, Johan	   1
Helminen		   1
[Industrins centrallaboratorium]		   1
Elektrometallurgiska ab.		   1
[Åbo akademikommitté]		   1
Ekholm		   1
Sortavalan Eläinsuojelus-Yhdistys		   1
typis Johannis Gormanni	Krafft, Johann II	   1
excudebant J. C. Frenckell & fil. Acad. imper. typographi	J. C. Frenckell ja poika	   1
typis Petri Georg. Nyström	Nyström, Petter Jöransson	   1
C. & E. Gernandt		   1
af Henrich Curio	Curio, Henric	   1
Suomen Ew. Luth. pyhäkouluyhdistys		   1
Kustannus-yhtiö Osmo		   1
Helsingin kustannusosakeyhtiö		   1
Edwin Nylander		   1
[E. Flodström]	Flodström, Eric	   1
tryckt hos Johan Chr. Frenckell	Frenckell, Johan Christopher II	   1
Valtion historiallinen museo		   1
Malmström		   1
[Matthias Syngman?]	Syngman, Matthias	   1
Turun merimies-lähetys		   1
[Suomalaisuuden liitto]		   1
Landtmannabanken		   1
Èrlih'		   1
Kosonen		   1
prändätty directeurildä ja cuningalliselda kirjan-präntäjäldä, Jacob Merckellildä	Merckell, Jacob	   1
Finlands Svenska Nykterhetsförbunds expedition		   1
Jakobstads elektricitetsverk	Pietarsaaren kaupunki	   1
litteris Tennemannianis	Tennemann, Johann Christoph	   1
tryckt hos Anders Jacobs. Nordström	Nordström, Anders Jacobsson	   1
Hagelstams förlagsaktiebolaget		   1
impressae apud viduam Reg. Acad. typ. J. C. Frenckell	Johan Christopher Frenckellin leski	   1
[Finlands Hypoteksförening]		   1
Tyyni Nylund		   1
typis viduae Reg. Acad. typ. J. C. Frenckell	Johan Christopher Frenckellin leski	   1
[Fransiscus Ludovicus Schauman]		   1
trykt hos Lars Salvius	Salvius, Lars	   1
Helsingfors Velocipedklubb		   1
[Suomalaisen kirjallisuuden seura]		   1
[Frenckellin leski]	Johan Christopher Frenckellin leski	   1
Wirtamo ja Markkula		   1
M. Wuolukka		   1
Weilin &  Göös		   1
Suomen Metsänhoitoyhdistys Tapio		   1
P. Ahlgren		   1
Helsingin suomalainen sanomalehti		   1
Åbo stad	Turun kaupunki	   1
tryckt i Kongl. finska boktryckeriet, hos Johan Arvid Carlbohm	Carlbohm, Johan Arvid	   1
Työmies		   1
Wilhelm Bille		   1
Bibel-sällskapets boktryckeri	Pipliaseuran kirjapaino	   1
Työmies kustannusoy		   1
Suomalais-luteerilainen kustannusliike		   1
[Helsingfors Handelsbiträdeförening]		   1
exc. apud Johannem L. Wallium, A. t.	Wall, Johan Larsson	   1
Handelstryckeriet		   1
P. J. Bögelund		   1
Viipurin ev.-lut. nuorisoyhdistys		   1
impr. apud J. L. Wallium	Wall, Johan Larsson	   1
prändätty directeurildä ja cuning:da kirjan-präntäjäldä suuresa-ruhtinan-maasa Suomesa Jacob Merckellildä	Merckell, Jacob	   1
impressus â Johanne Christophoro Frenckell	Frenckell, Johan Christopher I	   1
H. Nurhonen		   1
[Wiipurin kaupunki]		   1
excudebat Johannes Winter, typogr. reg.	Winter, Johan	   1
Toini Strengin kirjakauppa, jakaja		   1
Tipografìâ A. S. Suvorina		   1
Eurén :;Hagelberg		   1
tryckt i Kongl. tryckeriet	Fougt, Henrik I	   1
Zacharias Hæggström		   1
på egen bekostn. tryckt af A. Habereger, G. och A. C. btr.	Haberegger, Abraham	   1
Tammerfors nyheter		   1
[Lappeenrannan työväenyhdistys]		   1
literis Krevsigianis	Kreusig, Christian	   1
Beijers förlag		   1
Senaatin kirjapaino		   1
[tryckt uti Kongl. tryckeriet]		   1
impr. apud Joh. Laurentii Wallium, Regiae Univ. ibid. typogr.	Wall, Johan Larsson	   1
tryckt af Kongl. Acad. boktr. Joh. Kiämpe	Kämpe, Johan	   1
tryckt hos Joh. P. Lindh	Lindh, Johan Peter	   1
inpr. [!] apud Joh. Wallium	Wall, Johan Larsson	   1
A. Backman		   1
Gebrüder Borntræger		   1
Tipografìâ 'Berežlivost''		   1
S. O. K.		   1
Etelä-Karjalan nuorisoseuran johtokunta	Etelä-Karjalan nuorisoseura	   1
Landtbruksstyrelsen		   1
J. Raiskio		   1
G. W. Edlundin kustannuksella		   1
Eyre & Spottiswoode		   1
tryckte hos Johan A. Carlbohm	Carlbohm, Johan Arvid	   1
Finnish Daily Publishing		   1
Aura lehden osakeyhtiö		   1
Zilliacus :;Viipurin kirjallisuus-seura		   1
[Finska Forstföreningen]		   1
Kansainvälisen yhdistyksen pysyvä toimisto		   1
Kirja-aitta		   1
prändätty Kuningallisesa suomalaisesa prändisä, Joh. Arv. Carlbohmilda	Carlbohm, Johan Arvid	   1
[kansanvalistusseuran Uudenkaupungin haaraosasto]		   1
Tip. Imp. Akad. nauk		   1
chez Jean Laur. Horrn, imprimeur royal des antiq.	Horrn, Johan Laurentius I	   1
tryckt hos K. Acad. boktr. J. C. Frenckells enka	Johan Christopher Frenckellin leski	   1
Herder		   1
E. Erkko		   1
WSOY	Werner Söderström osakeyhtiö	   1
präntätty cun. kirj. pränt. Henr. C. Meckellin [sic] leskeldä	Henric Christopher Merckellin leski	   1
impress. in typographia ad Regiam Academiam	Frenckell, Johan Christopher I	   1
tryct i Kongl. tryckeriet	Fougt, Elsa	   1
literis Merckelianis	Merckell, Henric Christopher	   1
Forlagskonsortiet		   1
af Henr. C. Merckell, kongl. boktr. i stoor furstend. Finland	Merckell, Henric Christopher	   1
prelo R. Acad. typ. E. Flodström	Flodström, Eric	   1
Svobodnoe slovo		   1
Fr. ja P.		   1
Frenckelliläinen kirjapaino :;Granlund		   1
Hankoniemen kp.- ja sanomal.-osakeyhtiö		   1
Suom. ev. luth. pyhäkouluyhdistys		   1
[J. C. Frenckell?]	Frenckell, Johan Christopher I	   1
Nuorten naisten kristillinen yhdistys		   1
Izdanïe Hristïanskago kružka po izučenïû i izslědovanïû Svâŝ. Pisan		   1
[And. Herm. Georg. Carger]		   1
Uudenmaanläänin hevosjalostusliitto		   1
tryckt af Johan Winter, kongl. boktr.	Winter, Johan	   1
Izdatel'stvo putevoditelej 'Russkìj Bedeker''		   1
Suomen Evankeliumi Seura		   1
[Landtbruksutställningen i Åbo]		   1
hos Joh. H. Werner, kongl. may:tz och Upsala Acad. boktr.	Werner, Johan Henric	   1
tryckt af Joh. Kämpe, Kongl. Acad. boktr.	Kämpe, Johan	   1
Länsi-Suomen kp.		   1
litteris typographorum Academiae Stenhammar et Palmblad	Stenhammar och Palmblad	   1
Kansankirjapaino		   1
Martin		   1
Östra Finlandin kp.		   1
Raamatuntutkijain yhdistys		   1
ex officina Werneriana	Werner, Johan Henric	   1
Lindstedts antikvariska bokhandel	Lindstedt'in antikvaarinen kirjakauppa	   1
Rauman kp.		   1
tryckt hos K. acad boktr. Frenckells enka	Johan Christopher Frenckellin leski	   1
Helios (i distr.)		   1
prändätty Kunningallisesa [sic] suomalaisesa prändisä	Carlbohm, Arvid	   1
sumptibus Janssonio-Waesbergiorum ; et Mosis Pitt		   1
Finska literatur sällskapet		   1
Finska Typografförbundet		   1
Turun suomalaisten vaalikomitea		   1
Pyhin hallitseva synoodi		   1
Suonenjoen Eläinsuojelusyhdistys		   1
excud. Joh. Kiaempe reg. Ac. typ.	Kämpe, Johan	   1
Turun työväen sanomalehtiosakeyhtiö		   1
Pohjanmaan kirjateollisuus		   1
tryckt aff Petter Hanson, Acad. typog.	Hansson, Peter	   1
Kyminlaakson työväen sanomalehti- ja kirjapaino-osuuskunta		   1
excud. Joh. Kiaempe, R. A. typ.	Kämpe, Johan	   1
[J. A. Barth]		   1
Manninen ja Ahlqvist :;Aschan		   1
Suomen geologinen toimisto		   1
hos J. C. Frenckell & son	J. C. Frenckell ja poika	   1
Lindblad		   1
Ridderskapet och adeln		   1
â Joh. Wallio, A. t.	Wall, Johan Larsson	   1
Oulun kirjapaino-, kirjansitomo- ja kirjakauppa-osakeyhtiö		   1
Lahden kirjakauppa		   1
in Typogr. Reg.	Momma, Peter	   1
Hufvudstadsblad'in kirjap. :;Suomentaja		   1
tryckt aff Johan Winter, kongl. booktr. vthi stoorförstendömet Finland	Winter, Johan	   1
literis acad.	Typis academiae	   1
Författarinnans förlag		   1
[Société de géographie de Finlande]		   1
[Nyländska Svenska landtmannagillenas]		   1
Emil Hagelberg'in kustannuksella		   1
Finska Missionssällskapet och Ev. Luth. Söndagsskoleföreningen		   1
[Theodor Schvindt]		   1
Tamp. Kaupunkilähetys		   1
SVR	SVR Konepajoen työväenyhdistys	   1
präntätty, directeurildä ja cuningalliselda kirjan-präntäjäldä, Jacob Merckellildä	Merckell, Jacob	   1
impressa  Petro Hansonio, Acad. typogr.	Hansson, Peter	   1
Aakkosyhdistys		   1
S.M. Heikel		   1
af Johan Winter, kongl. booktr. vthi stoor-furstendömet Finland	Winter, Johan	   1
J. C. Frenckell	J. C. Frenckell ja poika	   1
tryckt hoos Iohan Wall	Wall, Johan Larsson	   1
W. Einhorn ;;C. A. Hartleben		   1
[G. Klint]		   1
Lindstedt'in antikvaarinen kirjakauppa		   1
[Padasjoen kunta]	Padasjoen kunta	   1
P. A. Norstedt & Söner	Ruotsi	   1
V. Kosonen		   1
Alfred  Lagerbom		   1
Uudenmaan vaalipiirin sos.-dem. piiritoimikunta		   1
Turun Eläinten Ystävät		   1
Finska ångfartygsaktiebol.		   1
[Finska Sparbanksföreningen]		   1
C. E. Fritze i komm		   1
Försäkringsaktiebolaget Kaleva	Kaleva, keskinäinen vakuutusyhtiö	   1
ex officina Ioannis Maire	Maire, Joannes	   1
[Uskelan seurakunta]		   1
[Uleåborgs Tidning]		   1
Suomen M.P.K. sisälähetys	Suomen metodisti-piispallinen kirkko	   1
Suomen säästöpankkien valtuuskunta		   1
Viipurin uusi kp.- ja sanomal. osakeyhtiö		   1
Kajaanin kirjapaino		   1
K.F.U.M.		   1
apud Henric A. Nordström	Nordström, Henrik Andersson	   1
OP		   1
pränd. cun. kirj. pränt. Henrich Christopher Merckelin leskeldä	Henric Christopher Merckellin leski	   1
typis Laurent. Ludov. Grefingii	Grefing, Lorentz Ludvig	   1
aff Petro Hansonio. Acad. typogr.	Hansson, Peter	   1
Wiipurin suomalainen kirjallisuusseura		   1
excud. Joh. Kiämpe R. Ac. typ.	Kämpe, Johan	   1
prändätty Johann Winterildä	Winter, Johan	   1
Suom. puolueen edustajaryhmä		   1
[tryckt hos Johan Christoph. Frenckell]	Frenckell, Johan Christopher I	   1
hoos Peter van Selow	van Selow, Peter	   1
impress. Joh. Christoph. Frenckell.	Frenckell, Johan Christopher I	   1
Aug. Kanerva		   1
zufinden bey Johann Lorentz	Lorenz, Johann	   1
Zilliacus :;Tekijä		   1
impr. apud Johannem Laur: Wallium, A. t.	Wall, Johan Larsson	   1
excusum à Johanne Winter	Winter, Johan	   1
Hoppe		   1
excud. Joh. Kiaempe, R. Acad. typogr.	Kämpe, Johan	   1
Työväen kirjapaino ja sanomalehti osuuskunta		   1
Ilmoitustoimisto Hermes		   1
Luukkonen ja Kumpp.		   1
tryckt aff Dawid Kämpe	Kämpe, David	   1
Isohiisi, jakaja		   1
prändätty Kuning:sen acad. kirj. pränttäj. Johan Christoph. Frenckellildä	Frenckell, Johan Christopher I	   1
tryckt vti A. Holms boktryckerij	Keysers arvingar	   1
typis direct. Joh. Edman	Edman, Johan	   1
Osuukunta Veljeys	Osuuskunta Veljeys	   1
Högforsin osuuskauppa		   1
impr. apud. Johannem L. Wallium, R. U. t.		   1
[Sortavalan reaalilyseo]		   1
prändätty kuningallisesa suomalaisesa präntisä	Carlbohm, Johan Arvid	   1
excusa â Johanne Winter, reg. typogr.	Winter, Johan	   1
tryckt hos Kongl. acad. boktr. J. C. Frenckells enka	Johan Christopher Frenckellin leski	   1
Ameriikan suom. Sos. kustannusliikkeet		   1
Lovisa Sparbank		   1
Kp. Gutenberg		   1
Keis. Tieto-akademian kirjapräntissä		   1
Metsänhoitoyhdistys Tapio	Suomen metsänhoitoyhdistys Tapio	   1
Pohjanmaan työväen osuuskp.		   1
Hälsovårdsnämden		   1
de lʼimprimerie de P. P. A. Pluchart, Petite-Morskoї, No 120		   1
Suomen vegetarinen yhdistys		   1
and are to be sold by George West and Amos Curtein		   1
[Suomen säästöpankkiyhdistys]		   1
[tryckt uti kongl. boktr. hos sal. Wankifs enckia]	Wankijffin leski	   1
Hufvudstadsbladin kirjapaino :;Edlund		   1
A. F. Høst & Søn		   1
[Sällskapet M. M.]		   1
excusa apud Johannem Wallium, A. t.	Wall, Johan Larsson	   1
durch Iohann Vogeln	Vogel, Johann	   1
'Arbetets' förlag		   1
Rauhan sanomain kustannusliike		   1
Rauman kp.-osakeyhtiö		   1
[s.n.]	Wilde, Jacob	   1
Zacharias Heggström		   1
Petterson		   1
Ålands Missionsförening		   1
typis Petri Georgii Nyström	Nyström, Petter Jöransson	   1
Suomen nuorisoseuraliike		   1
Wäinämöinen		   1
Western Workmen's Co-op. Publishing Company		   1
im Verlage des Geograph. Instituts		   1
pränd. J. C. Frenckellildä	Frenckell, Johan Christopher I	   1
impr. apud viduam Matth. Syngmanni	Matthias Syngmans enckia	   1
typis exscribebat Petrus Wald Acad. typographus	Wald, Peder Eriksson	   1
af J. H. Werner	Werner, Johan Henric	   1
Niilo Aejmelaeus		   1
V. Giard & E. Brière		   1
Lindqvist		   1
Folkhögskolan i Borgå	Borgå folkhögskola	   1
Kokoilija		   1
Tyäväen kp.		   1
Suomen tiedeseura		   1
V. Petterssons & C:os tryckeriaktiebol.		   1
Carl Gustaf Berling	Berling, Carl Gustaf	   1
Société néophilogique de Helsinki		   1
Bureaux de l'Artiste		   1
Bard, Marquardt & Co.		   1
trykt hos Joh. Christoph. Frenckell	Frenckell, Johan Christopher I	   1
K. H. - J. F.		   1
Hautala		   1
Yhdistys siipikarjahoidon ystävät		   1
Suomen Teollisuuslehti		   1
[Suomen rakennusmestariliitto]		   1
Finansexpeditionen i Kejserliga senaten för Finland	Suomi 	   1
Erkko		   1
excudebat Petrus Wald, Acad. typo[...]	Wald, Peder Eriksson	   1
Apud. Carolum. Stolpe.	Stolpe, Carl	   1
Helsingin Sentr.-kp.		   1
P. Aschan & C:o		   1
omtryckt af Georg Wilhelm Londicer	Londicer, Georg Wilhelm	   1
tryckt hoos Georg Matthias Nöller	Nöller, Georg Matthias	   1
prändätty directeurildä ja cuning:da nijn myös Turun academian kirjan präntäjäldä Jacob Merckellildä	Merckell, Jacob	   1
Emil Öhman		   1
Hufvudstadsblad'in kirjapaino :;K.E. Holm		   1
[prändätty kuning:sa prändisä]	Momma, Wilhelm	   1
Druckts Adolphs Simon	Simon, Adolph	   1
[hoos Ignatium Meurer]	Meurer, Ignatius	   1
typis Cratonianis, per Iohan Gorman	Krafft, Johann II	   1
Työmiehen kustannus		   1
Ilarejo esperantista		   1
V. Pettersson		   1
Cahiers de la Quinzaine		   1
W. Jahnsson		   1
Sỳnodal'naâ Tipografìâ		   1
tryckt uti K. boktrykerijet, hos sal. Wankijfs effterlefwerska	Wankijffin leski	   1
gedruckt bey Joh. Kiämpe Königl. Acad. Buchdr.	Kämpe, Johan	   1
J. F. Bergmann		   1
tryckt af Johan Winter, kongl. booktr.	Winter, Johan	   1
Viipurin Suomalainen Polkupyöräseura		   1
Wasenius :;K.E. Holm		   1
Sutinen		   1
Tampereen reaalilyseo		   1
J. Westerback		   1
Waseniuksen kirjakauppa		   1
J. Simelii arfvingar		   1
[Finska aktiva motståndspartiet]	Suomen aktiivinen vastustuspuolue	   1
