catalog	author	short_title	title	dissertation	publication_place	publication_year
Kungliga	Sirenius, Sigfrid	kan förbudslagen bestå	Kan förbudslagen bestå?	FALSE	Vaasa	1931
Kungliga	NA	sanningen om förbudslagen	Sanningen om förbudslagen	FALSE	Vaasa	1931
Kungliga	Edén, David	svenska baptisternas i finland historia	Svenska baptisternas i Finland historia	FALSE	Vaasa	1931
Kungliga	Stadius, Uno (1871-1936)	vetenskaplig fördom och fri forskning	Vetenskaplig fördom och fri forskning	FALSE	Vaasa	1931
Kungliga	NA	bergö andelshandelmbt 19071932 illustr	Bergö andelshandelm.b.t. 1907-1932. [Illustr.	FALSE	Vaasa	1932
Kungliga	Serenius, Bengt Hjalmar	kyrkliga frågor	Kyrkliga frågor	FALSE	Vaasa	1932
Kungliga	NA	lkn landsutskottet för kristligt nykterhetsarbete	L.K.N. Landsutskottet för kristligt nykterhetsarbete	FALSE	Vaasa	1932
Kungliga	NA	minnesblad från wasa svenska flickskolas 	Minnesblad från Wasa svenska flickskolas 75-årsfest 18 1/9 57 - 19 24/9 32	FALSE	Vaasa	1932
Kungliga	Holmberg, M	resehandbok omfattande städerna vasa nykarleby 	Resehandbok omfattande städerna Vasa, Nykarleby, Jakobstad, Gamlakarleby, Kristinestad och Kaskö jämte kringliggande landsbygd	FALSE	Vaasa	1932
Kungliga	Alanen, Yrjö Jaakko Edvin	tutkimuksia sovitusopin alalta	Tutkimuksia sovitusopin alalta	TRUE	Vaasa	1932
Kungliga	Appelgren, Arne	vägvisare genom österbottens historiska museum	Vägvisare genom Österbottens historiska museum	FALSE	Vaasa	1932
Kungliga	NA	zions missionstidning	Zions missionstidning	FALSE	Vaasa	1932
Kungliga	Holmgren, Alf (1899-NA)	elin torp	Elin Torp	FALSE	Vaasa	1933
Kungliga	NA	korsnäsbygdens insats i finlands frihetskamp 	Korsnäsbygdens insats i Finlands frihetskamp år 1918 samt tiderna före och skyddskårens uppkomst och verksamhet efter frihetskriget	FALSE	Vaasa	1933
Kungliga	Backman, Woldemar (1870-1946)	lassila i kovjoki by av 	Lassila i Kovjoki by av Nykarleby landskommun	FALSE	Vaasa	1933
Kungliga	NA	närpes västra handelslag mbt 19061932	Närpes västra handelslag m.b.t. 1906-1932	FALSE	Vaasa	1933
Kungliga	Lång, O Skar E Mil	österbottens svenska handelslagsdistrikt 19081933	Österbottens svenska handelslagsdistrikt 1908-1933	FALSE	Vaasa	1933
Kungliga	Krook, Tor (1893-NA)	august jern	August Jern	FALSE	Vaasa	1934
Kungliga	Stadius, Uno (1871-1936)	balder 40 år	Balder 40 år	FALSE	Vaasa	1934
Kungliga	Estlander, Ernst (1870-1949)	biblioteket i ett österbottniskt prästhem 	Biblioteket i ett österbottniskt prästhem på 1700-talet	FALSE	Vaasa	1934
Kungliga	Liakka, Niilo	ilmajoen pitäjä	Ilmajoen pitäjä	FALSE	Vaasa	1934
Kungliga	åkerblom, Kristian (1877-1954)	österbottens svenska hemslöjdsförenings verksamhet åren 	Österbottens svenska hemslöjdsförenings verksamhet åren 1923-1933	FALSE	Vaasa	1934
Kungliga	Backman, Woldemar (1870-1946)	bäck i forsby by av 	Bäck i Forsby by av Nykarleby socken	FALSE	Vaasa	1935
Kungliga	åkerblom, K V	johannes klockars	Johannes Klockars	FALSE	Vaasa	1935
Kungliga	Sandelin, J H	bidrag till kännedomen om häradsrättsnämnden	Bidrag till kännedomen om häradsrättsnämnden	NA	Vaasa	1936
Kungliga	Suninen, J F	jordbrukslära	Jordbrukslära	FALSE	Vaasa	1936
Kungliga	Backman, Woldemar (1870-1946)	klockars i nykarleby landskommuns kyrkoby	Klockars i Nykarleby landskommuns kyrkoby	FALSE	Vaasa	1936
Kungliga	Castrén, Maria	försök till kortfattad handledning i 	Försök till kortfattad handledning i Fe-pa-tå metoden	FALSE	Vaasa	1937
Kungliga	Finne, Jarl	wasa idrottssällskap 19071937 wasa gymnastik 	Wasa Idrottssällskap 1907-1937. Wasa gymnastik- och fäktklubb 1884-1908. Historik sammanställd av Jarl Finne	FALSE	Vaasa	1937
Kungliga	Backman, Woldemar (1870-1946)	en släkt björklunds stamtavla jämte 	En släkt Björklunds stamtavla jämte sidogrenar	FALSE	Vaasa	1938
Kungliga	Backman, Woldemar (1870-1946)	ett bidrag till nykarleby stads 	Ett bidrag till Nykarleby stads personhistoria	FALSE	Vaasa	1938
Kungliga	Mattlar, Robert	malax ungdomsförening 50 år	Malax ungdomsförening 50 år	FALSE	Vaasa	1938
Kungliga	NA	räkneexempelsamling för landsbygdens skolor och 	Räkneexempelsamling för landsbygdens skolor och självstudium	FALSE	Vaasa	1938
Kungliga	Lagström, Hugo	släkten vitick från karleby	Släkten Vitick från Karleby	FALSE	Vaasa	1938
Kungliga	NA	ungdomsrörelsen i svenska österbotten 18881938	Ungdomsrörelsen i svenska Österbotten 1888-1938	FALSE	Vaasa	1938
Kungliga	NA	bottniska dagar i vasa 1939 	Bottniska dagar i Vasa 1939. Illustr	FALSE	Vaasa	1939
Kungliga	Sivén, Deryck	fredsvännen leo mechelin	Fredsvännen Leo Mechelin	FALSE	Vaasa	1939
Kungliga	NA	karl hedmans samlingar	Karl Hedmans samlingar	FALSE	Vaasa	1939
Kungliga	Lagsröm, Hugo	släkterna räf från munsala socken	Släkterna Räf från Munsala socken	FALSE	Vaasa	1939
Kungliga	Andsten, C A	handledning i tvätt och fläckuttagning	Handledning i tvätt och fläckuttagning	FALSE	Vaasa	1940
Kungliga	NA	krigsbilder från vasa 19391940	Krigsbilder från Vasa 1939-1940	FALSE	Vaasa	1940
Kungliga	NA	för fosterlandet	För fosterlandet	FALSE	Vaasa	1941
Kungliga	åkerblom, Kristian (1877-1954)	korsholms historia	Korsholms historia	FALSE	Vaasa	1941
Kungliga	Pass, A	purmo församling	Purmo församling	FALSE	Vaasa	1942
Kungliga	Backman, Woldemar (1870-1946)	befolkningen i nykarleby stad vid 	Befolkningen i Nykarleby stad vid tiden för stora ofreden	FALSE	Vaasa	1943
Kungliga	Lehtikanto, Mirjam	c a setterberg	C. A. Setterberg	FALSE	Vaasa	1943
Kungliga	NA	för frihet och färdernesland	För frihet och färdernesland	FALSE	Vaasa	1943
Kungliga	Commondt, Bjarne (1911-NA)	frontmannens abcbok jämte roospiggarnas sånger	Frontmannens ABC-bok jämte Roospiggarnas sånger	FALSE	Vaasa	1943
Kungliga	Pihkala, R	lantbruksekonomiens grunder	Lantbruksekonomiens grunder	FALSE	Vaasa	1943
Kungliga	Wentzel, Harry (1913-NA)	skapade till man och kvinna	Skapade till man och kvinna	FALSE	Vaasa	1943
Kungliga	NA	wasa frivilliga brandkår 18681943	Wasa frivilliga brandkår 1868-1943	FALSE	Vaasa	1943
Kungliga	NA	brevråd	Brevråd	FALSE	Vaasa	1944
Kungliga	Serenius, Sigtrygg	den heliga mässans liturgiska förnyelse 	Den heliga mässans liturgiska förnyelse genom Johan III	FALSE	Vaasa	1944
Kungliga	Holmberg, E	det är inte lätt att 	Det är inte lätt att vara ung just nu	FALSE	Vaasa	1944
Kungliga	NA	finlands svenska sparbanksmannadagar i vasa 	Finlands svenska sparbanksmannadagar i Vasa 1943. [Illustr.	FALSE	Vaasa	1944
Kungliga	Backman, Woldemar (1870-1946)	keppo gård	Keppo gård	FALSE	Vaasa	1944
Kungliga	Dahl, A J	några lärarprofiler	Några lärarprofiler	FALSE	Vaasa	1944
Kungliga	NA	närpes andelsmejeri 40 år 19031943	Närpes andelsmejeri 40 år 1903-1943	FALSE	Vaasa	1944
Kungliga	NA	nybörjarens nödvändigaste i kontraktbridge	Nybörjarens nödvändigaste i kontraktbridge	FALSE	Vaasa	1944
Kungliga	Backman, Woldemar (1870-1946)	soldattorp soldater jämte deras efterkommande 	Soldattorp, soldater jämte deras efterkommande i Nykarleby landskommun	FALSE	Vaasa	1944
Kungliga	Rostén, E	vasa stads fonder	Vasa stads fonder	FALSE	Vaasa	1944
Kungliga	NA	vasa stads svenskspråkiga folkskola 75 	Vasa stads svenskspråkiga folkskola 75 år	FALSE	Vaasa	1944
Kungliga	NA	aktiebolaget aino lindeman osakeyhtiö vasa 	Aktiebolaget Aino Lindeman osakeyhtiö, Vasa 1895-1945. [Illustr.	FALSE	Vaasa	1945
Kungliga	Strandberg, Gun (1912-NA)	den ensamma kvinnans problem	Den ensamma kvinnans problem	FALSE	Vaasa	1945
Kungliga	Lindert, Beth	den hemlighetsfulla charmen	Den hemlighetsfulla charmen	FALSE	Vaasa	1945
Kungliga	NA	folklig kärleksdikt	Folklig Kärleksdikt	FALSE	Vaasa	1945
Kungliga	Stenman, Börje	hokuspokus	Hokus-pokus	FALSE	Vaasa	1945
Kungliga	Lehtonen, V R	jordbrukslära	Jordbrukslära	FALSE	Vaasa	1945
Kungliga	Strandell, Gunnevi	kärlek  dröm eller verklighet	Kärlek - dröm eller verklighet	FALSE	Vaasa	1945
Kungliga	Kitty, 	kitty berättar om kärlekens kurragömma	Kitty berättar om kärlekens kurragömma	FALSE	Vaasa	1945
Kungliga	Backman, Woldemar (1870-1946)	lagman christian sundius i munsala 	Lagman Christian Sundius i Munsala, hans härstamning och efterkommande	FALSE	Vaasa	1945
Kungliga	Mellberg, Walter (1899-NA)	läsebibliotheket i wasa	Läse-bibliotheket i Wasa	FALSE	Vaasa	1945
Kungliga	Otinia, Nic	odla själv er tobak	Odla själv er tobak	FALSE	Vaasa	1945
Kungliga	Bergstrand, Ulla	sätt och fason	Sätt och fason	FALSE	Vaasa	1945
Kungliga	Högnäs, Sven-olof (1910-1961)	stormiga ungdomsår	Stormiga ungdomsår	FALSE	Vaasa	1945
Kungliga	Mellberg, Walter (1899-NA)	svenskösterbottniska samfundet 19201945	Svensk-österbottniska samfundet 1920-1945	FALSE	Vaasa	1945
Kungliga	Strandberg, Gun (1912-NA)	tomteluvan och andra sagor	Tomteluvan och andra sagor	FALSE	Vaasa	1945
Kungliga	östman, A	trons eldorado	Trons eldorado	FALSE	Vaasa	1945
Kungliga	Tallmark, Alfred (1908-NA)	vägen ut	Vägen ut	FALSE	Vaasa	1945
Kungliga	Wentzel, Harry (1913-NA)	vill du vandra min väg	Vill du vandra min väg?	FALSE	Vaasa	1945
Kungliga	Tegengren, Jacob (1875-1956)	den gamla staden	Den gamla staden	FALSE	Vaasa	1946
Kungliga	Pensar, Lennart (1897-1967)	ernst v knape	Ernst V. Knape	FALSE	Vaasa	1946
Kungliga	Wiik, H	föreningsboken	Föreningsboken	FALSE	Vaasa	1946
Kungliga	NA	gamla vasa	Gamla Vasa	FALSE	Vaasa	1946
Kungliga	Ekholm, Gunnar (1884-1974)	hörnstenen	Hörnstenen	FALSE	Vaasa	1946
Kungliga	NA	orientalisk drömbok	Orientalisk drömbok	FALSE	Vaasa	1946
Kungliga	NA	svenska lantbruksproducenternas förbund i österbotten 	Svenska lantbruksproducenternas förbund i Österbotten 1935-1944	FALSE	Vaasa	1946
Kungliga	Andersson, Otto (1879-1969)	tal vid brages 40årsjubileum på 	Tal vid Brages 40-årsjubileum på Svenska teatern i Helsingfors den 25 mars 1946	FALSE	Vaasa	1946
Kungliga	Bruun, Otto	aalevón och hans fabriksanläggning på 	A.A.Levón och hans fabriksanläggning på Alkula	FALSE	Vaasa	1947
Kungliga	Wentzel, Harry (1913-NA)	från långa resor och korta	Från långa resor och korta	FALSE	Vaasa	1947
Kungliga	östman, A	mystic	Mystic	FALSE	Vaasa	1947
Kungliga	NA	österbottens historiska museum 18951945	Österbottens historiska museum 1895-1945	FALSE	Vaasa	1947
Kungliga	åkerblom, K V	övermarks historia	Övermarks historia	FALSE	Vaasa	1947
Kungliga	Dahl, A J	professorskan elin hedman	Professorskan Elin Hedman	FALSE	Vaasa	1947
Kungliga	Andersson, Otto (1879-1969)	bragerörelsen som kulturfaktor och svenskhetsvärn	Bragerörelsen som kulturfaktor och svenskhetsvärn	FALSE	Vaasa	1948
Kungliga	Appelgren, Arne Walfrid	om fotograferna i 1860och 1870talet 	Om fotograferna i 1860-och 1870-talet Vasa	FALSE	Vaasa	1948
Kungliga	Appelgren, A	solf kyrka och dess minnen	Solf kyrka och dess minnen	FALSE	Vaasa	1948
Kungliga	Beijar, A L	det organiska livets uppkomst och 	Det organiska livets uppkomst och utveckling	FALSE	Vaasa	1949
Kungliga	NA	vasa ångkvarn 18491949	Vasa ångkvarn 1849-1949	FALSE	Vaasa	1949
Kungliga	Krook, Ragnar Adrian	vasa svenska lyceum 18741949	Vasa svenska lyceum 1874-1949	FALSE	Vaasa	1949
Kungliga	Huhtala, Juho Ailo Antero	vergleichende pharmakologische und chemische untersuchungen 	Vergleichende pharmakologische und chemische Untersuchungen über Farnextrakte	FALSE	Vaasa	1949
Kungliga	Tertti, Martti	vilken skogstyp	Vilken skogstyp?	FALSE	Vaasa	1949
Kungliga	Forsberg, John Edvard Valdemar (1917-NA)	waldedvardsson säg ja till livet	Wald.Edvardsson: Säg ja till livet	FALSE	Vaasa	1949
Kungliga	Jakobsson, Ole	dikt vid svenska österbottens ungdomsförbunds 	Dikt vid Svenska Österbottens ungdomsförbunds hembygdsfester 21.5.50	FALSE	Vaasa	1950
Kungliga	Finne, Jarl	handelsgillet i vasa 18901950 historik 	Handelsgillet i Vasa 1890-1950. Historik sammanställd	FALSE	Vaasa	1950
Kungliga	Hagman, Kaj	idrottsföreningen kamraterna vasa	Idrottsföreningen Kamraterna Vasa	FALSE	Vaasa	1950
Kungliga	Mannil, Ragnar (1923-2003)	nya formulärboken för hem skola 	Nya formulärboken för hem, skola och förening	FALSE	Vaasa	1950
Kungliga	NA	vasa gårdsägarförening rf 50 år	Vasa gårdsägarförening r.f. 50 år	FALSE	Vaasa	1950
Kungliga	Forsberg, John Edvard Valdemar (1917-NA)	wald edvardsson rakkaus ja elämänonni	Wald. Edvardsson: Rakkaus ja elämänonni	FALSE	Vaasa	1950
Kungliga	NA	concordia 70 år 18811951 utg 	Concordia 70 år, 1881-1951. Utg. av Vasa svenska lyceum	FALSE	Vaasa	1951
Kungliga	NA	wasa teater	Wasa teater	FALSE	Vaasa	1951
Kungliga	Geber, Birger	anden och ordet	Anden och ordet	FALSE	Vaasa	1952
Kungliga	Forsberg, John	kärlek och tro	Kärlek och tro	FALSE	Vaasa	1952
Kungliga	Karttunen, Mauno Olavi	alavuden kirja	Alavuden kirja	FALSE	Vaasa	1953
Kungliga	Jern, Elly	något att stanna vid	Något att stanna vid	FALSE	Vaasa	1953
Kungliga	Granroth, Trygve	om behandlingen av lupus vulgaris	Om behandlingen av lupus vulgaris	FALSE	Vaasa	1954
Kungliga	åkerblom, K V	pörtom historia	Pörtom historia	FALSE	Vaasa	1954
Kungliga	Sundqvist, Alfons Immanuel	fria kristligafolkhögskolan tio år	Fria kristligafolkhögskolan tio år	FALSE	Vaasa	1955
Kungliga	Lingonblad, Oscar	gamlakarleby andelsmejeri	Gamlakarleby andelsmejeri	FALSE	Vaasa	1955
Kungliga	Forsberg, John	i kamp för människovärdet	I kamp för människovärdet	FALSE	Vaasa	1955
Kungliga	Lingonblad, Oscar	nedervetil andelsmejeri	Nedervetil andelsmejeri	FALSE	Vaasa	1955
Kungliga	Fredriksson, Paul Richard	rättframma ord	Rättframma ord	FALSE	Vaasa	1955
Kungliga	Petander, Carl-birger J (1908-1992)	slaget i oravais under kriget 	Slaget i Oravais under kriget 1808-09	FALSE	Vaasa	1955
Kungliga	Petander, Carl-birger J (1908-1992)	slaget vid jutas under kriget 	Slaget vid Jutas under kriget 1808-09	FALSE	Vaasa	1955
Kungliga	Petander, Carl-birger J (1908-1992)	slaget vid nykarleby under kriget 	Slaget vid Nykarleby under kriget 1808-09	FALSE	Vaasa	1955
Kungliga	Petander, Carl-birger J (1908-1992)	striderna i vasa under kriget 	Striderna i Vasa under kriget 1808-09	FALSE	Vaasa	1955
Kungliga	NA	molpe byarkiv	Molpe byarkiv	FALSE	Vaasa	1988
Kungliga	Hahn, Josef	det sista ögonblicket	Det sista ögonblicket	FALSE	Vaasa	NA
Kungliga	Hansén, K	hansas kalles historier	Hansas Kalles historier	FALSE	Vaasa	NA
Kungliga	NA	kommunal författningssamling för vasa stad	Kommunal författningssamling för Vasa stad	FALSE	Vaasa	NA
Kungliga	NA	sorge tal vid fru anna 	Sorge tal, vid fru Anna Christina Sneckendahls, född Rahm, begrafnings stund, i Jacobstad den 4 december 1800	FALSE	Vaasa	NA
Kungliga	Serenius, Bengt Hjalmar	två dopfrågor	Två dopfrågor	FALSE	Vaasa	NA
