original	polished	Count
Serlachius, Allan.	male	8
Saalasti, Filip.	male	8
Sawela, Herman.	male	8
Frenssen, Gustav.	male	8
Rauta, Hanna.	female	8
Donner, Kai	male	8
Collins, Wilkie.	male	8
Charpentier, Axel	male	8
Mäkinen, Eero	male	8
Berg, Henrik.	male	8
Bang, Gustav.	male	8
Amicis, Edmondo de.	male	8
Alfthan, Axel	male	8
Aimonen, Anton	male	8
Forstén, Gustaf.	male	8
Lie, Bernt.	male	8
Elmgren, Rob.	male	8
Lagus, Jonas	male	8
Lagus, Aina	female	8
Kock, Johan	male	8
Kihlgren, Edit.	female	8
Parmanen, Eino I.	male	8
Lampén, Ernst	male	8
Serao, Matilde.	female	8
Hermanson, Berta.	female	8
Dahn, Felix.	male	8
Friis, Jens Andreas.	male	8
Colliander, Johannes Erlandi	male	8
Steen, Magnus Magni	male	8
Lilius, Johan	male	8
Wång, Johannes Petri	male	8
Aschelinus, Andreas Henrici	male	8
Helsingberg, Johannes	male	8
Maupertuis, Pierre Louis Moreau de	male	8
Horatius Flaccus, Quintus.	male	8
Starck, David Gustavi	male	8
Pontoppidan, Erik.	male	8
Weman, Carolus Gustavus	male	8
Tidgren, Gabriel	male	8
Thorwöste, Johannes Johannis	male	8
Alopaeus, Magnus Jacob	male	8
Alcenius, Carolus Alexander.	male	7
Acerbi, Giuseppe	male	7
Pacius, Fredrik	male	7
Grot, Jakov.	male	7
Murman, Johan Wilhelm	male	7
Ploetz, Carl.	male	7
Kielland, Alexander Lange.	male	7
Weikkolin, Ida.	female	7
Wuorinen, Johan.	male	7
Stockmayer, Otto.	male	7
Nathorst, Hjalmar Otto.	male	7
Hougberg, Konrad Aleksis	male	7
Kiesewetter, Johann Gottfried Carl Christian	male	7
Myréen, Daniel	male	7
Edman, Johannes Adamus	male	7
Brehm, Alfred.	male	7
Warneck, Gustav Adolf.	male	7
Oppman, Romulus Magnus.	male	7
Tawaststjerna, Werner.	male	7
Bååth-Holmberg, Cecilia.	female	7
Hall, Newman.	male	7
Hedberg, John.	male	7
Savander, Otto.	male	7
Appelgren, Hjalmar.	male	7
Stenbäck, Ottilia	female	7
Eneroth, Olof.	male	7
Amirchanjanz, Abraham.	male	7
Smirnoff, Alexandra.	female	7
Penn-Lewis, Jessie.	female	7
Invenius, Rosa.	female	7
Paleario, Antonio.	male	7
Roos, Sigurd.	male	7
Montgomery, Robert	male	7
Lindström, Gunnar.	male	7
Nylander, Lennart.	male	7
Wasastjerna, Torsten.	male	7
Hackman, Victor.	male	7
Waenerberg, Georg	male	7
Boldt, Georg.	male	7
Granfelt, Axel Fredrik	male	7
Ebers, Georg.	male	7
Durchman, Frans Wilhelm.	male	7
Donovan, Dick.	male	7
Tainio, Taavi.	male	7
Bring, Johan Christoffer	male	7
Baxter, Richard.	male	7
Nordenskiöld, Erik.	male	7
Lilius, Albert.	male	7
Lange, Ina.	female	7
Lagus, Hugo.	male	7
Knape, Ernst V.	male	7
Serlachius, Gustaf Adolf	male	7
Hirn, Karl E.	male	7
