author_name	Count
Sofokles.	  3
Fabritius, Aug.	  3
Sallinen, K.	  3
Soininen, Lauri	  3
Nuorisoseuralainen	  3
Almberg, Anton	  3
Luther, A.	  3
Bertini, François.	  3
Habermann, Wilhelm.	  3
Sjöman, Isak Edvard	  3
Sivers, Henric Jacob.	  3
Ågren, Robert.	  3
Forssell, Axel.	  3
Rudnitzky, Naphtali.	  3
Päiviö, Väinö.	  3
Young, Ernest.	  3
Pulkkinen, Kaarlo	  3
Puhakka, Mikko	  3
Ricker, A. W.	  3
Woldstedt, L.	  3
Renko, Samuli Wilho.	  3
Rjestsoff, N. A.	  3
Wilhelmsson, John.	  3
Wilén, H.	  3
Ahlfors, K. Axel.	  3
M. P.	  3
Boëlius, Murenius'.	  3
Wadén, Daniel	  3
Tigerstedt, E. S.	  3
Petőfi, Sándor.	  3
Tegengren, F. R.	  3
Tawaststjerna, Ilmari	  3
Pemberton, Max.	  3
Laurén, Per Åke.	  3
Sundvik, Ernst Edv.	  3
Paton, James.	  3
Parviainen, Johan Walter.	  3
Grönberg, John.	  3
Hjelmqvist, Theodor.	  3
Set Volmari.	  3
Läffler, L. Fr.	  3
Moinaux, Jules.	  3
Renvall, Marta A.	  3
Renfors, Agnes.	  3
Serenius, Bengt.	  3
Schybergson, Carl Magnus.	  3
Heinricius, Sigrid.	  3
Rautanen, Martti.	  3
Rundt, Joel.	  3
Rang, Ragnar.	  3
Rosenqvist, Oskar August.	  3
Nietzsche, Friedrich.	  3
Nevalinna, L.	  3
Mustonen, J. A.	  3
Kurikka, Juhani	  3
Kretzer, Max.	  3
Korpela, J. O.	  3
Konttinen, Juho.	  3
Kolmodin, A.	  3
Kingsley, Charles.	  3
Kesäniemi, Ludv.	  3
Nyborg, Carl Adolf af.	  3
Nordström, Ernst.	  3
Miettinen, E.	  3
Bán, Aladár.	  3
Morbror Doktorn.	  3
Nervander, Ellen.	  3
Michelet, Marie.	  3
Müller, Wilhelm.	  3
Mary, Jules.	  3
Menger, Anton.	  3
Martineau, Harriet.	  3
Keller, S.	  3
Malinen, V.	  3
Mahlberg, Frans Leonard.	  3
Madsen, N. P.	  3
Soisalo, Heikki.	  3
E. K.	  3
Alfthan, Max.	  3
Lövegren, Elis.	  3
Lähde, Vihtori	  3
Alenius, C. A.	  3
Kalima, Eino.	  3
Jäykkä, Juho	  3
Fabritius, H.	  3
Ljadov, M.	  3
Lindfors, A. E.	  3
Liisberg, Henrik Carl Bering.	  3
Levón, Kaarlo.	  3
Phaal, Andreo.	  3
-n	  3
Karsten, Edvin.	  3
Ekholm, Karl.	  3
Leffingwell, William H.	  3
Otto Vilho.	  3
Ingman, Junia.	  3
Lappalainen, Anders.	  3
Ylppö, Arvo.	  3
Wegelius, Sigurd.	  3
Deck, Jean.	  3
Ignatius, Kaarlo	  3
Hänninen, Edvard Valpas.	  3
Lafargue, Paul.	  3
Hällström, Ester	  3
Häkkinen, Samuel	  3
Collan, Anna.	  3
Huotari, Anni.	  3
Österbladh, Kaarlo.	  3
Ödegaard, N.	  3
Hindhede, M.	  3
Herzog, Rudolf.	  3
Hertzen, E. von.	  3
Henry, René.	  3
Vallgren, Ville.	  3
Waismaa, Kaarlo.	  3
Bremer, K. V.	  3
Braxén, Hjalmar	  3
Wright, Ferd. von.	  3
Witt, Otto.	  3
Heikel, T. A.	  3
Borgström, Leon H.	  3
Virtanen, Väinö.	  3
Havulinna, J. W.	  3
Hassel, Antti Fredrik.	  3
Wiljaranta, Sulo.	  3
Hartwall, Gösta.	  3
Hansson, Nils.	  3
Wettenhovi-Aspa, Sigurd.	  3
Halme, August.	  3
Hahl, Carl.	  3
Dubois, Paul.	  3
Wells, Amos R.	  3
Weichert, Reinhard.	  3
Watanna, Onoto.	  3
Göhre, P.	  3
Wassermann, Jakob.	  3
Sääf, Knut.	  3
Grönvall, Filip	  3
Varteva, Kaarle.	  3
Hastig, Johannes.	  3
Godenhjelm, Ida.	  3
Strandvik, Gigge.	  3
Stjernschantz, Torsten.	  3
Frerking, W.	  3
Forsberg, J. W.	  3
Forsberg, Aug. B.	  3
Smirnoff, Karin.	  3
Ronimus, Rafael.	  3
Ericsson, Bernhard.	  3
Schauman, A.	  3
Toth, Kolomán.	  3
Ehrnrooth, Georg.	  3
Bengts, Josefina.	  3
Egge, Peter.	  3
Steinberger, G.	  3
Dodel, A.	  3
Dennert, E.	  3
Danielsson, Axel	  3
Cygnaeus, Uno	  3
Appelberg, H. A.	  3
Cour, Poul La.	  3
Müller, Johannes.	  3
Osmio, Uno.	  3
Aho, Pekka	  3
Brandes, Georg.	  3
Barrès, Maurice.	  3
Boberg, Carl.	  3
Blom, E. W.	  3
Aminoff, Léonie.	  3
Allén, Carl.	  3
Bilhaud, Paul.	  3
Beskow, Natanael.	  3
A. B. C.	  3
Berghell, Hugo	  3
Ahlskog, Victor.	  3
Bergbom, Kaarlo.	  3
Stalker, James.	  3
Stadigh, Väinö Erik Elias.	  3
Langenskjöld, Greta	  3
Smith, Gipsy.	  3
Silfverberg, K. W.	  3
Lindeberg, J. W.	  3
Wilhelmiina.	  3
Runeberg, J.	  3
Sealsfield, Ch.	  3
Schrowe, Uno von	  3
Schneller, Ludvig.	  3
Sundman, Karl F.	  3
Hultman, Oskar.	  3
Karsten, Henrik	  3
Savolainen, Aaro Iivari.	  3
Sarvi, Otto.	  3
Salonen, K. E.	  3
Salminen, K. A.	  3
Hildén, A.	  3
Häyrén, Ernst.	  3
Alarcon, Pedro Antonio de.	  3
Lakari, O. J.	  3
Renvall, August.	  3
Ahlqvist, Ellen.	  3
Ahlberg, Hugo.	  3
Rohrbach, A. E.	  3
Hemmer, Jarl.	  3
Helsingius, Torsten.	  3
Grotenfelt, N. Karl	  3
Reinke, Joh.	  3
K. H.	  3
Rautakoski, A. E.	  3
Ranke, Johan Friedrich.	  3
S. P. R.	  3
Granfelt, Alice.	  3
Purhonen, O. A.	  3
Gerich, Paul von	  3
Planting, Birger	  3
Pestalozzi, Johann Heinrich.	  3
Finnilä, Carl.	  3
Pehkonen, Otto P.	  3
Buch, Kurt.	  3
Ekelund, Ragnar.	  3
Parras, Eemeli	  3
Edelfelt, Albert	  3
Pannekoek, Anton.	  3
Ohlsson, Ilona.	  3
Nyström, Anton.	  3
Nylander, Ernst August.	  3
Nyblin, Daniel	  3
Noro, Yrjö.	  3
Dahlberg, Ragnar.	  3
Neovius, Dagmar.	  3
Mäki, Aaku.	  3
Mäkelä, A. B.	  3
Müller, F. Max.	  3
Bergroth, Kersti	  3
Miikkulainen, Aune.	  3
Michaëlis, Karin.	  3
Meyer, Conrad Ferdinand.	  3
Mendelin, Irene.	  3
Melsted, Henning von.	  3
May, Karl.	  3
Mauro, Philip.	  3
Mickwitz, Axel.	  3
Itkonen, Lauri.	  3
Markkula, Auli.	  3
Manzoni, Alessandro.	  3
Maeterlinck, Maurice.	  3
Löthman, Tilda.	  3
Myrberg, P. J.	  3
Wichmann, S. E.	  3
Hjelmman, A. L.	  3
Brotherus, Hj. V.	  3
Schneider, Guido.	  3
Linkola, K.	  3
Lille, Werner Olympius.	  3
Lewis, Arthur M.	  3
Leutz, Ferd.	  3
Thesleff, Rolf.	  3
Lybeck, Edvard Wilhelm	  3
Krohn, Hilja.	  3
Krishnamurti, J.	  3
Krag, Thomas P.	  3
F. A. K.	  3
Kurvinen, P. J. I.	  3
Kurkilahti, J. H.	  3
Koskenjaakko, A. A.	  3
Kvist, Joh.	  3
Kollontai, Aleksandra	  3
Kochs, E.	  3
Koch, Martin.	  3
Juva, Valter	  3
Vuokko, Väikkö.	  3
Katavisto, Max Alfrid Wilhelm.	  3
Karvinen, Väinö.	  3
Kilburn, M. C.	  3
Kierkegaard, Søren.	  3
Nepomuk.	  3
Karhunen, Onni.	  3
Kankaanpää, Väinö.	  3
Yrjö A. K.	  3
Kauppi, Juho.	  3
Kalakangas, J.	  3
Kauppi, Emil	  3
Jansen, J. J.	  3
Torvelainen, Juho.	  3
Ingman, W.	  3
Väänänen, Kalle	  3
Tirranen, M.	  3
Timm, Allan.	  3
Tikkanen, Eino.	  3
Hästesko, Elsa.	  3
Iliodor.	  3
Wallin, J. O.	  3
Holsti, Rudolf.	  3
Saarela, Antti	  3
Tallgren, K. Z.	  3
Tallgren, Anna-Maria.	  3
Saarinen, Santeri.	  3
Törnwall, Bertel.	  3
Hedman, Valfrid	  3
Havo, Tuomas.	  3
Harmou, L. L.	  3
Hammarström, R.	  3
Hammarsten, Fr.	  3
Stenroth, Fanny.	  3
Hallamäki, T.	  3
Hakkarainen, A.	  3
Winter, John Strange.	  3
Hagerup, Eiler.	  3
Hagelin, Sam.	  3
Idestam, Leonard.	  3
Spargo, John.	  3
Görner, C. A.	  3
Setälä, Vilho.	  3
Gunter, A. C.	  3
Puustinen, Juudas.	  3
Syster	  3
Hyttinen, Arvi	  3
Sjöblom, Frida.	  3
Schuré, Édouard.	  3
Gough, John B.	  3
Savolainen, Vihtori.	  3
Rösiö, P. J.	  3
Hoppu, K. W.	  3
Hope, Anthony.	  3
Frey, Johan A.	  3
Virta, Kyösti.	  3
Forsgren, Eemil	  3
Russell, Charles Edward.	  3
Fischer-Dückelmann, Anna.	  3
Feilitzen, Hjalmar von.	  3
Rosenkrantz, Palle.	  3
Erastow, Georg.	  3
Hirn, David Fredrik.	  3
Pöyhönen, Maiju.	  3
Ribbing, Seved.	  3
Hietalahti, Uuno.	  3
Liinamaa-Pärssinen, Hilja	  3
Ahtela, H.	  3
Engberg, Anna.	  3
Henty, G. A.	  3
Ekholm, Hjalmar.	  3
Ekblom, Heléna.	  3
Puhakka, P.	  3
Eekku.	  3
Dybdahl, Peter.	  3
Duveyrier, Anne Honoré Joseph.	  3
Ramsay, Henrik.	  3
Drake, Emma F. Angell.	  3
Iisalo, Osmo	  3
Helle, L. T.	  3
Piirinen, E.	  3
Coolidge, Susan.	  3
Conrad, Joseph.	  3
Collan, K. J. M.	  3
Heimburg, W.	  3
Bondestam, Gustav.	  3
Böhme, Margarete.	  3
Haydn, Joseph.	  3
Bögh, Erik.	  3
Bunge, G. von.	  3
Buchanan, Robert.	  3
Brotherus, K. R.	  3
Brofeldt, A.	  3
Harmaja, Hilja.	  3
Pakarinen, Weikko.	  3
Pahlman, Oscar.	  3
Nyberg, Mikael.	  3
Hannikainen, Lauri	  3
Nyberg, Carl.	  3
Lahti, Jalmari.	  3
Oravala, Aukusti	  3
Blomqvist, Johan Fredrik.	  3
Björkstén, Max.	  3
Hallio, Kustaa.	  3
Mäki, Matti E.	  3
Barker, Mauno.	  3
Habberton, John.	  3
Bardy, Henri.	  3
Baltzer, Eduard.	  3
Aulanko, Heino.	  3
Asp, Kustaa.	  3
Artti, Pontus.	  3
Haanpää, Mikko	  3
Haahti, Hannu	  3
Gummerus, Kaarlo.	  3
Godenhjelm, Hugo.	  3
Genetz, Hilma.	  3
Alexejeff, Th.	  3
Furuhjelm, Maria.	  3
Furuhjelm, Erik.	  3
Lind, Gustaf.	  3
Forel, Auguste.	  3
Aaltio, Eetu.	  3
Koivistoinen, Juho.	  3
Lehtonen, M.	  3
Loimaranta, Yrjö.	  3
Lehto, A. E.	  3
Lehtinen, Taavi	  3
Erich, Mikko V.	  3
Laitinen, Joh.	  3
Elenius, Edvard.	  3
Ekström, N.	  3
La Cour, Poul.	  3
Koti, Juhani.	  3
Koskimies, Kaarlo	  3
Kuusinen, Otto Wille	  3
Dohna-Schlodien, Nikolaus zu.	  3
Kortesuo, Katri.	  3
Krogerus-Ritoniemi, W. J. G.	  3
Corelli, Marie.	  3
Coppée, François.	  3
Knudsen, Jakob.	  3
Christmas, Walter.	  3
Kallio, Niilo	  3
K. K.	  3
Kaila, Eino	  3
Järvinen, Roope.	  3
Kellermann, Bernhard.	  3
Järvi, Matti.	  3
Järvi, Hanna.	  3
Jägerroos, B. H.	  3
Jurva, Aura	  3
Karilas, Yrjö.	  3
Joutsela, J. N.	  3
Werner, Elisabeth.	  3
Jinarajadasa, C.	  3
Bruun, Albert.	  3
Ackté, Aino	  3
Björklund, I. A.	  3
Björk, O. L.	  3
Buddén, E. J.	  3
Marck, Mary.	  3
Arrhenius, Svante.	  3
D'Annunzio, Gabriele.	  3
Allen, James.	  3
Ahlqvist, Viktor.	  3
Abelin, Rudolf.	  3
Savonen, Severi.	  3
Rissanen, Kalle	  3
Impivaara, Heikki.	  3
Marcuse, Julian.	  3
Zweigbergk, P. A.	  3
Nissinen, T.	  3
Hedberg, F. G.	  3
Hall, J. V.	  3
Laukki, Leo.	  3
Gossner, Johannes	  3
Forsman, Kaarle Valdemar.	  3
Cornelius Nepos	  3
Trygg-Helenius, Alli	  3
Spielhagen, Friedrich.	  3
Niemann, August.	  3
Jurwa, K. A.	  3
Darrow, Clarence S.	  3
Lebrecht, Aegydius	  3
Mercator, Gerardus	  3
Tuneld, Eric	  3
Gyldenstolpe, Michael Olai	  3
Filén, S. J.	  2
Stieler, Adolf.	  2
Alcenius, Josephus Joachimus	  2
Ursin, Nicolaus Abrahamus	  2
Scharenberg, P. S. von.	  2
Nordström, Jacob Johan	  2
Hallsten, Ilmi.	  2
Huhtala, K.	  2
Heinonen, G. A.	  2
Räsänen, Hilma.	  2
Lawrence, Abbot.	  2
Wetterhoff, Onni.	  2
Alopaeus, Magnus Jacob	  2
Sundell, Johan	  2
Rancken, Engelbrekt	  2
Wieselgren, H.	  2
Uddgren, H. E.	  2
Kocke, Anders.	  2
Tigerstedt, K. K.	  2
Sohlman, August.	  2
Nummelin, C. H.	  2
Schantz, G. von.	  2
Särkilax, Peder.	  2
Prants, Hindrik.	  2
Quennerstedt, Axel.	  2
Clarke, Edward Daniel	  2
Saint-Morys, Étienne Bourgevin Vialart de	  2
Djurberg, Daniel	  2
Odhner, Clas Theodor.	  2
Bremer, Robert	  2
Myšlaevski, A. Z.	  2
Mankell, Julius.	  2
Njuberg, A. G.	  2
Leinberg, Karl Gustav.	  2
Struve, F. G. V.	  2
Kivinen, K. M.	  2
Kunik, Ernst.	  2
Granström, E.	  2
Miljukov, A.	  2
Berezin, N.	  2
Pedischeff.	  2
Wrede, Henrik Otto.	  2
Gyllenius, Petrus Magni	  2
Eisen, M. J.	  2
Ehrenström, J. A.	  2
Coussange, Jacques de.	  2
Alfthan, A. v.	  2
Ahlén, Abraham.	  2
Montgomery, Gustaf.	  2
Michoud, Léon.	  2
Caspar, Jean-Jacques.	  2
Bornhak, Conrad.	  2
Fisher, Joseph R.	  2
Gerschau, Peter von.	  2
Liljeberg, K. A.	  2
Åberg, E.	  2
Hallberg, Carl Schamil	  2
Tanninen, Paul Richard	  2
Cajander, Victor Leonhard	  2
Getz, B.	  2
Tulindberg, Otto Ulricus	  2
Schultz, Johan Gustaf.	  2
Wargelin, John.	  2
Weske, M.	  2
Toivonen, Y. H.	  2
Wellewill, M.	  2
Schott, Wilhelm.	  2
Kellgren, H.	  2
Boller, Anton.	  2
Avellan, Gustaf Adolf	  2
Becker, Reinhold von	  2
Lindqvist, Victor.	  2
Hietakari, Eero.	  2
Kjerulf, Halfdan.	  2
Linsén, Gabriel	  2
Semenov, D.	  2
Forstén, Torsten.	  2
Törnegren, Carl Vilhelm	  2
Hulth, J. M.	  2
Kr. In. Olin	  2
Warburg, Karl.	  2
Sylwan, Otto.	  2
Robert, Auguste.	  2
Argelander, Fried. Wilh. Aug.	  2
Dietrichson, Lorentz.	  2
Boner, E. G.	  2
Carpelan, Wilhelm	  2
Heikel, S. M.	  2
Liewendal, Frans Oskar	  2
Korkunoff, N. M.	  2
Stenbäck, J.	  2
Snoilsky, Carl.	  2
Höijer, Otto.	  2
Lundahl, L.	  2
Lundmark, Janne.	  2
H-n	  2
Runeberg, Carolina	  2
Talmage, T. de Witt.	  2
-n.	  2
Mahlberg, Linda.	  2
Alttius, Emil.	  2
Lindqvist, Alexander.	  2
Haruzin, N. N.	  2
Boisgelin, Louis de.	  2
Wilson, William Rae.	  2
Walter, Edna.	  2
Tyszkiewicz, Hr.	  2
Tripplin, T.	  2
Taylor, Bayard.	  2
Stockfleth, Nils Vibe.	  2
Steveni, William Barnes.	  2
Rae, Edward.	  2
Otter, William.	  2
Meerman, Jan	  2
Leclercq, Jules.	  2
Gernandt-Claine, Jane.	  2
Galitzin, Emmanuel.	  2
Dietrichson, L.	  2
Daumont, Alexandre.	  2
Reguly, Antal.	  2
Reade, Arthur.	  2
Piccard, Eug. Ferd.	  2
Nielsen, Yngvar.	  2
Nicolay, Ludwig  von	  2
Sonen i Örnskog	  2
Knorring, Frans Peter von	  2
Hällström, Carl Petter	  2
Helms, Henrik.	  2
Ekman, Fredric Joachim	  2
Buch, Max.	  2
Baranoffski, S. I.	  2
Newmarch, Rosa.	  2
Hyren, Frederic.	  2
Ennes, B. A.	  2
Döbeln, E. G. von.	  2
Collin, J. G.	  2
Spåre, G. A.	  2
Howitt, Margaret.	  2
Lagerborg, Robert.	  2
Brahe, Per	  2
Ingerslev, A.	  2
Severin.	  2
Schauman, B. O.	  2
Rancken, C. W.	  2
Vesten, Tyr.	  2
Pissemsky, A. Th.	  2
Tallqvist, Th.	  2
Lojander, Hugo.	  2
Langenskjöld, K.	  2
Wirtanen, H.	  2
G. I-n.	  2
Kristanja.	  2
Wikman, Peter Gustaf.	  2
Weänänen, A. J.	  2
Eno Adam.	  2
Weiss, Th.	  2
Helsingius, G. A.	  2
A. H.	  2
D. W. G.	  2
Törnroth, Lars Henrik	  2
Tikkanen, Paavo	  2
Tandefelt, Otto	  2
Gamtšenko, S.	  2
Maikov, P. M.	  2
Maslovski, D. F.	  2
Svedberg, Anders	  2
Messaroš, P. I.	  2
Russobtovski, M.	  2
Stråhlman, Adolf Eberhard.	  2
Pilgrimen.	  2
Spener, Philipp Jakob.	  2
Skogman, David.	  2
Sellergren, Peter Lorenz.	  2
Segerdahl, A. M.	  2
Schubert, Gotthilf Heinrich von.	  2
Bonsdorff, Evert Julius	  2
Öhberg, Alfred.	  2
Uschakoff, Theodor.	  2
Schartau, Henrik.	  2
Talmage	  2
Sadelin, Petrus Ulricus Ferdinandus	  2
Schauman, Frans Ludvig	  2
Rosenborg, Johan Wilhelm.	  2
Romani, Felice.	  2
Stenroth, Oswald.	  2
Boucherett, Jersy.	  2
Stugau, Carl.	  2
G. S.	  2
V. Ö.	  2
Sivén, Albert.	  2
Polén, Rietrik	  2
Enberg, L. M.	  2
Afzelius, Fredrik Georg.	  2
Jernvall, Janne.	  2
Nonnen, Eduard.	  2
A. W:nen.	  2
Nielsen, Chr.	  2
Sprengtporten, Georg Magnus	  2
Thoresen, Anna Magdalene.	  2
Tanner, Henrik.	  2
Taan, Johan Aleksander.	  2
Petander, K. E.	  2
Jung, J.	  2
Soltan, Henry William.	  2
Monod, Adolphe.	  2
Schoug, Ernst Hjalmar Theodor.	  2
Sandberg, Johan Fredrik.	  2
Runeberg, Robert	  2
Rothsten, F. W.	  2
Sawon Lassi	  2
Plockhorst, B.	  2
Nissen, J.	  2
Lieto	  2
Löfving, Stefan	  2
Lindström, G. I.	  2
Mühlbach, Louise.	  2
Hartelius, Truls Johan.	  2
Hamilton, James.	  2
Edgren, Anne Charlotte.	  2
Ignatius, Bengt Jacob	  2
Ingman, A. W.	  2
Hübner, Johannes.	  2
Karelin.	  2
Wilma.	  2
Wegelius, Johan Alarik.	  2
-l-b-s.	  2
Grundtvig, N. F. S.	  2
Maukonen, Johannes.	  2
Giers, Eric P.	  2
Posse, Elisabeth.	  2
Frosterus, Adolf Emil.	  2
Pfaler, Karl Elis Leonard von.	  2
Overskou, Thomas.	  2
Monell, Gregorius.	  2
Ramus, Jonas.	  2
Friman, Tuomas	  2
Lilius, Aukusti	  2
Langhans, Christian.	  2
Lacoppidan, Hans Georg Adolph.	  2
Frese, Amelie de.	  2
Karppinen, Immanuel.	  2
Floman, Wilhelm.	  2
A. Gt.	  2
Geikie, Archibald.	  2
Edlund, Erik Oskar.	  2
-r-r	  2
-nw-	  2
Tromlitz, A. von.	  2
Wirsén, Carl David af.	  2
Wegelius, Henrik Eliel	  2
Tuuri, Gabriel.	  2
Tuomi.	  2
Tauler, Johannes.	  2
Tamsén, Johan Ismael.	  2
Feilitzen, Otto von.	  2
Favén, Anders Emil.	  2
Essen, Carl Gustaf von	  2
Tammelin, Erik Johan.	  2
Aatto S.	  2
Calamnius, Gabriel	  2
Brax, Pekka.	  2
Ehrström, Fredrik August	  2
Snellman, Johan Ludvig.	  2
Sjölin, Jaakko.	  2
Smedman, Karl.	  2
Sarlin, Bernhard Kristfrid.	  2
Salamnius, Mattias	  2
Sahlertz, Ivan.	  2
Creutlein, Axel Richard Mauritz.	  2
Collan, Fabian	  2
Cnattingius, Anders Jacob.	  2
Cleve, Otto Henrik.	  2
Rochat, L. L.	  2
Qvist, Carl Immanuel.	  2
Pärn, Jakob.	  2
Cammarano, Salvadore.	  2
Putkonen, Matthias.	  2
Prime, Samuel Irenaeus.	  2
Pressensé, E. de.	  2
Prætorius, Stefanus.	  2
Olander, K. M.	  2
Nyman, Karl Sanfrid.	  2
Nyberg, Bernt Axel.	  2
Niemelä, Nestor	  2
Müller, Heinrich.	  2
Molin, Charlotta.	  2
Böcker, Carl Christian	  2
Mannteuffel, P.	  2
Wothe, Anny.	  2
Macaulay, Thomas Babington.	  2
Lähti, Juho.	  2
Sampoinen.	  2
Schweitzer, Ph.	  2
Ljungh, Ernst.	  2
Lewis, David.	  2
Kurtz, Johann Heinrich.	  2
Kyösti.	  2
Kindvall, C. A.	  2
Kerppola, Kaarlo Fredrik.	  2
Kallén, Johan Viktor.	  2
Koito.	  2
Jung, Johann Heinrich.	  2
Ingelius, Helena.	  2
Sissala, Eero	  2
Heimer, Alfred B.	  2
Hall, John Vine.	  2
Grönmark, G. E.	  2
Goldkuhl, August Edvard.	  2
Geibel, Emanuel.	  2
Fröleen, Johan Fredrik.	  2
Routanen, B. L.	  2
Europæus, Anders Theodor.	  2
Esmarch, Johannes Friedrich August von.	  2
Erismann, Friedrich.	  2
Dahlström, Selim Gustaf.	  2
Palmén, Johan Philip	  2
Blicher, Steen Steensen.	  2
Nyholm, Abel	  2
Berlin, Nils Johan.	  2
Bellman, Carl Michael.	  2
Bauer, Th.	  2
Baudewin, Johann	  2
Barbier, Jules.	  2
Aschan, Pekka.	  2
Schubin, Ossip.	  2
Paulsen, John.	  2
Andersson, Nils Johan.	  2
Voss, Richard.	  2
Mairet, Jeanne.	  2
Andelin, Anders.	  2
K. A. A.	  2
Buus, N. P. J.	  2
Bock, Carl Ernst.	  2
Blomqvist, Anna Catharina.	  2
Benecke, B.	  2
Ashworth, John.	  2
Arthur, Thimoty Shay.	  2
Arppe, Adolf Edvard.	  2
Andersin, Emil.	  2
E. Ag	  2
Wägner, Sven.	  2
Westerling, Arvid Mortimer.	  2
Wallström, Erik.	  2
Turner, Ethel S.	  2
Thornton, J. P.	  2
A-a	  2
Stutzer, Albert.	  2
Schwartzberg, Johannes	  2
Schück, Henrik.	  2
Sallustius Crispus, Gaius.	  2
Saarinen, Taavi Aleksanteri.	  2
Runeberg, Fredrika	  2
Richardson, Benjamin Ward.	  2
Relander, Felix	  2
Reinbeck, Emil.	  2
Rantala, Pauli.	  2
Pansy.	  2
Nyberg, Knut Uno.	  2
Nielsen, Anton Laurids.	  2
Möller, Otto M.	  2
Müller von Köningswinter, Wolfgang.	  2
Lundqvist, Ernst Gustaf.	  2
König, Samuel.	  2
Suonio, Aino.	  2
Korpela, Kalle.	  2
Kahva, K. E.	  2
Kivistö, Jaakko	  2
Wise, Daniel.	  2
Weilin, Yrjö	  2
Varén, J. I.	  2
Hyyryläinen, Otto.	  2
Petander, F. L.	  2
Reijonen, Erkki.	  2
Tiselius, Daniel.	  2
Stenbäck, Lyydi	  2
Dahl, Jonas.	  2
Steinhofer, Friedrich Christoph.	  2
Nummelin, Emil.	  2
Nord, Peder	  2
Souvestre, Émile.	  2
Sokolov, D.	  2
Ternstedt, Johannes.	  2
Lyytinen, M.	  2
Mickvitz, H. von.	  2
Höcker, Gustav.	  2
Suum cuique	  2
Schwartzberg, Henrik.	  2
Schmidt	  2
Wright, Adolf von.	  2
Sarlin, Konstantin.	  2
Sariola, Heikki.	  2
Elna.	  2
Sallmén, Adam Hjalmar.	  2
Hårdh, Rafael.	  2
Huuskonen, Antero.	  2
Huovinen, Kusti.	  2
Roos, Gustaf.	  2
Lindeman, Voldemar.	  2
Londen, Lilly.	  2
Lundqvist, August.	  2
Lindroos, Karl.	  2
Rostedt, Robert.	  2
Rautanen, Antti.	  2
Rautell, Frans Anders.	  2
Laveleye, Émile de.	  2
Lau, Samuel.	  2
Parila, Tuomas.	  2
Hjelt, Otto Jonatan.	  2
Haanpää, J.	  2
Hellwald, Friedrich Anton Heller von.	  2
Hellman, Juho.	  2
Kurtén, Lennart.	  2
Krook, Max.	  2
Kellner, L.	  2
Heikel, Sofia Antoinette (Netta).	  2
Ikonen, Karl Leander.	  2
Fristedt, Johan Conrad August.	  2
Colman, Julia.	  2
Björkenheim, Adolf Edvard.	  2
Fennander, O. W.	  2
Ekelund, Bror Michael.	  2
Eichorn	  2
Flach, Axel Wilhelm.	  2
Vierimaa, Juho Eemil.	  2
Westerholm, Karl Uno Alexander.	  2
Kemmler, Gottlob.	  2
Clarenburg, W.	  2
Drechsler, Yrjö.	  2
Diana, Manuel Juan.	  2
Bergh, Julius Immanuel	  2
Avellan, Edvin	  2
Ansas, Frans Ossian.	  2
Agricola, Mikael	  2
Juuti, K. J.	  2
Wuorinen, Anton	  2
Brofeldt, Kaarlo.	  2
Brandt, Christian Philip Heinrich.	  2
Wallace, Lewis.	  2
Hårdh, R.	  2
Hjelt, Otto.	  2
Eetu T.	  2
Boberg, O.	  2
Toukola, Aleks.	  2
Blomberg, Arthur Oliver.	  2
Swift, Jonathan.	  2
Blomberg, Karl Evert.	  2
Björkqvist, Anders	  2
Bettex, Frédéric.	  2
Bengel, Johan Albrecht.	  2
Silfvenius, Karl Wilhelm.	  2
Silander, H. F.	  2
Sihvonen, Fabian.	  2
Y. M.	  2
Mihailowa, E.	  2
Meyer, M. Wilh.	  2
Senwall, Kaarlo Vilho.	  2
Selmer, E.	  2
Grönlund, Karl.	  2
Segersvärd, Otto Wilhelm.	  2
Schübeler, F. C.	  2
Schiller, Ernst.	  2
Schlatter, A.	  2
K. F. S.	  2
Galanin, M.	  2
Marja S.	  2
Stenius, E.	  2
Sonck, Knut Emil.	  2
Rousseau, Jean-Jacques.	  2
Forsman, Ernesti.	  2
Suutarla, Zefanias.	  2
Reade, Charles.	  2
Paulli, Jakob.	  2
T. F. R.	  2
Palander, Gunnar.	  2
Putlitz, Gustav zu.	  2
Kröger, David Konstantin.	  2
Ohorn, Anton.	  2
Kanninen, Juhana.	  2
Kanniainen, Kyösti	  2
Nordlund, Kleofas Immanuel.	  2
Nissen	  2
Neovius, Ernst Fredrik.	  2
Nordensvan, Georg.	  2
Niemi,  Aukusti Robert	  2
Nervander, Flora Helena.	  2
Mecklin, Juhani Nikolai.	  2
Krohn, K.	  2
Moberg, K. Ad.	  2
Jusélius, Axel.	  2
Martensen, Hans Lassen.	  2
Mannelin, Johan Gustaf.	  2
Lydecken, Charlotta Maria.	  2
Macgregor, C. H. C.	  2
Lundin, Hilda.	  2
Jörgensen, Johannes.	  2
Jönsson, N.	  2
Ehrström, Erik.	  2
Levón, Edvard Eliel.	  2
Carstens, C.	  2
Leppänen, Pekka.	  2
Carger, Hilda.	  2
Lehtonen, Matti.	  2
Jyrkänne, Herm.	  2
Juutilainen, William Alfred.	  2
Lehto, F. E.	  2
Lankinen, J.	  2
Kåhlman, A.	  2
Kuusa, Pietari.	  2
Böök, Emil	  2
Biese, Ernst.	  2
Moberg, Adolf	  2
Kolde, Theodor.	  2
