author_name	Count
Polisadov, Ioann.	  1
Fleege, Gunnar A.	  1
Rosendal, Yrjö Otto.	  1
Rosenberg, Johan Sigurd.	  1
Rosch	  1
Fischer, Konstantin.	  1
Samburski, A.	  1
Wegelius, Walter.	  1
Wegelius, Karl J.	  1
Adelborg, Ottilia.	  1
Gwynne, Paul.	  1
Puustinen, Einar.	  1
Rolfsen, Nordahl.	  1
Weber, Th.	  1
Puttila, T.	  1
Tallbacka, Edv.	  1
Tabelle, Alice.	  1
Medborgare i östra Karelen.	  1
Söderström, Ivar.	  1
Rodionov, I. A.	  1
Rockefeller, John D.	  1
Robertson, F. W.	  1
Robbins, Elizabeth.	  1
J. R-mari.	  1
Sav'-Ojan Samppa.	  1
Paavonen, T. W.	  1
Wång-Flander, Astrid.	  1
Vasiljev.	  1
Pulkkinen, Kasper.	  1
Pulkkinen, Hermo.	  1
Rissanen, Aukusti.	  1
Rinne, Juhani.	  1
Rikala, Kalle.	  1
Söderman, Karl.	  1
A. Snd.	  1
Puhakka, Väinö.	  1
Söderholm, A.	  1
Wasenius, Hannes.	  1
I. R-nen.	  1
Scheveljagin, N. I.	  1
Riihiniemi, Ilmari.	  1
Riggenbach, Eduard.	  1
Wasastjerna, Sigrid.	  1
Voznesenski, A. I.	  1
Prével, Jules.	  1
Preutere, Erik.	  1
Wallin, Emy.	  1
Migulin, P.	  1
Pratt, Ambrose.	  1
Wrede, Otto.	  1
Pouttu, Matti.	  1
Mikael	  1
Pottier, Eugène.	  1
Potapenko, Ignatij Nikolaevič.	  1
Posse, Sigrid.	  1
Poshitnow, K. A.	  1
Porthan, Lennart.	  1
Karpoff, A. G.	  1
Reimer, Christine.	  1
Maartens, Maarten.	  1
Waldén, Elin.	  1
Wahlsten, Edwin.	  1
Wahlroos, Gunnar.	  1
Wahlenberg, Anna.	  1
Winqvist, Gustaf.	  1
Wilson, J. A.	  1
Polviainen, Jehki J.	  1
Pokitonoff, Mathilde.	  1
Pohl, Emil.	  1
Willebrand, Herman von.	  1
Pohjalainen, Pekka.	  1
Wikström, E.	  1
Wikman, Anders.	  1
Vidal, F.	  1
Gånge, Rolf.	  1
Pohjanvuori, F.	  1
Pohjanpalo, Maija.	  1
Johansson, Petter.	  1
Hult, Werner.	  1
Homén, B.	  1
Enckell, Carl	  1
Plym-Forshell, J.	  1
Plehanov, Georgi.	  1
Cedercreutz, Ed.	  1
Albrecht, Uno.	  1
Wichmann, Julie.	  1
Wetterstrand, G. A.	  1
Piponius, E. A.	  1
Pimenova, E.	  1
Reich, A.	  1
Rehbinder, Berndt Otto.	  1
Piisinen, Otto.	  1
Såltin, Gunnar.	  1
Rawson, Maud Stepney.	  1
Ravn, F. Kølpin.	  1
Monisti.	  1
Rautapää, Hugo.	  1
T. H.	  1
Jakobson, Naima.	  1
Cederhvarf, Björn.	  1
Donner, Harry.	  1
Rathborne, Georg.	  1
Tschepurnoff, A.	  1
Mukanaollut.	  1
Rantala, Eino.	  1
Ransome, Arthur.	  1
Pieles.	  1
Thyrén, J.	  1
Raleigh, Walter.	  1
Björling, Gustaf	  1
Theslöf, Gösta	  1
Nohrström, Holger.	  1
Therman, Ernst.	  1
Perttilä, V.	  1
Tegengren, K. V.	  1
Raevuori, Yrjö.	  1
Perfall, A. von.	  1
Racine, Jean.	  1
Gehrke, Johan.	  1
Tavaststjerna, H.	  1
Taskinen, K.	  1
Tapani, Juho.	  1
Raabe, Vilhelm.	  1
Tallqvist, Gösta.	  1
Quiding, Annie.	  1
Zuiding, Annie.	  1
Paysen, Petersen Georg.	  1
Murray, E. G. Grenville.	  1
Murray, E. E.	  1
Roos, Emil.	  1
Reuter, J.	  1
Svahnström, A. R.	  1
Suominen, Teodor.	  1
Stackelberg, Nathanael von.	  1
Sund, Viktor	  1
Hermione.	  1
Ekholm, Hugo J.	  1
Sahlgren, Jöran.	  1
Soveri, Henricus F.	  1
Kösse.	  1
En gammal f. d. medlem.	  1
Stråhle, Lennart.	  1
K.	  1
Nerman, Birger.	  1
Röneholm, Hilda.	  1
Paronen, Kalle.	  1
Hongell, Alma	  1
Renkonen, W. O.	  1
Streng, Emmy.	  1
Hasselblatt, Emil	  1
Stenholm, Alex.	  1
Stenbäck, Volter.	  1
Mulford, Prentice.	  1
Stenberg, Lolo.	  1
Palmgren, Valfrid.	  1
Simons, G. A.	  1
Torbiörnsson, Tore.	  1
En pedagog.	  1
Cederschiöld, G.	  1
Simonnot, E.	  1
Storgårds, Gustaf	  1
Palm, Emil.	  1
Lidén, Evald.	  1
Palitsin, Sergei.	  1
Montell, Wilhelm.	  1
Monod, A.	  1
Stjernvall, J.	  1
Molloy, Fitzgerald.	  1
Reino, O.	  1
Stead, W. T.	  1
Renvall, Gerhard.	  1
Hallberg, Mauritz.	  1
Gustavsson, Matts.	  1
Selander, Adèle.	  1
Winge, Harald.	  1
Paasikangas, Väinö.	  1
Paananen, Henni.	  1
Oxenford, Ina.	  1
Scott-Moncrieff, C. W.	  1
Sperling, J.	  1
G. R. F.	  1
Ostroumow, St.	  1
Osterloh, Agnes.	  1
Okulov, Sergei.	  1
Engström, Björn.	  1
Orzsezko, Eliza.	  1
Schvindt, V.	  1
Schwering, Axel von.	  1
Schur, Israel.	  1
Orjatsalo, Aarne	  1
Schultz, Oskar.	  1
Schultén, Ingrid af.	  1
Schoultz, Carl Johan.	  1
Schmidt, Gustav.	  1
Schildt, Holger.	  1
Schildt, Alfred.	  1
Sjöström, Lennart.	  1
Sjöström, Konstantin.	  1
Sjölund, K.	  1
W-r S-m.	  1
Olsson, P.	  1
Saxén, Bruno.	  1
Sjöblom, J. Ch.	  1
Sjöblom, Irene.	  1
Sarparanta, Lauri.	  1
Sarlin, Emil.	  1
Sjöblom, Christian.	  1
Sandmarck, Göran.	  1
Sandelin, J. F.	  1
S. A.	  1
Saltzman, Fredrik	  1
Salonius, A. H.	  1
Salonen, Hugo T.	  1
Rancken, Dodo.	  1
Oehninger, Friedrich.	  1
Näver, Jussi.	  1
Wm Ry.	  1
C. H. P.	  1
Rosenqvist, Axel.	  1
Nyberg, Arvid.	  1
Suomela, Sampo.	  1
Runkrantz, E. A. W.	  1
Ramm, Ernst von.	  1
Polén, Jenny.	  1
Räsänen, Isak.	  1
Runeberg, Birger.	  1
Pirilä, P. W.	  1
Pipping, Joseph.	  1
Rohde, Otto.	  1
Pipping, Aline.	  1
Durham, Wm H.	  1
N:o 12.	  1
Rosenthal, Moritz.	  1
Nuotio, Teuvo.	  1
Putkisto, K. I.	  1
Pell, Jovard.	  1
Peróff, Iv.	  1
Nordenstreng, Arvid.	  1
Norden, Julius.	  1
Norborg, Johannes.	  1
Noailles, Mathieu de.	  1
Niemi, Juho.	  1
Nicolaïe, Louis Francois.	  1
Nicholson, Isa.	  1
Needran, Andrews.	  1
Nathusius, Martin von.	  1
Narrey, Ch.	  1
Möller, Isted.	  1
Mäkinen, Kaarlo K.	  1
Pikkuviljelijä.	  1
Mäkelä, H. O.	  1
Riitahuhdan Esa.	  1
Myging, H. J.	  1
Muukka, Elias.	  1
Muttilainen, Karl Johan.	  1
Mustamaa, Eia.	  1
Kumpulainen, Ida Sofia.	  1
J. K-la	  1
Kube, Heinrich.	  1
Saukko.	  1
Krestowski, Wsevolod.	  1
Kravchinsky, Serge Mikhailovitsh.	  1
Krause, W.	  1
Krasinski, Zygmunt.	  1
Kovero, Martti.	  1
Koskimies, K. V.	  1
Koskimies, Akseli.	  1
Koskenhovi, P. A.	  1
Korvenkoski, Viktor.	  1
Tuntematon.	  1
Korpela, t. Hj.	  1
Korpela, Kaarle.	  1
Korhonen, Kaarlo.	  1
Koerff, Modest von.	  1
Konow, Carl.	  1
Komonen, Antti.	  1
Kolehmainen, L. P.	  1
Kol van.	  1
Kokkola, A. J.	  1
Kokko, Simo.	  1
Kohut, Adolph.	  1
Kljutshevskij, V.	  1
Klemettilä, Matti	  1
Klaara.	  1
Kivinen, Pentti.	  1
Kivikari, A.	  1
Kivi, Jalo.	  1
Kipen, A.	  1
Salanimi.	  1
Fieandt, H. von.	  1
Minkkinen, Aapel.	  1
Nyberg, Paul.	  1
Nyberg, Otto Fr.	  1
Storm, Sten	  1
Novorusskij, M.	  1
Hjälm, Siri.	  1
Wide, Widar.	  1
Nordström, Åke.	  1
Nordström, Ludvig.	  1
Nordström, J. E.	  1
Nordqvist, Harald.	  1
Nordman, Tekla.	  1
Nordman, Alli.	  1
Nordman, Adolf Eliel.	  1
Nordlund, Berta.	  1
Nilsson, Axel.	  1
Nikander, Ivar.	  1
Panelius, Emil.	  1
Palmroth, Artur.	  1
Palmberg, Bertil Albert.	  1
Neovius, Werner.	  1
Mielikäinen, E.	  1
Neovius, Harald.	  1
Michaelis, Richard.	  1
Lunding, Astrid.	  1
Nandelstadt, Bertha von.	  1
Mölsé, Wilhelm.	  1
Möller, Max.	  1
Jaakkola, Eemeli.	  1
Mäkelin, Yrjö.	  1
Mygind, H. J.	  1
Murray, C. C.	  1
Nyström, Gunnar.	  1
Merentausta, J.	  1
Morgan, R. C.	  1
Moliis-Mellberg, G.	  1
Meno, K. Eliel.	  1
Menzies, Allan.	  1
Mendès, Catulle.	  1
Bennett, Arnold.	  1
Mattsson, Aug.	  1
Palkeinen, Juho.	  1
Palivanoff, Peter Sergejevitsch.	  1
Otto, C. A.	  1
Orloff, P.	  1
Mikkola, L.	  1
Suolahti, E.	  1
M-r	  1
Meyer, Johann Jakob.	  1
Linnaniemi, Walter L.	  1
Korvenkontio, V. A.	  1
Mexmontan, Mauritz.	  1
Mz Mxn.	  1
Mc Noir Wright, Julia.	  1
Granqvist, Gunnar.	  1
Mc. Mahon, John.	  1
Maurey, Max.	  1
Matthiesen, H. I. F. C.	  1
Matthias, Adolf.	  1
Gombocz, Zoltán.	  1
Kerr, Charles H.	  1
Martin, L.	  1
Kellner, O.	  1
Liljeqvist, Oscar.	  1
Liljefors, Axel.	  1
Liljeblom, E.	  1
Mechelin, Adolf.	  1
Marschaniso, Matteran.	  1
Marjanen, Väinö.	  1
Lybeck, Paul Werner.	  1
Malm, Richard.	  1
Mallet, Ethel M.	  1
Lönnqvist, Bernt.	  1
Kegel, Max.	  1
Lunelund, Harald.	  1
Lundström, Alex.	  1
Matareva.	  1
En folkhögskoleman.	  1
Lundén, O. W.	  1
A. M-aa.	  1
O. L-m.	  1
Leino, Eila.	  1
Lucko, Y. Y.	  1
Mangold, H. V.	  1
Mangasarian, M. M.	  1
Malmivaara, Väinö.	  1
Ljung, Vidar.	  1
Fieandt, Alvar von.	  1
Kauhanen, Walfrid.	  1
Kastman, C.	  1
Lisowskij, M.	  1
Macgregor, G. H. C.	  1
Mac Fadden, Bernarr.	  1
Linna, H. I.	  1
Karlsson, Lars Erik.	  1
Lavonius, M.	  1
Lavonius, Herman.	  1
Lavisse, Ernest.	  1
Laurent, K. A.	  1
Lindqvist, Bruno.	  1
M. B. K.	  1
A. L.	  1
Lindgren, Aug.	  1
Langenskiöld, G.	  1
Langenskiöld, Fabian.	  1
Kari, Juho.	  1
Karadja, Mary.	  1
Kapari, P.	  1
Kantola, Vilho.	  1
Lindén, Aleksander.	  1
La Cour, L. F.	  1
Labbart, R. M.	  1
Lindberg, Werner Th.	  1
Lindberg, Verner.	  1
Lindberg, Axel.	  1
Landgren, Atte.	  1
Kankeleit, A.	  1
Blomstedt, Kaarlo.	  1
Kankaanranta, O. V.	  1
Kankaapää, Elias.	  1
Kansanopistomies.	  1
Kampf, Leopold.	  1
Löken, Olaug Marie.	  1
Savander-Sarvi, Otto.	  1
Landén, Ab.	  1
Lampenius, K. W.	  1
Stammen.	  1
Kallio, Juho.	  1
Lyytikäinen, Lydia.	  1
Lyytikäinen, Lauri.	  1
Kalliala, Inkeri.	  1
Lytton, Neville.	  1
Kallia, Onni.	  1
Luukkonen, Emil	  1
Merikallio, Lauri.	  1
Fellman, Isak	  1
J. P. R.	  1
Kakko, Heikki.	  1
Kajawa, Yrjö.	  1
Kåhlman, W.	  1
Wallén, Karl W. E.	  1
Mac Kunnie, P.	  1
Kurck, Gabriel	  1
Lundgrén, Johan Fredrik.	  1
Kaila, Aina.	  1
Lundahl, Carl.	  1
Lund, Troels.	  1
Lund, Henrik.	  1
Kumlin, Aarne.	  1
Kuhlman, A. K.	  1
Ludvig, Otto.	  1
Lubin, Andrei.	  1
Iivari, Järvelä.	  1
Järvelä, Iivari.	  1
Järnefelt, Elisabeth.	  1
Lombroso, Cesare.	  1
Loimaranta, Aimo Lauri Vilho.	  1
Juuti, Toimi	  1
Kahma, Liina.	  1
Lissagaray, Prosper-Olivier.	  1
Kranck, W.	  1
D. W.	  1
Linnove, Heikki	  1
Linna, Huugo Immanuel.	  1
Kaasalainen, Antti.	  1
Krt.	  1
Lindqvist, Aaro Arvid.	  1
Lindholm, Valdemar.	  1
E. E-r.	  1
Estlander, S.	  1
Essen, Gustaf von.	  1
Lindemann, H.	  1
Erkko, Eero	  1
Jürisson, Mihkel.	  1
Junttila, Frans.	  1
Lindell, Per.	  1
Lindell, Oscar.	  1
Lindberg, Jarl.	  1
Linck, E.	  1
Wilh. M.	  1
Juliusburger, Otto.	  1
Erastoff, Georg.	  1
Liebknecht, Karl.	  1
Engel, Abraham.	  1
Engdahl, John.	  1
Levämäki, Salomon.	  1
A-e v. K.	  1
Knàpe, Harry.	  1
Leuven, A.	  1
Ludvig, Lessen.	  1
Tvänne Åbo-bor	  1
Juhannus, Ossi	  1
Medborgare	  1
Johansson, Joh. A.	  1
Emeljanoff, Nikolaj.	  1
Floks.	  1
Elving, H.	  1
Lenk, Margareta.	  1
Johannesdotter, Anna Mathilda Cecilia.	  1
Lempinen, K.	  1
Jauhiainen, Anna.	  1
Leino, W.	  1
Karlsson, Karl Axel.	  1
Grunér, Arthur.	  1
Lehtoranta, T.	  1
Lehtonen, Helmi Lydia.	  1
Ekström, Sanny.	  1
Lehtonen, A.	  1
Lehto, Frans.	  1
Ekman, Gunnar	  1
Eklöf, Harald.	  1
Janssen, Borge.	  1
Janson, Chr.	  1
James, Florence.	  1
Jalanne, Juhani.	  1
Legrain, M.	  1
Legien, Carl Rudolf.	  1
Jahnsson, Hilma.	  1
Jacobsson, Santeri.	  1
Jacobshagen, C.	  1
Jacobsen, J. P.	  1
Jacobianus, Josef.	  1
Kalthoff, Albert.	  1
Jaakkola, K. J.	  1
Kalima, Tauno	  1
Laurin, Carl G.	  1
Launhardt, Wilhelm.	  1
Kaila, Lauri G. G.	  1
Kalervolainen, Kauko.	  1
Lassila, Sakarias.	  1
Dwyer, Th. Augustine.	  1
Durkheim, É.	  1
Larsson, A. P.	  1
Maanpakolainen.	  1
Issaieff, A. A.	  1
J. L.	  1
Ispanovits, Santeri.	  1
Åberg, Hj.	  1
Meikäläinen, Matti	  1
Langlet, Valdemar.	  1
Lamb, Ruth.	  1
De Pont, Fanny.	  1
Väisälä, Kalle.	  1
Chapelle, Albert de la.	  1
Laitinen, Artturi.	  1
Livingstone, David.	  1
Airaksinen, Joh.	  1
Ikäläinen, E.	  1
Kosteinlahti, Annikki.	  1
Ihamuotila, A. A.	  1
Högberg, Olof.	  1
Dannholm, Johannes.	  1
Dahlberg, Åke.	  1
Aug. D-k.	  1
Curtil, André.	  1
Wessu, Ee Vuu.	  1
Lagerholm, J.	  1
Dahl, G.	  1
Vainio, Armi.	  1
Wolontis, Josef.	  1
König, Ewald A.	  1
Cooper, Edward H.	  1
Hytönen, Sulo M.	  1
Hyndman, H. M.	  1
G. A. H.	  1
Colliander, Seb.	  1
Kärnä, Walter.	  1
Colliander, A. N.	  1
Kärki, Anna.	  1
Wiré́n, Edvin.	  1
Collan, Adèle de.	  1
Kähler, Martin.	  1
Claesson, Jean.	  1
Hurmerinta, A.	  1
Ivanheimo, Aleksi.	  1
H., Matti.	  1
Hubbart, Elbert.	  1
Hornung, Ernst William.	  1
Hoppu, Kaarlo.	  1
Hopf, A.	  1
Gammalfennoman.	  1
Küster, Julius.	  1
Honkavaara, O.	  1
Honka, U.	  1
Westman, Paul-Eric.	  1
Kurvinen, Esteri S.	  1
Kuronen, P. V.	  1
Holyoake, G. J.	  1
Cederholm, Arne.	  1
Holt, Emily Sarah.	  1
Holsti, Helge.	  1
Holm, Olof.	  1
Åkesson, Å. P.	  1
Cedercreutz, Nanny	  1
Ala	  1
Hofsten, J. C. von.	  1
Hoffman, Otto.	  1
Hoffman, Henrik.	  1
Hoffman, Oskar.	  1
Hocking, Silas K.	  1
Östberg, Karl.	  1
A. -der.	  1
Castrén, Ola.	  1
Ziethe, W.	  1
Ziegler, Clara.	  1
R. C.	  1
Zangwill, Israel.	  1
Zahrtmann, Sophie.	  1
Calonius, Matthias	  1
Hirvikanta, Valde.	  1
Hirschlaff, Leo.	  1
Hirsch, Joh. L.	  1
Hintze, Alex.	  1
Vasström, Eric.	  1
Hesse-Wartegg, Ernstv.	  1
Burjam, A. W.	  1
Hertzberg, Mikael.	  1
Hertwig, Robert.	  1
Hendrickson, Martin.	  1
Bruyn-Ouboter, Ernst de.	  1
Helomaa, Juho.	  1
Wallenius, Allan.	  1
Hellström, Paul.	  1
Bruce, Anders de.	  1
Wahlroos, Hanna.	  1
Wahlroos, G. Wald.	  1
Helkiö, Onni E.	  1
Väänänen, Albin Fredrik.	  1
Bruhn, Karl	  1
Väinölä, Rudolf.	  1
Wäinölä, Ilmari.	  1
Antipin, Waldemar.	  1
Broman, Fred. H. G.	  1
Wägner, Elin.	  1
Rudini, Alba.	  1
Brenner, Widar	  1
Bremer, Ruben.	  1
Wuorinen, Taimi.	  1
Wuorimaa, Aarne.	  1
Jyrki.	  1
Brandt, Otto.	  1
Vorländer, Karl.	  1
Brandt, Adelaide.	  1
Woldt, Richard.	  1
Voipio, Aarni.	  1
Heino, J. A.	  1
Heininen, K.	  1
Heinrich, Heine.	  1
Brander, V.	  1
S. B.	  1
Wister, Owen.	  1
Brady, Cheyne.	  1
Virvatuli, Annikki	  1
Brander, Oskar.	  1
Virvonen, Arvo.	  1
Born, Eric von	  1
Heiki, Eli.	  1
Joka tuleva oli.	  1
Borg, Harald.	  1
Borenius, Anna-Lisa.	  1
Virokannas, Fr.	  1
Heiberg, Gunnar.	  1
Hegeler, Wilhelm.	  1
Uggla, John	  1
Winther, Hedwig.	  1
Regulus.	  1
Törnqvist, Fritjof.	  1
Winter, A.	  1
Winsch, Wilhelm.	  1
Wilson-Carmichael, Amy.	  1
Mrs Alexander.	  1
Heckscher, Eli F.	  1
Williams, Harald Whitmore.	  1
Bonsdorff, Artur von.	  1
Hawthorne, N.	  1
Bonnevie, Sofie.	  1
Vilkuna, T.	  1
Hauptmann, Gerhart.	  1
Haukanpää, Kaarlo.	  1
Hasti, Anton.	  1
Harvio, J.	  1
Terhola, Lauri.	  1
Wiljakainen, A.	  1
Wilén, Agda.	  1
Wildenbruch, Ernst v.	  1
Wikström, Sigrid.	  1
Korhonen, Aleks.	  1
Harjunen, S. D.	  1
Takolander, Gunnar.	  1
Wiitanen, Wihtori.	  1
Viita, K.	  1
Hannikainen, A.	  1
Widma, Oskar.	  1
Wichmann, Einar.	  1
Hammarén, J. E.	  1
Halbe, Max.	  1
Vesanen, Vihtori.	  1
Wesa, Aug.	  1
Wernberg, Hjalmar.	  1
Wergeland, Haakon.	  1
Wennervirta, L.	  1
Wennerholm, J.	  1
Wennergren, A.	  1
Tawaststjerna, A.	  1
Hagelberg, K. T.	  1
Raekallio, Joh.	  1
Haataja, V.	  1
Wikström, Lennart.	  1
Haataja, E.	  1
Seppä, Toivo.	  1
Weimer, Hermann.	  1
Aura, Juho.	  1
Weilin, Ebba.	  1
Vehviläinen, Lyyli.	  1
16. 17. 18.	  1
13. 14. 15.	  1
10. 11. 12.	  1
7. 8. 9.	  1
4. 5. 6.	  1
Finis.	  1
Vazov, Ivan.	  1
1. 2. 3.	  1
Å. Ä. Ö.	  1
X. Y. Z.	  1
S. T. U.	  1
P. Q. R.	  1
M. N. O.	  1
Vaulo, K. V.	  1
Haanpää, Vilho.	  1
J. K. L.	  1
G. H. I.	  1
D. E. F.	  1
Guyot, Yves.	  1
Anstey, F.	  1
Gusjev-Orenburgski, D.	  1
Seligson, Salomon.	  1
Bockström, Elsa.	  1
Gumplowicz, Ladislaus.	  1
Blåfield, Emil.	  1
Blomqvist, Robert.	  1
Warwick, Sidney.	  1
Wartiainen, Iisakki.	  1
Blomqvist, Hugo.	  1
Grünewald, Theodor.	  1
Svensson, Emil.	  1
Blomberg, K. G.	  1
Svensson, Axel B.	  1
Segerstråle, Lennart.	  1
Björkenheim, Gösta.	  1
Sederholm, Edwin.	  1
Valvanne, Hugo.	  1
Walton, William.	  1
Valtola, Viljami.	  1
Bjugg, Emil.	  1
Grigorjeff, L.	  1
Griffiths, Arthur.	  1
Gränö, J. G.	  1
Gränö, Johannes.	  1
Puke, Sven.	  1
Schröer, Gustav.	  1
Hill, E. Headon.	  1
Waltala, Esko	  1
Gosse, Edmund.	  1
Walta, F.	  1
Gordon, Ph.	  1
Gommesen, P.	  1
Schlosser, G.	  1
Valo, J. V.	  1
Strömborg, Signe.	  1
Gnauck-Kühne, Elisabeth.	  1
Gladden, Washington.	  1
Gizycki, Georg von.	  1
Gioberto, Francesco.	  1
Wallenius, Arvid.	  1
Walldén, K. W.	  1
Valkonen, Robert.	  1
Gershuni, G.	  1
Gerbidon, Marcel.	  1
W. W-ma.	  1
Geitel, M.	  1
Geismear, Leo M.	  1
Storbjörk, J.	  1
Gegetshkor.	  1
Christierson, C. G. von.	  1
Stenius, Rainer	  1
Stenbäck-Lönnberg, Signe	  1
Gebert, Ernst.	  1
Gardener, Helen H.	  1
Wilskman, A.	  1
Gallon, Tom.	  1
Gagbeur, Bernhard.	  1
Gadelius, B.	  1
Gad, Emma.	  1
Gaboriau, E.	  1
Eräs lasten ystävä	  1
Fulda, Ludvig.	  1
Fuchs, Friedrich.	  1
Waaramäki, Sigrid.	  1
Vaara, Mikko.	  1
Vettenranta, Valo.	  1
Vaara, Ilo.	  1
Sundström, Sigfrid.	  1
Frommel, Otto.	  1
Fried, Alfred H.	  1
Freyberg, A.	  1
Fredro, J. A.	  1
Fredriksson, Gustaf.	  1
Francé, R. H.	  1
Forest, P. A. de.	  1
Flick, L. F.	  1
Flemming, Gust.	  1
Ficher, Frans.	  1
Fibiger, A.	  1
Féwal, Paul.	  1
Havukka, Ukko.	  1
Pipping, Rolf.	  1
Unger, A. W.	  1
Törnvall, Ernst Agaton.	  1
Tönniges, C.	  1
Rodziewitch, Etienne.	  1
Tuuri, Väinö A.	  1
Eronen, Oliwer.	  1
Eneberg, Karl Fredrik.	  1
Tuores, J.	  1
Jeffery, Jos. A.	  1
Emerson, Ralph Waldo.	  1
Tuohimaa, Eino Iivari.	  1
Woitto E.	  1
Elonen, Kosti.	  1
G. A. E.	  1
Tukiainen, M.	  1
Savolin, M.	  1
Tuglas, Friedebert.	  1
Berndtson, Fjalar.	  1
Tshaikovski, M.	  1
Eichendorff, Joseph von.	  1
Treller, Franz.	  1
Bergbom, J. G.	  1
Bengelsdorff, Richard.	  1
Sandelin, Torsten.	  1
Eesti, Esa.	  1
Eeden, Frederik van.	  1
Torppa, Juho Reinhold.	  1
Behse, Emil.	  1
Behm, Fred.	  1
Ilmarinen	  1
Eden, Fannie.	  1
Tolvanen, Onni.	  1
Becker, Thorvald.	  1
Becker, Gösta.	  1
Becker, August E.	  1
Requart, Rudolf.	  1
Soinio, Kaarlo.	  1
Dörries, B.	  1
Durckman, N.	  1
Rosenqvist, Irene.	  1
Du Prel, Carl.	  1
Relander, Artur.	  1
Primus Nyman, K. E.	  1
Droste-Hülshoff, Annette von.	  1
Drake, Erik.	  1
Toivonen, N. J.	  1
Toivonen, Jemiina.	  1
Toiviainen, Juhana.	  1
Tirkkonen, P. J.	  1
Backman, Artur.	  1
P. T.	  1
Arrhenius, Axel.	  1
Thompson, J. Logan.	  1
Pipping, Nils.	  1
Pikkarainen, A.	  1
Rancken, A. W.	  1
Pesonen, Hjalmar.	  1
Thaulow, E.	  1
Tesdorpf, J.	  1
Tepponen, H.	  1
Telman, Konrad.	  1
Taylor, Frederick Winslow.	  1
Sorainen, Anni.	  1
Tarmo, Frans Ludvig.	  1
Aatelo, Eine.	  1
Damaschke, Adolf.	  1
Dalkvist, O.	  1
Appelberg, Karl Adolf.	  1
Daiber, Albert.	  1
Dahl, K. G.	  1
Tapiovaara, Kaarlo Juho Vihtori.	  1
Appelberg, Bertel.	  1
Czerny, Ad.	  1
Csepreghy, Ferencz.	  1
Connor, Ralph.	  1
Collinson, Joseph.	  1
Colliander, Sigrid.	  1
Ohlsson, Edith.	  1
V. H.	  1
Tanskanen, E.	  1
H. T.	  1
Cohn, Lassar.	  1
Tammivuori, E. G.	  1
Tallimäki, E.	  1
Clarke, William.	  1
Clark, Felicia Buttz.	  1
Betty.	  1
Karmin, Otto.	  1
Nyström, Bruno.	  1
Castrén, Hanna.	  1
Jannu Juhanpoika.	  1
Casson, Herbert N.	  1
Nylin, E. O.	  1
Taipale, Lauri	  1
Caselius, Ano.	  1
Taine, Hippolyte.	  1
Wasastjerna, Harald.	  1
Liljelund, Victor.	  1
Taanonen, I. E.	  1
Carenius, Ephraim	  1
Nigol, August.	  1
Järnström, Edw.	  1
Cankar, Ivan.	  1
Kempe, Paul.	  1
Säntti, Juuso.	  1
Norrmén, P. H.	  1
Norrlander, R.	  1
Syrjänne, Fanny Lovisa.	  1
Svensson, Sigurd.	  1
Svenson, A.	  1
Cederberg, Armas.	  1
Suvanto, Ossian.	  1
Suvanne, Em.	  1
Moffett, Cleveland.	  1
Walden, P.	  1
Büttner.	  1
Butler, Hiram Erastus.	  1
Burt, William.	  1
Suttner, G. von.	  1
Suominen, Kaarlo.	  1
Bünger, E.	  1
Bruun, Laurids.	  1
Brown, Archibald.	  1
Brengle, Samuel Logan.	  1
Breitfuss, L.	  1
Braun, Lilly.	  1
Braun, Adolf.	  1
Branting, Hj.	  1
Bramson, Karen.	  1
Pelkonen, Antero.	  1
Ruotanen, A. R.	  1
Kurki, Martti V.	  1
Bousset, W.	  1
Helaakoski, A. R.	  1
Bondeson, August.	  1
Bolander, A. V.	  1
Le Braz, Anatole.	  1
Bohlin, Karl.	  1
Bock, Annie.	  1
Suomela, Oskari.	  1
Suomela, Anni.	  1
Blos, Wilhelm.	  1
Blomqvist, A. R.	  1
Blocher, Hermann.	  1
Mannermaa, K. H.	  1
Blauchmeister, F.	  1
Mannerheim, Sophie.	  1
A. J. J.	  1
Mellberg, C. A.	  1
Mellberg, Bruno.	  1
Wallinheimo, Bruno.	  1
Gotthelf, Jeremias.	  1
Bishop, T. B.	  1
Birykov, Paul.	  1
Stendhal.	  1
Alfthan, Bertil von.	  1
Alho, Ensio.	  1
Suomalainen, Jalmari Tobias.	  1
Beskow, Elisabeth Maria.	  1
Bertram, Otto.	  1
Holbrook, L. V.	  1
Berthet, Elie.	  1
Airila, Y.	  1
Bernard, Tristan.	  1
Waldemar, Bergroth.	  1
Sundvall, E. E.	  1
Bergroth, Waldemar.	  1
Sundqvist, John.	  1
Bergman, Johan.	  1
Bergman, Arvid M.	  1
Sully, James.	  1
Löhr, C. A. J.	  1
Suder, P.	  1
Chevalier	  1
Eriksson, Ella.	  1
Ståhl, Einar.	  1
Strömberg, Johan Viktor.	  1
Ahlström, Alarik	  1
Ahlström, Bertel.	  1
Streng, Harry Johannes.	  1
Ahlblad, Waldemar.	  1
Stoker, Bram.	  1
Ahlman, Konrad.	  1
Berg, Fridtjuv.	  1
Lydecken, E. A.	  1
Bengelsdorff, R.	  1
Békés, Aladar.	  1
Behrend, Gudda.	  1
Stigell, Elli.	  1
Stern, Adolf.	  1
Stenius, M. G.	  1
Leino, J. E.	  1
