publisher	Count
Uudenmaanläänin Maanviljelysseura	   1
Suomen luth. evenk.-yhdistys	   1
kirjapaino Kipinä	   1
Kansanvalta	   1
Viipurin ev. luth. nuoriso-yhdistys	   1
Kotkan seurak. nuorisopiiri	   1
Workers Socialist	   1
[Laukaan kunta]	   1
Teologinen lauantaiseura	   1
[Kellokosken piirimielisairashoitola]	   1
Minnesota Commission of Public Safety	   1
[Lapinlahden kunta]	   1
[Leppävirran sos.-dem. kunnallistoimikunta]	   1
[Kotkan työväenasuntovaliokunta]	   1
[Kotkan liikeapulaisyhditys]	   1
Lauri Mäkinen	   1
Satakuntalaisen Osakunnan kotiseutututkimuskomitea	   1
Elektrometallurgiska ab.	   1
Suomen sukeltajain liitto	   1
A. Torwinen	   1
Oman kannan kp	   1
[Peltosalmen maanviljelyskoulu]	   1
Suomalainen vakuutusoy Providentia	   1
[Puumalan pitäjä]	   1
[Helsingin nuorsuomalainen yhdistys]	   1
[S. V. R. konepajat]	   1
[Kytäjän osuuskauppa]	   1
[Keski-Pohjanmaan osuuskauppa]	   1
[Turun lähetysyhdistys]	   1
Kyminlaakson sähkö	   1
Juhani Koti	   1
Societé finno-ougrienne	   1
[Virtain Uurasten työväenyhdistys]	   1
[Valkeakosken osuusmeijeri]	   1
Uus-uskonnollinen kustannusliike oy.	   1
Suomen Lutherilainen Evankeliumi-Yhdistys	   1
Agronominen Yhdistys	   1
A. E. Roni	   1
Rakentajain kustannus	   1
[Kurikan kunta]	   1
A.-B. Hasse W. Tullberg	   1
Työväen sanomal.	   1
Suomen Kirjailijaliitto	   1
[Rovaniemen osuuskauppa]	   1
Ilmarinen	   1
[Koito]	   1
Aurora Kock	   1
[Kansanopiston kannattajayhdistys]	   1
Helsingin uusi kirjapaino, jakaja	   1
Lännen työväen ko-op. kustannus	   1
Hämeen etel. vaalipiirin sos.-dem. piiritoimikunta	   1
[Turun Riento]	   1
Ikaalisten kunta	   1
Suomen kotiseutututkimuksen keskusvaliokunta	   1
[Kiikalan kunta]	   1
Perä-Pohjolan ja Lapin kotiseutuyhdistys	   1
Helsingin kirjapaino-osakeyhtiö	   1
Keski-Suomen-Saimaan-Kymin kanavoimisasiain keskustoimikunta	   1
[Keski-Suomen hevosjalostusyhdistysten liitto]	   1
[Keski-Pohjanmaan hevosjalostusliitto]	   1
Keski-Hämeen rautatietoimikunta	   1
[Uskelan seurakunta]	   1
[Turun lastentyöhuone]	   1
[Suomen sosialidemokratinen sanomalehtimiesliitto]	   1
Suomen maalarintyönt. liitto	   1
[Porin vilja- ja tavarapörssiosakeyhtiö]	   1
[Kauppaosuuskunta Jykevä]	   1
Yhdistyneet porvarilliset puolueet	   1
Suomen lähetysseuran laestadiolaisen haaraosaston päätoimikunta	   1
'Säde'	   1
Suomen NMKY ja NKY-liitto	   1
[Sukevan T.Y.]	   1
Suomen maakauppiasliitto	   1
Varkauden työväen säästöpankki	   1
Etelä-Pohjanmaan suomalainen kotiseutuyhdistys	   1
Sos.-dem. kunnallistoimikunta	   1
Edlundin kustannus	   1
[Suomen kauppa- ja liiketyöntekijäin liitto]	   1
Suomen Maatalousseurojen Edustajisto	   1
Uudenkaupungin kunta	   1
Suomen kansallisteatteri	   1
Kristillisen työkansan äänestäjiä Karjalassa	   1
Helsingin Valkonauha	   1
Vammalan rukoushuoneyhdistys	   1
Suomen aistivialliskoulujen lehti	   1
Loimaan lähetysyhdistys	   1
J. H. Rosenqwist	   1
Eeli Jokinen	   1
Suomalainen sos. kustannusyhtiö	   1
Amerikan suom. sos. kustannusyhtiöt	   1
Vaasa, Oy. Kp.	   1
Vaasan pipliaseura	   1
Etelä-Pohjanmaan maanviljelysseura	   1
[Savonlinnan reaalilyseo]	   1
U. W. Telén & Co.	   1
Tapaturmavakuutusoy. Louhi	   1
T. S. kustannusliitto	   1
Suomalainen kunnallisvaliokunta	   1
Otto Andersinen kp.	   1
I. Julin	   1
Evert Em. Mesiäinen	   1
Suomen palvelijain liittotoimikunta	   1
Tampereen työväen sanomalehti oy	   1
Maalaisliiton kirjallisen yhdistys	   1
Osuuskaupan hallitus	   1
Historiallinen seura	   1
Suomen Taiteilijaseura	   1
Kansan-opisto	   1
Suomen nuorten kristittyjen liito	   1
Lounas oy:n kp.	   1
Suomen Geologinen toimisto	   1
[Sortavalan reaalilyseo]	   1
[Suomen voimistelunopettajaliitto]	   1
[Antti J. Muikku]	   1
Eläinsuojelutoimisto	   1
Isojoen v. 1909 laulujuhlan toimikunta	   1
Raahen porvari- ja kauppiassuvut	   1
Joensuun suomalainen tyttökoulu	   1
The Northwestern Book	   1
Ameriikan suom. Sos. kustannusliikkeet	   1
Western Workmen's Pub. Co.	   1
Wahlstöm & Widstrand	   1
Työmiehen kustannusyhtiön kp	   1
Toveri kustannusyhtiö	   1
Esa Paavo-Kallio	   1
Kolminaisuuden pipliaseura	   1
Punakaarti	   1
Valtioneuvosto	   1
[Hämeenkyrön kunta]	   1
Philosophic Publishing Co	   1
Suomalainen kirjapaino-yhtiö	   1
Suomal-lut. kustannusliike	   1
Sfinx	   1
Aikain wartija	   1
Amerikan yhdist. suomalaiset sosialistiset kustannusyhtiöt	   1
Toverin, Työmiehen ja Raivaajan kustannuksella	   1
Suomalainen kansa	   1
Lontoo, Englannin ja ulkomaan bibliaseura	   1
T. S. Osuuskunta Raivaaja	   1
Suomi-synodi	   1
Amerikan yhd. suom.sos.kustannusyhtiöt	   1
Wolo kustannusyhtiö	   1
Suom. evank. kustannusyhtiö	   1
Suomalainen Ewankelinen Kustannusyhtiö	   1
Suomalaisen Kirjallisuuden Seuran kirjapainon oy	   1
Suomen sähkösanomatoimiston ilmoitusosasto	   1
Ore	   1
Gust. Bergrothin kp.	   1
Turku	   1
Työmies kustannusoy	   1
Länsi-piirin piirikomitea	   1
Oman Kannan kirjap.	   1
Tampereen kp.-oy	   1
Deutschlands Grossloge II	   1
Luth.evankeliumiyhdistys	   1
Oulun kaupunki	   1
[Suomen wankius-yhtiö]	   1
Keski-Suomen kustannusliike	   1
Western Workmen's Co-operative Publishing	   1
Kokkolan kaupungin rautatiekomitea	   1
Stentryckeri	   1
[Suomen postilaitos]	   1
Sammon takojat	   1
Simelii arvingars boktrycker	   1
Suomen evank. lähetysyhdistys	   1
Pohjola sanoman kirjapaino	   1
[Karolina Utriainen]	   1
[Hissa]	   1
J. W. Lilja	   1
tryckt hos N. M. Lindh	   1
Kirjapainoyhtiö Walo	   1
KFUK	   1
H. Haatanen	   1
Joensuun kaupungin rautatietoimikunta	   1
G. E. E.	   1
Konstnärliga förlagssammanslutningen, Lappalainen, Blomqvist, Malin	   1
Nya Pressen	   1
kansa	   1
Wahström & Widstrand	   1
Kuriren	   1
[Kotkan kaupunki]	   1
Amerikan suom. teosofinen kustannusliike	   1
Tietosanakirja-Osakeyhtiö	   1
M. S.	   1
Otto Massisen kustannusliike	   1
[Kilpi-raittiusseura]	   1
[Amerikan Suomalainen Kirjallisuuden Seura]	   1
New Yorkin suom. vapaa seura	   1
Suomalais-amer. Kustannusyhtiö	   1
[Luvian osuuskauppa r.l.]	   1
Keskusmetsäseura Tapio	   1
Sahlström	   1
Colburn	   1
Stoll & Bader	   1
[Académie des Sciences de St. Pétersbourg]	   1
Kolminaisuuden Pipliaseura	   1
Työväen-Opisto	   1
Western Workmen's Publishing	   1
Fritzes hofbokhandel, distr.	   1
Svensk-finnar	   1
Librairie de A. Courcier	   1
Kotikirjaston kirjapaino	   1
A. Svedberg	   1
F. P. von Knorring	   1
Victor Pettersonin kirjapaino	   1
C. B. Federley	   1
E. Erkko	   1
S. Rindell	   1
J. G. Leistenius	   1
H. Wadenström	   1
Johanna Cedervaller & Son	   1
J. Karreinen	   1
Tidnings ab Wasa	   1
W. Lundström	   1
E. V. Emeleus	   1
Tidningen Westra Finlands ab	   1
W. Pasi	   1
A. F. Schütz	   1
Vaasan paino	   1
C. A. Heinzen kirjapaino	   1
Uuden Inkerin kustannusyhdistys	   1
P. Ervast	   1
E. Järvinen	   1
Suomen kristillisen työväen liiton sanomalehti- ja kustannus-osuuskunta	   1
C. Alb. Gröneberg	   1
F. Korpi	   1
Reinhold von Becker	   1
E. Suvanto	   1
G. A. Ryynänen	   1
J. W. Heickell	   1
A. Berner	   1
A. Runehjelm	   1
M. Uotinen	   1
R. Roine	   1
A. W. Gröndahl	   1
T. Hagman	   1
E. Wallin	   1
Tampereen takausyhtiö	   1
K. Grahn	   1
V. Alava	   1
M. Heinonen	   1
A. Lille	   1
V. Pasi	   1
F. Polén	   1
Suomalaisen Kansan sanomalehti- ja kirjapaino	   1
C. Carstens	   1
M. Latva	   1
Kuopion Uusi sanomalehti	   1
F. Warén	   1
I. A. Grönroos	   1
K. Tuorila	   1
J. V. Snellman	   1
A. A. Niskala	   1
E. Salminen	   1
J. W. Juvelius	   1
R. Rossander	   1
Raja-Karjala	   1
K. G. Göös	   1
E. Linder	   1
Finska tidnings ab i Helsingfors	   1
K. O. Palander	   1
K. J. Wiss	   1
Ab Politiken	   1
Tryckeri- & tidnings ab i Kristinestad	   1
V. Jämsén	   1
J. Rännäri	   1
Sanomalehti oy Pohjanmaa	   1
O. Ansas (ent. F.O.Husberg)	   1
O. Juntunen	   1
A. Schauman	   1
A. Kurth	   1
E. Vainio	   1
G. Bergroth	   1
V. A. Marjanen	   1
C. E. Barck	   1
N. E. Ringvall	   1
Viipurin suomalaisen kirjallisuuden seura	   1
K. Kononov	   1
Sanomalehti oy Oikeus	   1
A. Johansson	   1
J. F. Holmström	   1
Nuorsosialisti osuuskunta	   1
C. G. Swan	   1
Konstantin Ivanoff	   1
Aleksanteri Kasurinen	   1
Fredrik Polén	   1
Kaarlo Lehtonen	   1
Julius Nygren	   1
A. E. Landgren	   1
Johan Gustaf Fonsell	   1
Johannes Walve	   1
Johan Anton Karsten	   1
Kirjapaino oy Maalainen	   1
Th. Tigerstedt	   1
Matti Kauppinen	   1
Kalle Pylkkänen	   1
Teuvo Pakkala	   1
Sanomalehtiyhtiö Karttunen ja kumpp.	   1
Käkisalmen suomalainen kirjapaino	   1
Otto Järveläinen	   1
Tryckeri och tidnings ab i Kristinestad	   1
Edwin Nylander	   1
Adolf Edvard Rongain ja Carl Johan Marelius	   1
Adolf Edward Rongain ja Carl Johan Moberg	   1
P. A. Aschan	   1
Kotka Tryckeri ab	   1
Karl Wilhelm Weman	   1
Kokkolan uutisten oy	   1
N. F. Spolander	   1
August Favén	   1
Keski-Suomen sanomain oy	   1
K. G. Ekman	   1
Aleksander Ramstedt	   1
Oy Keski-Pohjalainen	   1
Antti Kallio	   1
Rudolf Lindgren	   1
Osuuskunta Työväki	   1
[Lahden sosialidemokraattinen kunnallisjärjestö]	   1
Petter Adolf Aschan	   1
Otto Edvard Könni	   1
Volmar Schildt	   1
Henrik Piipponen	   1
Gustaf Adolf Ryynänen	   1
David  Emanuel Daniel Europaeus	   1
Johanna Cederwaller & Son	   1
Juuso Hyvärinen	   1
Heinolan sanomalehti	   1
Isak Smeds	   1
Juho Kröger	   1
Kotkan työväen sanomalehti	   1
Sanomalehti ja kirjapaino oy Savolainen	   1
Theodor Dahlgren	   1
Frans Ossian Ansas	   1
Itä-Hämeen sanomalehti oy	   1
C. G. Wolff	   1
Torsten T. Renvall	   1
Gustaf Erik Eurén	   1
Vapaus Publishing	   1
Ludvig Dannholm	   1
David Halonen, Evald Jahnsson ja Petter Jurva	   1
Senaatin kansliatoimikunta	   1
Georg Zachris Forsman	   1
Jac. Ahrenberg	   1
August Hagman	   1
Gustaf Otto Wasenius	   1
Frans Johan Valbäck	   1
Otto Reinhold Frenckell	   1
Johan Wilhelm Boxberg	   1
Ukko Andersin	   1
Itä-Hämeen sanomalehti	   1
August Holmberg	   1
Hangon suomalainen kirjapaino	   1
Aleksanteri Grönberg	   1
Uusi kansan kirjapaino	   1
Oskar Holmström	   1
Artur Sundholm	   1
Tidnings Ab Fritt folk	   1
Tryckeri- och tidnings Ab i Fredrikshamn	   1
Viktor Öhberg	   1
Axel Wilhelm Sohlström	   1
Anna Kristina Charlotta Edelheim	   1
Weilin + Göös fabriks och förlags ab	   1
Guido Grönvall	   1
Viljo Koskinen	   1
Uusmaalainen sanomalehti	   1
Oskar Robert Marjanen	   1
Osuuskunta Lappeenranta	   1
Matti Roiha	   1
Wilhelm Weman	   1
Johan Fredrik Holmström	   1
Konstantin Elgh	   1
Turun työväen sanomalehti	   1
Arkkit. Jac. Ahrenberg	   1
Hufvudstadsbladets nya tryckeri	   1
Tryckeri och tidnings Ab	   1
Dagens tidning	   1
Henrik Christian Friis	   1
Gottlieb John	   1
A. A. Lindfors tryckeri	   1
Anders Herman Chydenius	   1
Kirjanpain. Petter Widerholm	   1
Tryckeri- och Tidnings Ab i Borgå	   1
Ernst Linder	   1
Oskar F. Borg	   1
V. J. von Wright	   1
Johannes Lampinen ja kaupp. Vilho Parmanen	   1
Oikeustoimikunta	   1
Koulutoimen ylihallitus	   1
Kauppa- ja teollisuustoimikunta	   1
Luotsi- ja majakkalaitoksen ylihallitus	   1
Kirjoittajan kustannuksella	   1
Kittilän Alakylän kirjastoyhdistys	   1
präntätty P. T. Mallingin kirjanpräntissä	   1
Beijers förlag	   1
Evangelisk-lutherska söndagskoleföreningen i Finland	   1
Juridiska föreningens i Finland	   1
[Finlands allmänna svenska folkskollärare- och lärarinneförening]	   1
Finska veterinärföreningen	   1
Åbo stads-mission	   1
Satakunnan sisälähetysyhdistys	   1
Läröverkets för gossar och flickor konvent	   1
Axel Adolf Laurell	   1
Svenska folkpartiets ungdomsklubb i Helsingfors	   1
Suomen nuorison veljeysliitto	   1
Osuuskunta Weljeys	   1
Helsingin suomalainen sanomalehti	   1
Mikkelin lyseon toverikunta	   1
T. Sederholm	   1
Hengellinen totuusliitto	   1
Harry Wegelius	   1
Heimo Helminen	   1
Uuden-ajan toimitus	   1
Uudenmaan siipikarja- ja mehiläishoitoyhdistys	   1
Siipikarjanhoidon ystävät	   1
Suomen satama- ja vesiliikennetyöntekijäinliitto	   1
Kaarlo Kari	   1
Emil af Forselles	   1
Frans Ludv. Schauman	   1
Kustannus Valonvalta	   1
Ömsesidiga försäkringsanstalten Sampo	   1
Osuuskassa Runko	   1
Viipurin Reipas	   1
K. E. F. Wesander nuor.	   1
Finlands söndagsskol- och ungdomsförbund	   1
V. Lindman	   1
Kejserliga finska hushållnings-sällskapet	   1
Suomen sosialidemokraattisen raittiusliiton toimikunta	   1
Sosialidemokraattinen naisliitto	   1
Typografernes förening i Helsingfors	   1
Albin Finander	   1
Turun sanomat	   1
G. W. Wilén & kumpp.	   1
Turun kaupunki-lähetys	   1
Suomen sosialidemokraattinen nuorisoliitto	   1
Suomen tullihenkilöyhdistys	   1
Pohjolan tukkityöläisten rengas	   1
Helsingfors trägårdsgille	   1
Turun Suomalaisen Lyseon toverikunta	   1
Toukomettisen toimitus	   1
Helsingfors tjänarinneförenings bestyrelse	   1
B. H. Ljunggren	   1
H. Råbergh	   1
Helsingfors schackklubb	   1
Maskinistföreningen i Finland	   1
Alex. Hintze	   1
F. L. Schauman	   1
Fjäderfäskötselns vänner	   1
[S.n]	   1
Dramatiska föreningen	   1
S. Dahlbeck	   1
Litografiska tryckeribolaget	   1
Finska forstföreningen Tapio	   1
Tampereen sanomat	   1
Suomen kristillisen työväen naisliitto	   1
Josef Stenbäck	   1
F. Wessman	   1
Sulo Salmensaari	   1
Suomen raittiuden seura	   1
P. I. Turkkinen ja A. Lingrén	   1
Suomen metsästysyhdistys	   1
Suomen lehtijulkaisijain toimikunta	   1
Erik Engström	   1
Fria missionen	   1
Matti Meikäläinen	   1
Kuopion läänin maanviljelysseurat	   1
[Maanviljelijäin yleinen liitto]	   1
Gustaf  Key	   1
Suomen M.P.K. sisälähetys	   1
Lahja Leppänen	   1
Maanviljelys-seura Viipurissa	   1
Em. Törmälä	   1
O. Penttinen	   1
A. Ramstedt	   1
Waldemar Lönnbeck	   1
Finlands lawntennisförbund	   1
Suometar	   1
Tidnings- och tryckeri ab i Helsingfors	   1
A. R. Wellroos	   1
Suomen köyhäinhoitoliitto	   1
Skandinaviska tandläkareföreningen	   1
J. Tanskanen	   1
P. Stolpe	   1
Sigurd Roos	   1
Anton Lilius	   1
K. J. G. Sirelius	   1
Jyväskylän seminaarin kristillinen yhdistys	   1
Turun kotimainen merimieslähetys	   1
Nestor Järvinen, Jaakko Länkelä ja Olai Wallin	   1
J. F. Hellman	   1
Viipurin NMKY	   1
Konstitutionella ungdomsklubben	   1
Tampereen Pyrintö	   1
Kansainvälinen raamatuntutkijain yhdistys	   1
Poststyrelsen	   1
Suomen postiljooniyhdistyksen Helsingin osasto	   1
Arvid Neovius	   1
Helsingin paino-yhtiö	   1
Uudenmaanläänin maanviljelysseura	   1
Palvelijatarliitto	   1
Helsingin palvelijataryhdistyksen johtokunta	   1
Herman Hagberg ja H. E. Wegelius	   1
E. Pelkonen	   1
Oulun raittiuspiirin piiritoimikunta	   1
Haminan lehti	   1
Kustannus ja kirjapaino osakeyhtiö Sampo	   1
Sanomalehti-osuuskunta Nuori Karjala	   1
Finska läkare-sällskapet	   1
Svenska frälsningsarmén i Finland	   1
Kristliga föreningen af unge män i Helsingfors	   1
Finska fotografiska magasinet	   1
Suomen valokuvaus-kauppa	   1
Alf. Bärlund	   1
Joh. Westerback	   1
Tampereen sanomain kp.	   1
O. Furuhjelm	   1
Nuoren Suomen viikkolehtiosakeyhtiö	   1
Suomen graafillisen teollisuuden harjoittajain liitto	   1
[s.n.],;Östra Nylands folkskollärarekår	   1
Haniel Östring	   1
Nylands svenska landtmannagillen och ungdomsföreningar	   1
Diakonisshuset i Helsingfors	   1
Elevförbundet mellan kamratskapen vid Finlands högre svenska läröverk	   1
Sydvestra Österbottens nykterhetsförbund	   1
Herman Gummerus	   1
Fotografiamatörklubben i Helsingfors	   1
Arbetare- och nykterhetsorgan för Södra Finland	   1
Sven Rockberg	   1
G. Lönnqvist	   1
Fiskeriföreningen i Finland	   1
Finska frälsningsarmén	   1
Helsingfors frimärkssamlareförening	   1
Leonard Lund	   1
Osakeyhtiö Kauppakirjasto	   1
Esperanto-asocio de Finnlando	   1
Djurskyddsföreningarna i Finland	   1
Fattigvårdsförbundet i Finland	   1
Farmaceutiska föreningen i Finland	   1
Anton Lindberg	   1
Öhmanska bokhandel	   1
T. Reuter	   1
Wivi Nordberg	   1
Fotografiklubben i Helsingfors	   1
Svenska folkskolans vänners biblioteksutskott	   1
Osuuskunta Oma apu rl.	   1
Sällskap i Åbo	   1
Industristyrelsen i Finland	   1
Osuuskunta Ararat	   1
Raittiusyhdistys Alpha	   1
Kaarle Werkko	   1
Suomen koneenkäyttäjäyhdistys	   1
Edward Hannula	   1
Uoti & Grönroos	   1
A. J. Frosterus	   1
K. Bergbom	   1
Uudenkirkon nuorisoseura	   1
Kehittäjän kannatusyhtiö Suodeniemi	   1
Keskinäinen henkivakuutusyhtiö Kataja	   1
[Sortavalan evankelinen seura]	   1
Osakuntainvälinen karjalaistoimikunta	   1
Wienan karjalaisten liitto	   1
O. W. Wackman	   1
Työläisnaisten liittohallinto	   1
Sawon siipikarjanhoitoyhdistys	   1
socialdemokratiska ungdomsklubbarna i Helsingfors	   1
Joensuun Kalevaiset	   1
Kirjapaino-osakeyhtiö sana	   1
Etelä-Saimaan nuorisoseurat	   1
Alarik Hernberg	   1
Jordbrukarenas allmänna förbund	   1
Suomen jalkinetyöntekijäin liitto	   1
Tampereen isäntäyhdistys	   1
Industriidkarnes i Finland ömsesidiga  brandförsäkringsbolag	   1
[Sosialidemokraattinen naisliitto]	   1
Åbo stadsmission	   1
Tuomas Parila	   1
M. Putro	   1
Alli Trygg	   1
Helsingin kaiku	   1
Finska Vetenskaps-Societen	   1
Geografiska föreningen	   1
Yhdysvaltain ja Canadan suomalainen sanomalehtiliitto	   1
par Iean Covens et Corneille Mortier avec privil.	   1
chez Pierre Schenk	   1
chez I. Covens et C. Mortier avec privilege	   1
printed for H. Moll over against Devereux Court without Temple Bar in the Strand Iohn Bowles over-against Stocks Market, Thomas Bowles print & mapseller next to the Chapter House in S.t Pauls Church yard and by Philip Overton map & printseller near S. Dunstans Church Fleetstreet	   1
printed for H. Moll over against Devereux Court without Temple Bar in the Strand Iohn Bowles at the Black Horse in Cornhill, Thomas Bowles print & mapseller next to the Chapter House in S.t Pauls Church yard and by Philip Overton map & printseller near S. Dunstans Church Fleetstreet	   1
[C. Weigel]	   1
[William Innys ... et al.]	   1
Wm. Faden	   1
[John Senex]	   1
printed for Rob.t. Sayer	   1
printed for Robert Sayer	   1
par Francois Santini rue St. Justine prés de L'Eglise. Chez Mr. Remondini	   1
prostat apud fratres Lotter [Georg Friedrich und Matthäus Albrecht Lotter]	   1
uti Kongl. landmäterie contoiret	   1
[Per Brahe]	   1
[Sumptibus et typis aeneis Judoci Hondij]	   1
[Joannes Janssonius & Henricus Hondius]	   1
[Sumptibus et typis aeneis Iudoci Hondij]	   1
verlegt beÿ Christoph Riegel Buch- und Kunsthändlern	   1
[Joseph Philipp Schalbacher]	   1
[Dankerts]	   1
[J. Janssonius]	   1
[M. Merian]	   1
[Johann Bussemacher]	   1
par Le Rouge, rue des Grands Augustins	   1
chez J. Cóvens et C. Mortier	   1
Apud autorem cum privilegio annorum viginti et apud Petrum Mariette via Iacobaea sub signo spei	   1
sumptibus Ioannis Ianssonii	   1
[Kongl. Landtmät. Contoiret]	   1
[Akademia Nauk]	   1
Ioh. Georg Probst	   1
I. Covens et C. Mortens	   1
sumptibus Janssonio-Waesbergiorum ; et Mosis Pitt	   1
ex officina Frid. Wilh. Meyeri	   1
hos K. Acad. boktryckaren Joh. C. Frenckells enka	   1
tryckt hos Joh. Laur. Horrn, kongl. consist. och gymn. boktr.	   1
[in Erlegung Martin Hallervorden, Buchhändlern zu Köningsberg in Preussen. Gedruckt bey Johann Andre]	   1
[chez la veuve Olivier de Varennes, au Palais dans la Salle royale, au Vase d'or]	   1
[by Jan ten Hoorn, boekverkooper, over't Oude Heeren Logement]	   1
[tryckt på direct. Lars Salvii förlag]	   1
Presso Antonio Zatta	   1
[S. Münster]	   1
å nyo uplagt i framledne direct. Lars Salvii tryckeri	   1
printed for T. Cox; C. Davis; J. and P. Knapton; and A. Millar	   1
Weppling	   1
tryckt hos direct. Johan Edman	   1
tryckt hoos Niclas Wankijff kongl. booktr.	   1
tryckt hos Lorentz L. Grefing	   1
präntätty Johann Köhlerildä	   1
Kongliga landtmäteri contoiret	   1
tryckt hos Anders J. Nordström	   1
trÿckt hos P. I. Nÿström, 1741. och fines hos honom til kiöps	   1
[viduae Johan Höjeri]	   1
printed by R. Christopher, for the author. And sold by W. Goldsmith, Paternoster Row; and T. Lewis, Russell Street, Covent Garden, London	   1
tryckt och uplagd uti Kongl. Finska Boktryckeriet, hos Joh. Arv. Carlbohm	   1
printed for G. G. and J. Robinson	   1
printed for R. Griffith, in St. Paul's Church-yard	   1
Trykt paa det Kongl. Danske Selskab Bekostning, hos Christoph Georg Glasing	   1
printed for Tho. Newborough, at the Golden-Ball in St. Paulʼs-Church-Yard: and R. Parker under the Royal-Exchange	   1
chez H. G. Löhner. MDCCXLVI	   1
chez Piget, ... Durand, ... MDCCXLIV	   1
Chez les Libraires Associés	   1
tryckt med Joh. Laur. Horrns ... bekostnad	   1
T. Cox ...	   1
de lʼImprimerie royale	   1
Chez de Bure lʼaîné libraire, Quai des Augustins	   1
trykt udi det Kongl. Wäysenhuses Bogtrykkerie af G. G. Salikath	   1
[tryckt i kongl. tryckeriet]	   1
uti thet kongl. boktryckeriet, hos directeuren Pet. Momma	   1
In der C. Weigel-Schneiderʼschen Kunst- und Buchhandlung von Nürnberg	   1
chez Jean-Edme Dufour & Ph. Roux ...	   1
tryckt på Direct. Lars Salvii Förlag	   1
