"";"x"
"1";"Uppsala"
"2";"Uppsalassa"
"3";"Upsala"
"4";"Upsal"
"5";"Upsalae"
"6";"Upsaiae"
"7";"Vpsala"
"8";"Upsalas"
"9";"Upsalassa"
"10";"Upsaliae"
"11";"Vpsaliae"
"12";"Upsalie"
"13";"Upsalis"
"14";"Ubsaliae"
"15";"Vbsaliae"
