"","x"
"1","Kööpenhamina"
"2","Köbenhavn"
"3","Copenhagen"
"4","Copenhague"
"5","Köpenhamn"
"6","copenhague"
"7","köpenhamn"
"8","köbenhavn"
"9","kööpenhamina"
"10","kjöbenhavn"
"11","kobenhavn"
"12","kjöpenhamn"
"13","kjøbenhavn"
"14","københavn"
"15","køpenhavn"
"16","kjobenhavn"
"17","kiobenhavn"
"18","kiøbenhavn"
