original	polished	Count
Sawela, Herman.	Sawela, Herman	8
Saalasti, Filip.	Saalasti, Filip	8
Niemi, Vihtori.	Niemi, Vihtori	8
Hedin, Sven.	Hedin, Sven	8
Kohonen, A.	Kohonen, A	8
James, D.	James, D	8
Nordenstreng, Sigurd.	Nordenstreng, Sigurd	8
Lönnberg, Ernst.	Lönnberg, Ernst	8
Enckell, Karl.	Enckell, Karl	8
Hermanson, Berta.	Hermanson, Berta	8
Amicis, Edmondo de.	Amicis, Edmondo De	8
Törnudd, Lilli.	Törnudd, Lilli	8
Serlachius, Allan.	Serlachius, Allan	8
Schulman, Hugo.	Schulman, Hugo	8
Huhtala, Kyösti.	Huhtala, Kyösti	8
Herkner, Heinrich.	Herkner, Heinrich	8
Frenssen, Gustav.	Frenssen, Gustav	8
Donner, Anders.	Donner, Anders	8
Öholm, Lars W.	öholm, Lars W	8
Berg, Henrik.	Berg, Henrik	8
Bang, Gustav.	Bang, Gustav	8
Thors, Mårten.	Thors, Mårten	8
Söderhjelm, Torsten.	Söderhjelm, Torsten	8
Poirot, Jean.	Poirot, Jean	8
Brummer, O. J.	Brummer, O. J	8
Sergelius, Max.	Sergelius, Max	8
Suolahti, Gunnar.	Suolahti, Gunnar	8
Elmgren, Rob.	Elmgren, Rob	8
Slotte, Alex.	Slotte, Alex	8
Forstén, Gustaf.	Forstén, Gustaf	8
Sinclair, Upton.	Sinclair, Upton	8
Wirén, Edvin.	Wirén, Edvin	8
Rauta, Hanna.	Rauta, Hanna	8
Parmanen, Eino I.	Parmanen, Eino I	8
Hausen, Hans.	Hausen, Hans	8
Waerland, Are.	Waerland, Are	8
Kaarne, Antti.	Kaarne, Antti	8
Autere, Oskari.	Autere, Oskari	8
Atra, Kaarlo.	Atra, Kaarlo	8
Kivialho, K.	Kivialho, K	8
Törner, Fabianus.	Törner, Fabianus	8
Lönnbohm, Kasimir Agathon.	Lönnbohm, Kasimir Agathon	7
Topelius, Toini.	Topelius, Toini	7
Lindeman, Berndt Adolf.	Lindeman, Berndt Adolf	7
Alcenius, Carolus Alexander.	Alcenius, Carolus Alexander	7
Reuter, C.	Reuter, C	7
Grot, Jakov.	Grot, Jakov	7
Bååth-Holmberg, Cecilia.	Bååth-holmberg, Cecilia	7
