"","publisher","n"
"3780","sumtibus et impensis Joh. von Coelln, m. doct. [et] possess. typogr. S. R. M. privil. munit",1
"3781","sumtu Joh. Casp. Meyeri bibliop. Lips",1
"3782","sumtu typisque Frenckellianis",1
"3783","suomexi omalla culutuxella cuningallis. kirjan präntäj. Henr. C. Merckellin leskeldä",1
"3784","sus  Johanne Winter, Reg. typogr",1
"3785","sus  Johanne Winter, typogr. regio in Finland",1
"3786","sus  Petro Hansonio Acad. typ",1
"3787","sus  Petro Hansonio, typ. Acad",1
"3788","sus Joh. Waldio, Acad. typogr",1
"3789","sus Johanne Winter. Reg. typogr",1
"3790","sus a Johanne L. Wallio, Regiae Univ. ibidem typographo",1
"3791","sus ab Joh. Georg. Eberdt",1
"3792","sus apud Christophorum Reusnerum",1
"3793","sus apud Hansonii, Acad. typogr",1
"3794","sus apud Johannem L. Wallium, Regiae Univ. ibid. typogr",1
"3795","sus apud Johannem Laurentii Wallium, A. t",1
"3796","sus apud Johannes Laurentii Wallium, Regiae Univers. ibid. typogr",1
"3797","sus apud Matth. Syngmanni",1
"3798","sus apud Petr. Hanson. Acad. typogr",1
"3799","sus apud Petrum Hanson Acad: typog",1
"3800","sus apud Petrum Wald, p. m",1
"3801","sus a` Johanne Winter, reg. typgr. [sic",1
"3802","sus a^ Joh. Waldio, Reg. Univ. Ab. typogr",1
"3803","sus a^ Johanne L. Wallio, Regiae Univ. ibid. typogr",1
"3804","sus a^ Johanne Laurentii Wallio",1
"3805","sus a^ Johanne Wald, Acad. typogr",1
"3806","sus a^ Johanne Winter",1
"3807","sus a^ Johanne Winter, reg. typogr",1
"3808","sus a^ Johanne Winter, typogr. regio in Finl",1
"3809","sus a^ Petro Hansonio A. t",1
"3810","sus a^ Petro Hansonio Acad. typogr",1
"3811","sus a^ Petro Hansonio, Acad. typogr",1
"3812","sus a^ Petro Hansonio, Academiae typog",1
"3813","sus a^ Petro Hansson Acad. typog",1
"3814","sus a^ Petro Hansson, Acad. typogr",1
"3815","sus, apud Petrum Hanson, Acad: typog",1
"3816","svmtv Ioannis Zachariae Logan, bibliopolae",1
"3817","tetypo´menon apo` Ioa´nnu tu^ Oualli´u [Johan Larsson Wall] , te^s basil. akad. typogr",1
"3818","tetypo´menos ap' Ignati´u Meurei´anu",1
"3819","tkyckt [sic] hos och kongl. boktr. i stor-förstendömet Finland, Jacob Merckell",1
"3820","toimittaja",1
"3821","tr. J. Wall",1
"3822","tr. hos H. Fougt",1
"3823","tr. hos H. Fougt, r. af K. W. O. och k. boktryckare",1
"3824","tr. hos Io. Wal",1
"3825","tr. hos Jo. Wal",1
"3826","tr. uti Kongl. tryckeriet",1
"3827","tr: hos A. Biörckman",1
"3828","trackt [sic] i kongl. tryckeriet hos Henr. Fougt",1
"3829","trycht af Joh [sic] Kiämpe, Kongl. acad. boktr",1
"3830","tryck [sic] hos Carl Stolpe",1
"3831","tryck aff Petter Hansson",1
"3832","tryck hos Lars Salvius",1
"3833","tryck i Frenckellska boktryckeriet",1
"3834","tryck uti det Kongl. boktryckeriet, af F. Phil. Paulssen",1
"3835","trycke i Kongl. finska boktryckeriet, hos Johan A. Carlbohm",1
"3836","trycket hos Kongl. Ant. arch. boktr. Joh. Laur. Horrn",1
"3837","tryckt Henr. C. Merckell",1
"3838","tryckt Henr. C. Merckell, kongl. boktr. i stoor-furstendömet Finland",1
"3839","tryckt Henr. C. Merckell, kongl. boktr. i storfurstend. Finland",1
"3840","tryckt Henr. C. Merckell, kongl. boktr. i storfurstendömet Finland",1
"3841","tryckt Henr. C. Merckell, kongl. boktr. uthi stor-furstendömet Finland",1
"3842","tryckt Henr. C. Merckell, kongl. booktr. uthi stoor-furstendömet Finland",1
"3843","tryckt Henr. C. Merckell. kongl. boktr. uthi stoor-furstendömet Finland",1
"3844","tryckt Joh. Christ. Frenckell",1
"3845","tryckt Joh. Christ. Holmberg",1
"3846","tryckt Joh. Christoph. Frenckell",1
"3847","tryckt Johan Christopher Frenckell",1
"3848","tryckt [af] Joh. Kämpe",1
"3849","tryckt af. Joh. Kiämpe Kongl. acad. boktr",1
"3850","tryckt aff Christopher Gu¨nter",1
"3851","tryckt aff Christophero Reusner",1
"3852","tryckt aff Hendrich Keyser kongl. bookt. vppå egen bekostnat, och fins hoos honom tilköps",1
"3853","tryckt aff Henrich Keyser",1
"3854","tryckt aff Henrich Keyser kongl. booktryckiare",1
"3855","tryckt aff Henrich Keyser, Kongl: May:tz och Ups: Acad: booktr",1
"3856","tryckt aff Henrich Keyser, Kongl: may:tz och Acad. bokt",1
"3857","tryckt aff Henrich Keyser, k. m.tz och Acad. bookt",1
"3858","tryckt aff Henrich Keyser, kongl. may.tz och Academiae booktr",1
"3859","tryckt aff Henrich Keyser, kongl. may:tz och Academiae booktryckiare",1
"3860","tryckt aff Henrich Keyser, kongl. my:tz och Acad. bokt",1
"3861","tryckt aff Henrich Keyser, kongl: may:tz och Academiae booktryckiare",1
"3862","tryckt aff I. G. Eberdt",1
"3863","tryckt aff Ioh. Georg Eberdt",1
"3864","tryckt aff Ioh. Georg. Eberdt",1
"3865","tryckt aff Iohan Winter",1
"3866","tryckt aff Iohan Winter kongl. booktr",1
"3867","tryckt aff Iohann Georg Eberdt",1
"3868","tryckt aff Iohann Vogel, Acad. booktryckiare",1
"3869","tryckt aff Joh. Georg Eberdt",1
"3870","tryckt aff Johan Carlsson Winter",1
"3871","tryckt aff Johan Winter, kongl. bookt. vthi Stoor furstendömet Finland",1
"3872","tryckt aff Johan Winter, kongl. bookt. vthi Stoor-furstendömet Finland",1
"3873","tryckt aff Johan Winter, kongl. booktr. i Finland",1
"3874","tryckt aff Johan Winter, kongl. booktr. vthi stoorfurstendömet Finland",1
"3875","tryckt aff Johan Winter, kongl. booktr. vthi stoorförstendömet Finland",1
"3876","tryckt aff Johan Winter, kongl. booktryckare",1
"3877","tryckt aff Johan Winter, kongl. booktryckare vthi stoorförstendömet Finland",1
"3878","tryckt aff Johan Winter, kongl. booktryckare, vthi stoorförstendömet Finland",1
"3879","tryckt aff Johan Winter, kongl. booktryckiare",1
"3880","tryckt aff Johan Winter, kongl. booktrykiare vthi stoorförstendömet Finland",1
"3881","tryckt aff Johan winter,[sic] kongl. booktryckare, och finnes hoos honom til kiöps",1
"3882","tryckt aff Johann Georg Eberdt",1
"3883","tryckt aff Johann Winter, kongl. booktr",1
"3884","tryckt aff Niclas Wankijff, kongl. booktryck",1
"3885","tryckt aff Oloff Oloffson",1
"3886","tryckt aff Oluff Oluffsson",1
"3887","tryckt aff Peder Hanson, Acad: typ",1
"3888","tryckt aff Peder Hanson, acad. typ",1
"3889","tryckt aff Peder Hansson Acad. typogr",1
"3890","tryckt aff Pehr Hansson",1
"3891","tryckt aff Peter Hanson",1
"3892","tryckt aff Peter Hansson",1
"3893","tryckt aff Petro Hansonio Academiae typogr",1
"3894","tryckt aff Petro Hansonio. Acad. typ",1
"3895","tryckt aff Petter Hanson, Acad. typog",1
"3896","tryckt aff Petter Hanson, acad. typogr",1
"3897","tryckt aff Petter Hansson, Acad. typog",1
"3898","tryckt aff Petter Hansson, acad. typog",1
"3899","tryckt aff Petter Hanszon",1
"3900","tryckt aff Zacharia Asp, capit. booktryck",1
"3901","tryckt aff Zacharia Brockenio",1
"3902","tryckt aff. Ioh. Georg. Eberdt",1
"3903","tryckt av Joh. Kiämpe Kongl. acad- [sic] boktr",1
"3904","tryckt av Joh. Kiämpe Kongl. acad. boktr",1
"3905","tryckt av Johan Kiämpe, Kongl. acad. boktr",1
"3906","tryckt efter dess höga original i Frenckellska boktryckeriet",1
"3907","tryckt ho Johan Christopher Holmberg",1
"3908","tryckt hod och kongl. boktr. i stor-förstendömet Finland, Jacob Merckell",1
"3909","tryckt hoos Amund Grefwe",1
"3910","tryckt hoos And. Biörckman, kongl. acad. boktr",1
"3911","tryckt hoos And: Biörckman Kongl. acad. booktr",1
"3912","tryckt hoos And: Biörckman Kongl. acad: boktr",1
"3913","tryckt hoos And: Biörckman, Kongl: acad: boktr",1
"3914","tryckt hoos And: Biörckman, kongl. Acad. boktr",1
"3915","tryckt hoos And: Biörckman, kongl: acad: boktryckare",1
"3916","tryckt hoos Andr: Biörckman kongl. acad. booktr",1
"3917","tryckt hoos Christoff Brendeken, kongl. gymn. booktryckare",1
"3918","tryckt hoos Georg Matthias Nöller",1
"3919","tryckt hoos Henr. C. Merckell",1
"3920","tryckt hoos Henr. C. Merckell, kongl. boktr. i stor-furstendömet Finland",1
"3921","tryckt hoos Henr. C. Merckell, kongl. boktr. i stor-furstendömet Finnland",1
"3922","tryckt hoos Henr. C. Merckell, kongl. boktr. i stor-förstend. Finland",1
"3923","tryckt hoos Henr. C. Merckell, kongl. boktr. i storfurstendömet Finland",1
"3924","tryckt hoos Henr. C. Merckell, kongl. boktr. i storförstendömet Finland",1
"3925","tryckt hoos Henr. C. Merckell, kongl. booktr. uthi stor-furstendömet Finland",1
"3926","tryckt hoos Henr. C. Merckell. kongl. boktr",1
"3927","tryckt hoos Henr. C. Merckell. kongl. boktr. i storfurstendömet Finland",1
"3928","tryckt hoos Henr. Christoph. Merckell, kongl. booktr",1
"3929","tryckt hoos Henr: C. Merckell, kongl. booktr",1
"3930","tryckt hoos Henrich Christoph. Merckell, kongl. booktryckiare",1
"3931","tryckt hoos Henrich Curio",1
"3932","tryckt hoos Henrich Keyser",1
"3933","tryckt hoos Henrich Keysers enckia :;Tukholma",1
"3934","tryckt hoos Henrich Keysers then yngres enkia",1
"3935","tryckt hoos Henrich Keysers änckia",1
"3936","tryckt hoos Henrick Keyser",1
"3937","tryckt hoos Hindrick Keyser kongl. booktr",1
"3938","tryckt hoos I. G. Eberdt",1
"3939","tryckt hoos Ignatium Meurer, kongl. booktr",1
"3940","tryckt hoos Ioh. Wald, A. b",1
"3941","tryckt hoos Iohan Henr. Werner, Kongl. acad. booktryckiare",1
"3942","tryckt hoos Iohan Wall",1
"3943","tryckt hoos Iohan Wall, A. t",1
"3944","tryckt hoos Iohann Wall Larsson, Kongl. Academiae booktryckiare",1
"3945","tryckt hoos J. H. Werner Kongl. acad. booktryckare",1
"3946","tryckt hoos Jo. H. Werner, Kongl. M:tz oc Ups. Acad. boktr",1
"3947","tryckt hoos Jo. L. Wallium",1
"3948","tryckt hoos Joh. H. Werner, Kongl. Maj:tz och Ups. Acad. boktryckare",1
"3949","tryckt hoos Joh. Henr. Werner",1
"3950","tryckt hoos Joh. Henrich Werner Kongl. acad. boktryckiare",1
"3951","tryckt hoos Johan Brendeken, Acad. booktr",1
"3952","tryckt hoos Johan H. Werner Kongl. acad. booktr",1
"3953","tryckt hoos Johan H. Werner Kongl. acad. booktryckare",1
"3954","tryckt hoos Johan H. Werner Kongl. may:tz och Upsala acad. booktr",1
"3955","tryckt hoos Johan Hen. Werner. Kongl. acad. booktr",1
"3956","tryckt hoos Johan Henrich Werner, Kongl.: M:tz booktr",1
"3957","tryckt hoos Johan Winter, kongl. boktryckiare",1
"3958","tryckt hoos Johann Billingsley",1
"3959","tryckt hoos Johann Georg. Eberdt",1
"3960","tryckt hoos Johann Henrich Werner, Kongl. Acad. booktryckare",1
"3961","tryckt hoos Kongl. boktr. Henr. C. Merckell",1
"3962","tryckt hoos Nicklas Wankijff, kongl. booktr",1
"3963","tryckt hoos Niclas Wankijf, kongl. booktryckiare",1
"3964","tryckt hoos Niclas Wankijff. kongl. booktr",1
"3965","tryckt hoos Nicolaum Wankijff, kongl. booktr",1
"3966","tryckt hoos Peter Hansson, Acad. typogr",1
"3967","tryckt hoos Peter Waldz enckia",1
"3968","tryckt hoos Petr. Hans. enckia",1
"3969","tryckt hoos Petr. Hans. änckia",1
"3970","tryckt hoos Petrum Hansonium academ. typograph",1
"3971","tryckt hoos hoos Petr. Hans. effterlefwerska",1
"3972","tryckt hoos kongl. boktr. Henr. C. Merckell",1
"3973","tryckt hoos kongl. booktr. Henr. C. Merckell",1
"3974","tryckt hoos sahl. Georg Hanschs efterlefwerska",1
"3975","tryckt hoos sal. Georg Hantschs änckia",1
"3976","tryckt hooss [!] sahl. Georg Hantschs effterlefwerska",1
"3977","tryckt hoosz Johan Brendeken, Kongl. acad. boktr",1
"3978","tryckt med Joh. Laur. Horrns ... bekostnad",1
"3979","tryckt med Joh. Laur. Horrns, kongl. antiquit. archiv. boktr. bekostnad",1
"3980","tryckt med Kongl. academiens stilar, af Eric Flodström",1
"3981","tryckt med Merckeliska stylar",1
"3982","tryckt med Walliske skrifter",1
"3983","tryckt med kongl. boktryckarens Henr. C. Merckells stylar af F. Phil. Paulssen",1
"3984","tryckt med kongl. boktryckarens Henr. C. Merckells stylar, af F. Phil. Paulssen",1
"3985","tryckt med sal. herr Biörkmans bokstäfwer",1
"3986","tryckt och finnes til kiöps hos Lorentz Ludwig Grefing",1
"3987","tryckt och kongl. boktr. i stor-förstend. Finland, Jacob Merckell",1
"3988","tryckt och kongl. boktr. i stor-förstendömet Finland, Jacob Merckell",1
"3989","tryckt och uplagd uti Kongl. Finska Boktryckeriet, hos Joh. Arv. Carlbohm",1
"3990","tryckt och uplagt på egen bekostnad af Lars Wennberg",1
"3991","tryckt och vplagd med egen bekostnad, vthaf Michaele Laurelio, åhr",1
"3992","tryckt på Direct. Lars Salvii Förlag",1
"3993","tryckt på Joh. Laur. Horrns bekostnad",1
"3994","tryckt på Lars Salvii egen kostnad",1
"3995","tryckt på Lars Salvii kåstnad",1
"3996","tryckt på befallning i Frenckellska boktryckeriet",1
"3997","tryckt på bokhandlaren P. G. Bornwassers bekostnad. I Gresselska tryckeriet",1
"3998","tryckt thersammanstades år 1752, af Gabriel Biörckegren, Linköpings läns- och stichts-boktryckare",1
"3999","tryckt uthi det Kongl. may:tt priviligierade Goldenaus tryckerij",1
"4000","tryckt uthi det Kongl. tryckeriet, af F. Phil. Paulssen",1
"4001","tryckt uthi kongl. boktr. hoos sahl. Wankijfs änckia, af Joh: Werner",1
"4002","tryckt uti A. Holms boktr",1
"4003","tryckt uti A. Holms booktryckeri",1
"4004","tryckt uti Acad. Carol. boktryckerie",1
"4005","tryckt uti Berlingska boktryckeriet",1
"4006","tryckt uti Frenckellska boktryckeriet",1
"4007","tryckt uti Gamla Kongl. tryckeriet",1
"4008","tryckt uti Gamla kongl. tryckeriet",1
"4009","tryckt uti Harbergs & Hesselbergs tryckeri",1
"4010","tryckt uti Joh. Georg Langes boktryckeri",1
"4011","tryckt uti Johan Georg Langes boktryckeri, år",1
"4012","tryckt uti K. b. sal. Niclas Wankijffs tryckerij",1
"4013","tryckt uti K. boktrykerijet, hos sal. Wankijfs effterlefwerska",1
"4014","tryckt uti Kongl. Antiq. archiv. boktryckeriet, hos sal. Joh. L. Horrn",1
"4015","tryckt uti Kongl. Booktr. hoos sal. Wankifs änckia",1
"4016","tryckt uti Kongl. Ordens boktryckeriet",1
"4017","tryckt uti Kongl. acad. boktryckeriet",1
"4018","tryckt uti Kongl. academ. boktryckeriet, hos Johan Kiämpe",1
"4019","tryckt uti Kongl. antiq. archiv. boktryckeriet, hos sal. Joh. L. Horrns enkia, af Carl Johansson Röpke",1
"4020","tryckt uti Kongl. booktryckeriet, hoos sahl. Wankijfs änckia",1
"4021","tryckt uti Kongl. booktryckeriet, hos sal. Wankiffs änckia",1
"4022","tryckt uti Kongl. booktryckerijet, hoos sal. Wankijfs effterlefwerska",1
"4023","tryckt uti Kongl. booktrykeriet, hos sal. Wankijfs änkia",1
"4024","tryckt uti Kongl. finska boktryckeriet",1
"4025","tryckt uti Kongl. finska boktryckeriet, hos Joh. Arvid Carlbohm",1
"4026","tryckt uti Kongl. finska tryckeriet, hos Johan Arvid Carlbohm",1
"4027","tryckt uti Kongl. fält-tryckeriet hos directeuren Peter Sohm",1
"4028","tryckt uti Kongl. privil. boktryckeriet",1
"4029","tryckt uti Kongl. tryckeriet, hos ... Pet. Momma",1
"4030","tryckt uti Kongl. tryckeriet, hos Pet. Momma",1
"4031","tryckt uti Konglige amiralitets boktryckeriet",1
"4032","tryckt uti Wildiska tryckeriet",1
"4033","tryckt uti det Kongl. academia boktryckeriet",1
"4034","tryckt uti det Kongl. boktryckeriet",1
"4035","tryckt uti det Kongl. boktryckeriet, af. F. Phil. Paulssen",1
"4036","tryckt uti det Kongl. tryckeriet hos directeuren Pet. Momma",1
"4037","tryckt uti förr detta Grefingska tryckeriet, hos Henr. Fougt",1
"4038","tryckt uti k. b. sal. Niclas Wankijffs tryckerij",1
"4039","tryckt uti k. b. sal. Niclas Wankijfs tryckerij",1
"4040","tryckt uti kongl. boktr. hos sal. Wankifs enckia",1
"4041","tryckt uti kongl. boktr. hos sal. Wankifs änckia",1
"4042","tryckt uti kongl. boktryckerij hoos sal. Wankifz enckia",1
"4043","tryckt uti kongl. boktryckerijet, hoos sal. Wankijfs effterlefwerska",1
"4044","tryckt uti kongl. boktryckerijet, hoos sal. Wankijfs änckia",1
"4045","tryckt uti kongl. booktr. hoos sal. Wankiffs änckia",1
"4046","tryckt uti kongl. booktr. hoos sl. Wankijfs änckia",1
"4047","tryckt uti kongl. booktr. hos sal. Wankijfs änckia",1
"4048","tryckt uti kongl. booktryckeriet, hoos sal. Wankiffs änckia",1
"4049","tryckt uti kongl. booktryckeriet, hoos sal. Wankijfs änckia",1
"4050","tryckt uti kongl. booktryckeriet, hos sal. Wankijfs äuckia [sic",1
"4051","tryckt uti kongl. booktryckerijet, hoos sal. Wankifs änckia",1
"4052","tryckt uti kongl. finska boktryckeriet, hos Johan Arvid Carlbohm",1
"4053","tryckt uti kongl. fält-tryckeriet hos directeuren Peter Sohm",1
"4054","tryckt uti kongl. tryckeriet, hos directeuren Pet. Momma = Stockholmisa : cuningallises tryckerisä directeur. Pet. Momman tykönä",1
"4055","tryckt uti kongl. tryckeriet; hos directeuren Pet. Momma",1
"4056","tryckt uti sahl. H. C. Merckells boktryckerie",1
"4057","tryckt uti sahl. Henr. C. Merckell boktryckerie",1
"4058","tryckt uti sahl. Lars Walls tryckerij",1
"4059","tryckt uti sahl. Merckells boktryckerie",1
"4060","tryckt uti sahl. Merckells boktryckerie, af F. P. Paulssen",1
"4061","tryckt uti sal. Merckells officin",1
"4062","tryckt uti sal. herr Merckells officin",1
"4063","tryckt uti salig herr Merckells officin",1
"4064","tryckt uti thet Kongl. bok-tryckeriet, hos Pet. Momma",1
"4065","tryckt uti thet Kongl. boktryckeriet",1
"4066","tryckt uti thet Kongl. tryckeriet. Hos directeuren Pet. Momma",1
"4067","tryckt uti thet kongl. bok-tryckeriet hos sal. directeurens, Joh. Henr. Werners encka",1
"4068","tryckt vthi sal. Henrich Keysers tryckerij",1
"4069","tryckt vthi thet kongl. tryckeriet. Af O. H",1
"4070","tryckt vti A. Holms boktryckerij",1
"4071","tryckt å Jacob Merckells egen omkåstnad",1
"4072","tryckt år 1752 af Gabriel Biörckegren, Linköpings läns- och stichts-boktryckare",1
"4073","tryckt, af Joh. Kiämpe, Kongl. acad. boktr",1
"4074","tryckt, af Joh. Kämpe, Kongl. acad. boktr",1
"4075","tryckt, enligt skriftelig befallning, hos J. C. Frenckell",1
"4076","tryckt, hos Anders Jac. Nordström, 1788. Finnes til salu i Utters Bokl",1
"4077","tryckt, hos Iohan Christopher Mercell [sic",1
"4078","tryckt, hos Johan Christopher Mercell [sic",1
"4079","tryckt, hos directeruren och kongl. boktr. i Stor. förstendömet Finland, Jacob Merckell",1
"4080","tryckt, hos directeuren och kongl. boktr. i Storförstendömet Finland, Jacob Merckell",1
"4081","tryckt, hos och kongl. boktr. i stor-Furstendömet Finland, Jacob Merckell",1
"4082","tryckt. Hos. J. C. Frenckell",1
"4083","tryckt. Hos. Joh. Christoph. Frenckell",1
"4084","tryckt. Hos. Johan [..]opher. Frenckell",1
"4085","tryckt. Hos. Johan. Christopher. Frenckell",1
"4086","tryckt. af. Peter. Jöransson. Nyström",1
"4087","tryckta uti Bibel-sällskapets boktryckeri",1
"4088","tryckte hos And. Jac. Nordström",1
"4089","tryckte hos Carl Stolpe",1
"4090","tryckte hos Georg Wilhelm Londicer",1
"4091","tryckte hos Henrik A. Nordström",1
"4092","tryckte hos J. C. Frenckell & son",1
"4093","tryckte hos Joh. C. Frenckell",1
"4094","tryckte hos Joh. C. Frenckell & son",1
"4095","tryckte hos Joh. Christ. Frenkell",1
"4096","tryckte hos Joh. Christopher Frenckell",1
"4097","tryckte hos Joh. Edman. År",1
"4098","tryckte hos Johan Christ. Frenckell",1
"4099","tryckte hos Johan Christ. Frenckell, för autorens egen räkning",1
"4100","tryckte hos Johan Christopher Frenckell",1
"4101","tryckte hos Johan Georg Lange",1
"4102","tryckte hos Johann Matthias Saalicath",1
"4103","tryckte hos Peter Jör. Nyström",1
"4104","tryckte hos Samuel Norberg",1
"4105","tryckte hos controlleuren C. G. Cronland",1
